timestep,human_obs,obs,original_rewards,logstd_action_dist,rewards,avg_action_dist,actions
0,"[[  8.79112229e-02  -1.31590984e-02   1.87380885e-01   1.37346385e-01]
 [ -6.68598495e-05  -2.84083949e-03   0.00000000e+00   0.00000000e+00]]","[ 0.79067348  1.49239572  0.58831198  0.29837781  1.62693511  1.19865949
 -0.07126213 -0.01291358 -0.18804007 -1.1815587   0.        ]",-0.12233242936,[-0.65255684 -0.56726491],-2.361,[ 2.20585346  0.44707015],[ 2.67397455  0.44031276]
1,"[[ 0.1275936   0.00426188  0.18738088  0.13734639]
 [ 3.95513743  1.73913832  0.          0.        ]]","[ 0.78214456  1.49249501  0.65728194  0.32804739  1.62693381  1.19865885
  0.48612167  0.22870017 -0.19899239 -1.04507378  0.        ]",-0.112119818715,[-0.65255684 -0.56726491],-2.22506,[ 0.53180683  0.72739959],[ 1.03647323  1.29300948]
2,"[[ 0.2455867   0.07841186  0.18738088  0.13734639]
 [ 7.83127905  5.66278495  0.          0.        ]]","[ 0.73842281  1.48852722  0.85987182  0.45419815  1.62693252  1.19865821
  1.03236339  0.77291271 -0.26993009 -0.61443695  0.        ]",-0.0792472485571,[-0.65255684 -0.56726491],-1.90531,[-2.12160158  0.93919253],[-1.73205952  0.63317185]
3,"[[ 0.36095885  0.21571303  0.18738088  0.13734639]
 [ 3.71963822  8.05933855  0.          0.        ]]","[ 0.66959852  1.46249608  1.05226579  0.68533505  1.62693122  1.19865757
  0.45293355  1.10531604 -0.42814201 -0.13257211  0.        ]",-0.0420818947728,[-0.65255684 -0.56726491],-1.71092,[-2.50116444  0.34161291],[-1.96890572  1.54372331]
4,"[[  0.39490931   0.41504207   0.18738088   0.13734639]
 [ -0.31115605  11.86088357   0.           0.        ]]","[ 0.64456161  1.38257314  1.10742969  1.00754195  1.62692992  1.19865693
 -0.115103    1.63259198 -0.6078014   0.17350013  0.        ]",-0.0271770672561,[-0.65255684 -0.56726491],-1.67519,[-2.72149491 -0.39219135],[-2.09997018 -0.56196258]
5,"[[ 0.34906607  0.62759246  0.18738088  0.13734639]
 [-4.26009774  9.40232195  0.          0.        ]]","[ 0.67786016  1.24576767  1.0327692   1.32086635  1.62692862  1.19865629
 -0.67160448  1.29158694 -0.7363898   0.27012799  0.        ]",-0.0340207280092,[-0.65255684 -0.56726491],-1.69414,[-1.74545789 -0.68565679],[-1.95479718 -0.98681985]
6,"[[ 0.22502858  0.77457934  0.18738088  0.13734639]
 [-8.1308412   5.30996122  0.          0.        ]]","[ 0.74800098  1.12311154  0.82491918  1.5119877   1.62692732  1.19865565
 -1.21708554  0.72397337 -0.72209787  0.12947082  0.        ]",-0.0378443086765,[-0.65255684 -0.56726491],-1.73891,[ 0.29570344 -0.81810498],[ 0.6881736   0.19889347]
7,"[[ 0.09133949  0.88761448  0.18738088  0.13734639]
 [-5.24763428  5.9913123   0.          0.        ]]","[ 0.79005858  1.015057    0.59427909  1.64168472  1.62692602  1.19865501
 -0.81077143  0.81847696 -0.6812212  -0.06405763  0.        ]",-0.0454177396218,[-0.65255684 -0.56726491],-1.71516,[-0.15076223 -0.67078733],[-0.44669754 -1.02662259]
8,"[[-0.03029295  0.96652667  0.18738088  0.13734639]
 [-6.91009373  1.91347803  0.          0.        ]]","[ 0.79747259  0.93335023  0.38185787  1.72232542  1.62692472  1.19865437
 -1.04505185  0.25287831 -0.63827955 -0.26300014  0.        ]",-0.0563514794825,[-0.65255684 -0.56726491],-1.80817,[ 1.4530946  -0.70939195],[ 1.97788339 -1.24187856]
9,"[[-0.12741367  0.96467508  0.18738088  0.13734639]
 [-2.81559448 -2.08528218  0.          0.        ]]","[ 0.78218835  0.9353215   0.21265484  1.72052983  1.62692342  1.19865373
 -0.4680374  -0.3017527  -0.56003617 -0.48484123  0.        ]",-0.0698765823703,[-0.65255684 -0.56726491],-1.9183,[ 1.43252718 -0.21468458],[ 1.24871142 -0.27414992]
