timestep,human_obs,avg_action_dist,original_rewards,logstd_action_dist,rewards,obs,actions
0,"[[-0.05762922 -0.01371358 -0.11952829  0.13548646]
 [ 0.00088264  0.0003534   0.          0.        ]]",[ 1.11266029  2.38331318],-0.361278656608,[-0.6026299  -0.51583195],-3.723,"[ 0.79112126  1.49911515  0.32087318  0.30667731 -1.03243162  1.17774075
 -0.0792413  -0.01202677  2.91179468 -1.53163783  0.        ]",[ 1.73501826  2.50319904]
1,"[[-0.01793669  0.02600581 -0.11952829  0.13548646]
 [ 3.95521032  3.95839988  0.          0.        ]]",[ 1.28278339  3.24482751],-0.356623428289,[-0.6026299  -0.51583195],-3.56788,"[ 0.794098    1.49879888  0.39010577  0.37507884 -1.03243112  1.17774009
  0.46040682  0.53247645  2.91608177 -1.36457318  0.        ]",[ 0.83364338  2.8080965 ]
2,"[[ 0.09345547  0.14410273 -0.11952829  0.13548646]
 [ 7.17331582  7.83836107  0.          0.        ]]",[ 1.28469658  4.04350185],-0.341076092249,[-0.6026299  -0.51583195],-3.34727,"[ 0.78575196  1.48585389  0.58431106  0.57762016 -1.03243062  1.17773943
  0.89958232  1.06623729  2.88076147 -0.8889691   0.        ]",[ 1.89145231  3.7815831 ]
3,"[[  0.2751766    0.33902541  -0.11952829   0.13548646]
 [ 10.9862017   11.64122079   0.           0.        ]]",[ 1.02339292  4.54718256],-0.308947994987,[-0.6026299  -0.51583195],-2.9715,"[ 0.71970939  1.42575206  0.89571863  0.90306578 -1.03243011  1.17773877
  1.41992708  1.58939059  2.67583763 -0.1602948   0.        ]",[ 0.57283673  3.91567882]
4,"[[  0.51545204   0.6092552   -0.11952829   0.13548646]
 [ 13.03473066  15.36930379   0.           0.        ]]",[-0.6049099   4.09254694],-0.254331054565,[-0.6026299  -0.51583195],-2.52472,"[ 0.5364149   1.26695976  1.28186112  1.31587314 -1.03242961  1.1777381
  1.69948887  2.1022554   2.15528524  0.6028492   0.        ]",[-0.84921038  3.78378719]
5,"[[  0.73985715   0.95332437  -0.11952829   0.13548646]
 [  9.41796017  19.02541093   0.           0.        ]]",[-1.50656116  3.5873723 ],-0.184590979903,[-0.6026299  -0.51583195],-2.08203,"[ 0.27528531  0.95571597  1.59825449  1.73453399 -1.03242911  1.17773744
  1.20590668  2.60521609  1.40931822  0.97240551  0.        ]",[-2.31569094  4.32767467]
6,"[[  0.88666543   1.36979009  -0.11952829   0.13548646]
 [  5.2767071   22.60918898   0.           0.        ]]",[-1.86058843  3.2737124 ],-0.11629062978,[-0.6026299  -0.51583195],-1.77913,"[ 0.06367897  0.46603687  1.77418362  2.01788143 -1.03242861  1.17773678
  0.64074877  3.09822295  0.73552075  0.78863324  0.        ]",[-2.77700576  2.77574471]
7,"[[  0.951471     1.85721732  -0.11952829   0.13548646]
 [  1.21727953  26.12177309   0.           0.        ]]",[-1.42379963  2.97815013],-0.0758100802237,[-0.6026299  -0.51583195],-1.69374,"[-0.03861194 -0.15642272  1.84278607  1.98239183 -1.03242811  1.17773612
  0.08675771  3.58143089  0.33794458  0.19271811  0.        ]",[-1.02888851  2.52299641]
8,"[[  0.93588523   2.41419477  -0.11952829   0.13548646]
 [ -2.76284969  29.5644268    0.           0.        ]]",[-0.69906378  2.52372813],-0.105432021926,[-0.6026299  -0.51583195],-1.77561,"[-0.01355238 -0.75591648  1.82681937  1.47547174 -1.03242761  1.17773546
 -0.45641145  4.05501233  0.31381402 -0.59233036  0.        ]",[-0.96756418  2.74923839]
9,"[[  0.8427584    3.03933763  -0.11952829   0.13548646]
 [ -6.53785661  27.02051256   0.           0.        ]]",[ 0.37822714  2.2304635 ],-0.170988219021,[-0.6026299  -0.51583195],-2.12628,"[ 0.13001439 -1.0759      1.72445157  0.50609278 -1.03242711  1.1777348
 -0.97158731  3.70504028  0.65287679 -1.34682967  0.        ]",[-0.2381161   2.44765301]
