timestep,human_obs,avg_action_dist,original_rewards,logstd_action_dist,rewards,obs,actions
0,"[[ 0.0922251  -0.07158422  0.09087237  0.07711689]
 [ 0.00447484  0.001011    0.          0.        ]]",[ 1.28971958  1.85994601],-0.135620757711,[-0.69778091 -0.62054402],-2.28424,"[ 0.79410709  1.45524748  0.63177389  0.19585195  0.78647304  0.6738888
 -0.05401064 -0.0142144   0.81655778 -0.4291251   0.        ]",[ 1.05539978  2.69131589]
1,"[[ 0.1319888  -0.03185178  0.09087237  0.07711689]
 [ 3.95873187  3.95904727  0.          0.        ]]",[-0.64153731  2.06387663],-0.129074809292,[-0.69778091 -0.62054402],-2.19983,"[ 0.78523511  1.45790763  0.70152754  0.26261488  0.78647279  0.67388861
  0.51728097  0.54344688  0.80644623 -0.25479413  0.        ]",[-0.51416345  1.34606079]
2,"[[ 0.18995529  0.08627883  0.09087237  0.07711689]
 [ 1.84496655  7.84107282  0.          0.        ]]",[-1.22060215  1.73421645],-0.116628031831,[-0.69778091 -0.62054402],-2.07552,"[ 0.76670736  1.45374446  0.80252462  0.46120106  0.78647253  0.67388842
  0.2118944   1.09039849  0.75912172  0.08542004  0.        ]",[-1.27903794  1.80674851]
3,"[[  0.18678361   0.28128607   0.09087237   0.07711689]
 [ -2.14882512  11.64695599   0.           0.        ]]",[-1.2586143   1.17838454],-0.105932415457,[-0.69778091 -0.62054402],-2.06901,"[ 0.76789168  1.40764292  0.79702411  0.78329776  0.78647228  0.67388822
 -0.36510923  1.62662141  0.68002555  0.35116781  0.        ]",[-0.3478268   1.73678748]
4,"[[  0.1304153    0.55164438   0.09087237   0.07711689]
 [ -3.4835203   15.37643583   0.           0.        ]]",[-1.70629168  0.81707579],-0.0938153344185,[-0.69778091 -0.62054402],-1.96969,"[ 0.78564495  1.26637026  0.69877282  1.19807157  0.78647203  0.67388803
 -0.55793942  2.15207821  0.55635088  0.54579823  0.        ]",[-2.18378984  1.30071641]
5,"[[  0.02173259   0.8958593    0.09087237   0.07711689]
 [ -7.37183519  19.03280715   0.           0.        ]]",[-1.28029168  0.13340025],-0.0769623562544,[-0.69778091 -0.62054402],-1.98911,"[ 0.80211081  0.97249544  0.50755245  1.62994223  0.78647178  0.67388783
 -1.11970403  2.66723224  0.37204408  0.64460946  0.        ]",[-1.10721874  0.57838187]
6,"[[ -0.16394348   1.29572067   0.09087237   0.07711689]
 [-11.18321784  20.94684112   0.           0.        ]]",[ 0.04822046 -0.67700946],-0.0548856530373,[-0.69778091 -0.62054402],-1.90774,"[ 0.77583837  0.5148339   0.18105614  1.93561228  0.78647153  0.67388764
 -1.67035305  2.93690092  0.14926278  0.55820585  0.        ]",[-0.89220369 -0.75489337]
7,"[[ -0.42080999   1.68050655   0.09087237   0.07711689]
 [-14.49267722  17.54297832   0.           0.        ]]",[ 1.89086115 -1.11800683],-0.0365565752823,[-0.69778091 -0.62054402],-1.8858,"[ 0.62858045  0.0210475  -0.2519806   1.98875458  0.78647127  0.67388745
 -2.1484853   2.45731725 -0.06370204  0.29162921  0.        ]",[ 2.00960722 -0.43931626]
8,"[[ -0.66807843   2.01041575   0.09087237   0.07711689]
 [-10.24814002  15.45503436   0.           0.        ]]",[ 1.35872591 -1.44324625],-0.0342995510854,[-0.69778091 -0.62054402],-1.87344,"[ 0.37379688 -0.38851471 -0.6244442   1.83887032  0.78647102  0.67388725
 -1.53525457  2.16313854 -0.28771911  0.03465577  0.        ]",[ 2.10173159 -1.06369022]
9,"[[ -0.83128898   2.27671309   0.09087237   0.07711689]
 [ -6.0867021   11.18900037   0.           0.        ]]",[ 0.76444679 -1.56704915],-0.0429765994525,[-0.69778091 -0.62054402],-1.91019,"[ 0.15223207 -0.67762234 -0.83509603  1.59673851  0.78647077  0.67388706
 -0.93403044  1.56208443 -0.51939622 -0.10204637  0.        ]",[ 0.29362073 -0.29510909]
