timestep,human_obs,avg_action_dist,original_rewards,logstd_action_dist,rewards,obs,actions
0,"[[-0.03646715 -0.08645777 -0.18592376  0.16916521]
 [-0.00222345 -0.00483413  0.          0.        ]]",[ 1.72285938  2.89476848],-0.436753678239,[-0.56974369 -0.42723095],-4.0317,"[ 0.7856356   1.53362295  0.31142133  0.18541302 -1.61115386  1.47055703
 -0.10499329 -0.01022068  3.46038047 -1.96337451  0.        ]",[ 1.95711553  2.73832933]
1,"[[  3.16393396e-03  -4.68410567e-02  -1.85923758e-01   1.69165214e-01]
 [  3.95216754e+00   3.95331899e+00   0.00000000e+00   0.00000000e+00]]",[ 1.98392344  3.80594611],-0.432236998634,[-0.56974369 -0.42723095],-3.96666,"[ 0.78693196  1.53701557  0.37991341  0.25520197 -1.61115225  1.47055574
  0.40451188  0.52356068  3.46807097 -1.80394511  0.        ]",[ 2.45130035  3.51506283]
2,"[[ 0.12109832  0.07115275 -0.18592376  0.16916521]
 [ 7.82838081  7.83313301  0.          0.        ]]",[ 1.95450234  4.47912598],-0.41604687473,[-0.56974369 -0.42723095],-3.73575,"[ 0.7725496   1.53517007  0.58326306  0.46340039 -1.61115064  1.47055445
  0.90394399  1.04677721  3.44222649 -1.32995932  0.        ]",[ 2.44500122  4.06871271]
3,"[[  0.31578977   0.26597202  -0.18592376   0.16916521]
 [ 11.62819805  11.6361064    0.           0.        ]]",[ 1.85775113  4.93512917],-0.380888716592,[-0.56974369 -0.42723095],-3.28919,"[ 0.68976602  1.49318885  0.91128953  0.80196986 -1.61114902  1.47055315
  1.39353216  1.5596304   3.24471346 -0.59341502  0.        ]",[ 1.75108542  5.21874898]
4,"[[  0.58573117   0.53609402  -0.18592376   0.16916521]
 [ 15.35376863  15.36362799   0.           0.        ]]",[ 0.45401913  4.8775878 ],-0.317347528829,[-0.56974369 -0.42723095],-2.67257,"[ 0.45936227  1.35794664  1.33002676  1.23973291 -1.61114741  1.47055186
  1.87355264  2.06230672  2.70047157  0.19956789  0.        ]",[ 0.06454991  4.64902811]
5,"[[  0.89232946   0.88003664  -0.18592376   0.16916521]
 [ 15.30651806  19.01840847   0.           0.        ]]",[-0.99948776  4.31816864],-0.227259476217,[-0.56974369 -0.42723095],-1.99939,"[ 0.05511001  1.07159774  1.72021605  1.69876329 -1.6111458   1.47055056
  1.86746229  2.55517067  1.82066288  0.59367042  0.        ]",[-0.91693256  4.44826192]
6,"[[  1.15904608   1.29635897  -0.18592376   0.16916521]
 [ 11.37836289  22.60186698   0.           0.        ]]",[-1.54407275  3.77852082],-0.141057474374,[-0.56974369 -0.42723095],-1.53661,"[-0.39174391  0.60060456  1.95856259  2.03743789 -1.61114419  1.47054927
  1.36133698  3.03841238  0.98485543  0.28735838  0.        ]",[-1.0797465   3.54135134]
7,"[[  1.34468629   1.78363849  -0.18592376   0.16916521]
 [  7.19953073  26.11435771   0.           0.        ]]",[-1.1355958   3.32900476],-0.120863777576,[-0.56974369 -0.42723095],-1.45625,"[-0.73766504 -0.01977997  2.05903264  2.06366638 -1.61114258  1.47054798
  0.82291394  3.51207821  0.57105776 -0.49987707  0.        ]",[-0.77169975  3.42038324]
8,"[[  1.45663956   2.34046748  -0.18592376   0.16916521]
 [  4.00621161  29.55703789   0.           0.        ]]",[-0.67583525  3.00385046],-0.175663491472,[-0.56974369 -0.42723095],-1.70623,"[-0.95438285 -0.64327271  2.0917783   1.6058438  -1.61114097  1.47054668
  0.41146978  3.97632266  0.68560435 -1.33999474  0.        ]",[-1.42917929  2.66840092]
9,"[[  1.49627324e+00   2.96546443e+00  -1.85923758e-01   1.69165214e-01]
 [ -2.98899259e-02   3.29313768e+01   0.00000000e+00   0.00000000e+00]]",[ 0.16130604  2.93197513],-0.241995340419,[-0.56974369 -0.42723095],-2.25554,"[-1.03191804 -1.01458174  2.09822842  0.64724284 -1.61113935  1.47054539
 -0.10856284  4.43134223  1.23069856 -1.8335568   0.        ]",[-0.0104924   3.69606243]
