timestep,human_obs,obs,original_rewards,logstd_action_dist,rewards,avg_action_dist,actions
0,"[[-0.03729978  0.00730365  0.15706768  0.08410599]
 [-0.00359096  0.00153177  0.          0.        ]]","[ 1.06463781  1.18312115 -0.03426546  0.10862695  1.36749482  0.77798742
  0.13132148  0.0427378   0.05850129 -0.63087513  0.        ]",-0.105331293896,[-0.02805241 -0.00278456],-0.64114,[ 0.00542776 -0.05559557],[ 2.40744399  1.5515672 ]
1,"[[  2.30417802e-03   4.70463783e-02   1.57067677e-01   8.41059858e-02]
 [  3.95082720e+00   3.95955460e+00   0.00000000e+00   0.00000000e+00]]","[ 1.06558065  1.18173486  0.0261876   0.174727    1.36745634  0.77797518
  0.4990603   0.5585214   0.05840796 -0.54436794  0.        ]",-0.0945662245278,[-0.02805241 -0.00278456],-0.663215,[ 0.01301924 -0.02841122],[ 0.92046008 -0.70204591]
2,"[[ 0.11708148  0.0975462   0.15706768  0.08410599]
 [ 7.51503178  1.09995938  0.          0.        ]]","[ 1.05602638  1.17711848  0.2010188   0.25852672  1.36741787  0.77796294
  0.83050562  0.1858681   0.03935504 -0.3434128   0.        ]",-0.0698090542846,[-0.02805241 -0.00278456],-0.567,[-0.00216707 -0.05111687],[-0.5627312  -1.13922705]
3,"[[ 0.24357109  0.0796081   0.15706768  0.08410599]
 [ 5.14182391 -2.88050361  0.          0.        ]]","[ 1.02442763  1.17908724  0.39088175  0.22879282  1.3673794   0.77795069
  0.60979637 -0.33285176  0.0056449  -0.18004293  0.        ]",-0.0508793191292,[-0.02805241 -0.00278456],-0.483214,[-0.0213773 -0.0884953],[-1.33802637 -0.48737694]
4,"[[  3.05703886e-01   3.22356087e-03   1.57067677e-01   8.41059858e-02]
 [  1.08496385e+00  -4.75171756e+00   0.00000000e+00   0.00000000e+00]]","[ 1.00094106  1.18303738  0.48217171  0.10182677  1.36734093  0.77793845
  0.23251611 -0.57669804 -0.00177775 -0.14941062  0.        ]",-0.0477416646993,[-0.02805241 -0.00278456],-0.506013,[-0.03104464 -0.11387186],[ 0.27270146 -1.29693673]
5,"[[ 0.33802654 -0.13059888  0.15706768  0.08410599]
 [ 2.14376757 -8.61763995  0.          0.        ]]","[ 0.98668046  1.1723027   0.52898001 -0.12023929  1.36730247  0.77792621
  0.33097953 -1.08047963  0.00955264 -0.20212726  0.        ]",-0.0530814597988,[-0.02805241 -0.00278456],-0.519798,[-0.04584536 -0.14966983],[-0.98627229 -1.32107659]
6,"[[  0.34134432  -0.34095248   0.15706768   0.08410599]
 [ -1.7989321  -12.40510934   0.           0.        ]]","[ 0.98512165  1.11057166  0.53374955 -0.45996033  1.36726401  0.77791397
 -0.03568796 -1.57400576  0.02347861 -0.35421617  0.        ]",-0.0691582300087,[-0.02805241 -0.00278456],-0.535684,[-0.05733458 -0.18531969],[ 0.80148271  1.63716403]
7,"[[ 0.33751716 -0.54687458  0.15706768  0.08410599]
 [ 1.40561838 -8.20109722  0.          0.        ]]","[ 0.98687746  0.99948382  0.52823282 -0.76885634  1.36722555  0.77790173
  0.26233278 -1.02612976  0.00938371 -0.51300003  0.        ]",-0.0864284285888,[-0.02805241 -0.00278456],-0.595122,[-0.04836896 -0.17750214],[-0.33765908  0.26317203]
8,"[[ 0.35194231 -0.69880738  0.15706768  0.08410599]
 [ 0.04143045 -6.99620515  0.          0.        ]]","[ 0.98006849  0.88807112  0.5489551  -0.97399182  1.3671871   0.77788949
  0.13546067 -0.86909665 -0.01935405 -0.60284509  0.        ]",-0.0958854547433,[-0.02805241 -0.00278456],-0.620576,[-0.04626411 -0.1801402 ],[-0.10747456  0.47794857]
9,"[[ 0.34848853 -0.81835247  0.15706768  0.08410599]
 [-0.38537446 -4.96507557  0.          0.        ]]","[ 0.98170017  0.78466151  0.54399479 -1.11826798  1.36714865  0.77787725
  0.09576608 -0.60439682 -0.0518998  -0.68971862  0.        ]",-0.105724375226,[-0.02805241 -0.00278456],-0.635429,[-0.04117154 -0.17619239],[-0.4811394  1.2431621]
10,"[[ 0.32174456 -0.87693383  0.15706768  0.08410599]
 [-2.28268712 -0.90658836  0.          0.        ]]","[ 0.99393172  0.72940271  0.50542629 -1.18274052  1.3671102   0.77786501
 -0.08068839 -0.07550085 -0.07496829 -0.76272376  0.        ]",-0.114808144914,[-0.02805241 -0.00278456],-0.698516,[-0.02911285 -0.15761459],[ 0.59303675 -0.59304468]
11,"[[ 0.30009255 -0.91845323  0.15706768  0.08410599]
 [ 0.10951747 -3.23758069  0.          0.        ]]","[ 1.00313847  0.68855279  0.47394596 -1.22577947  1.36707176  0.77785277
  0.14179393 -0.37927056 -0.09469778 -0.81625183  0.        ]",-0.121603094508,[-0.02805241 -0.00278456],-0.727616,[-0.0328628  -0.16791716],[ 1.95204479 -0.52795754]
12,"[[ 0.34196475 -1.00354812  0.15706768  0.08410599]
 [ 4.0645587  -5.26512678  0.          0.        ]]","[ 0.98471718  0.60080766  0.53460348 -1.30681573  1.36703332  0.77784054
  0.50962441 -0.64349283 -0.12048342 -0.81515788  0.        ]",-0.120554520101,[-0.02805241 -0.00278456],-0.72444,[-0.03682756 -0.17410108],[ 0.84711373 -0.69712356]
13,"[[ 0.45608722 -1.13550821  0.15706768  0.08410599]
 [ 7.33683097 -7.92198531  0.          0.        ]]","[ 0.92297424  0.45531053  0.69507257 -1.41221732  1.36699488  0.7778283
  0.81394951 -0.98971923 -0.15550319 -0.75392458  0.        ]",-0.110701637024,[-0.02805241 -0.00278456],-0.662219,[-0.04533951 -0.18636048],[ 0.03012012  0.80951674]
