timestep,human_obs,obs,original_rewards,logstd_action_dist,rewards,avg_action_dist,actions
0,"[[ 0.00861391  0.01075011  0.19131735  0.17849447]
 [-0.00131624  0.00173228  0.          0.        ]]","[ 0.78082207  1.63664704  0.30640816  0.33838137  1.66148529  1.55926235
 -0.15613924 -0.00540156 -0.19025807 -1.74761311  0.        ]",-0.176492209078,[-0.44218031 -0.30378246],-1.75345,[ 2.00797462  0.28820232],[ 2.57739703  0.04613016]
1,"[[ 0.04827764  0.01260162  0.19131735  0.17849447]
 [ 3.9545177   0.18281989  0.          0.        ]]","[ 0.77870103  1.63661687  0.37382396  0.34178619  1.66148291  1.55926031
  0.30522691  0.0182994  -0.19294217 -1.64880319  0.        ]",-0.167986173599,[-0.44218031 -0.30378246],-1.66803,[ 1.09234083  0.4238793 ],[ 1.40282038 -0.07478133]
2,"[[ 0.16627488  0.01323564  0.19131735  0.17849447]
 [ 7.83229457 -0.1184088   0.          0.        ]]","[ 0.75496399  1.63660402  0.57320737  0.34295202  1.66148053  1.55925827
  0.75748914 -0.02112579 -0.21858958 -1.36278625  0.        ]",-0.143152029158,[-0.44218031 -0.30378246],-1.49834,[-0.26653457  0.60215294],[ 0.1624834  -1.38081397]
3,"[[ 0.32783091 -0.02883878  0.19131735  0.17849447]
 [ 8.32167535 -4.0758412   0.          0.        ]]","[ 0.68077418  1.6361786   0.83930002  0.26557864  1.66147815  1.55925624
  0.81456481 -0.53907957 -0.28266258 -1.03340956  0.        ]",-0.114207805484,[-0.44218031 -0.30378246],-1.29343,[-0.686813   0.7854625],[-0.62298133  1.55891968]
4,"[[ 0.46787082 -0.06980776  0.19131735  0.17849447]
 [ 5.69107847 -0.0345298   0.          0.        ]]","[ 0.57886142  1.63357245  1.05865664  0.19032717  1.66147578  1.5592542
  0.50775961 -0.01014718 -0.36562235 -0.76519926  0.        ]",-0.0907581382013,[-0.44218031 -0.30378246],-1.15696,[-1.05920839  0.54959953],[-0.71979641  1.69801696]
5,"[[ 0.55197841 -0.03075205  0.19131735  0.17849447]
 [ 2.72954564  3.92689356  0.          0.        ]]","[ 0.50170787  1.63610054  1.18344743  0.26206124  1.6614734   1.55925216
  0.16235763  0.5083293  -0.45738072 -0.53946419  0.        ]",-0.0720925905589,[-0.44218031 -0.30378246],-1.04408,[-1.28273392  0.29289016],[-1.32153226  0.43898747]
6,"[[ 0.56633065  0.06446147  0.19131735  0.17849447]
 [-1.28096464  5.58891352  0.          0.        ]]","[ 0.48739549  1.63403025  1.20413503  0.43708254  1.66147102  1.55925013
 -0.30538599  0.72585647 -0.52384596 -0.4082319   0.        ]",-0.0626341341468,[-0.44218031 -0.30378246],-0.992615,[-0.96875179  0.21084362],[-1.22713636  0.83697513]
7,"[[ 0.50126254  0.20839603  0.19131735  0.17849447]
 [-5.2127568   8.79384949  0.          0.        ]]","[ 0.54962122  1.60881268  1.10889648  0.69911423  1.66146864  1.55924809
 -0.76394858  1.14532224 -0.54269262 -0.39437071  0.        ]",-0.0621333920074,[-0.44218031 -0.30378246],-0.960738,[-0.51638258  0.12593168],[-0.67869256 -1.67166948]
8,"[[ 0.3711193   0.34280783  0.19131735  0.17849447]
 [-7.79300536  4.66108683  0.          0.        ]]","[ 0.65291137  1.56169143  0.90845189  0.93680981  1.66146626  1.55924605
 -1.06488092  0.60441988 -0.49562399 -0.52687237  0.        ]",-0.071779164947,[-0.44218031 -0.30378246],-1.01904,[ 0.72475678  0.4390085 ],[ 0.44077564 -1.01694184]
9,"[[ 0.23431554  0.39536792  0.19131735  0.17849447]
 [-5.89368848  0.60843734  0.          0.        ]]","[ 0.72951861  1.53724687  0.68656935  1.02695506  1.66146388  1.55924402
 -0.84336392  0.07400301 -0.40629482 -0.76222169  0.        ]",-0.0906451650227,[-0.44218031 -0.30378246],-1.16995,[ 1.15302503  0.69606769],[ 2.40432221  0.31406229]
