timestep,human_obs,avg_action_dist,original_rewards,logstd_action_dist,rewards,obs,actions
0,"[[-0.0259246   0.08908765 -0.18277457  0.1191415 ]
 [ 0.00386676  0.0036743   0.          0.        ]]",[ 2.16597247  3.16325688],-0.408962149342,[-0.38122714 -0.27184394],-2.89569,"[ 0.77713025  1.65533628  0.23074382  0.47431214 -1.59040952  1.0347056
 -0.17033433 -0.00366335  3.14534287 -1.01321032  0.        ]",[ 2.89995008  2.21630852]
1,"[[ 0.01382717  0.12887283 -0.18277457  0.1191415 ]
 [ 3.95815593  3.9616572   0.          0.        ]]",[ 1.95771015  3.32862067],-0.404742254747,[-0.38122714 -0.27184394],-2.74672,"[ 0.77757182  1.64976131  0.29839725  0.54823688 -1.59040713  1.03470469
  0.2690793   0.51138263  3.13755289 -0.87096004  0.        ]",[ 2.01100311  3.21911097]
2,"[[ 0.13188112  0.24703164 -0.18277457  0.1191415 ]
 [ 7.83437419  7.84129255  0.          0.        ]]",[ 1.6010797   3.39616299],-0.389617340967,[-0.38122714 -0.27184394],-2.50459,"[ 0.76177954  1.62134309  0.49868066  0.76509665 -1.59040473  1.03470377
  0.69981728  1.01623293  3.07045083 -0.4576408   0.        ]",[ 1.4488994   4.65276933]
3,"[[  0.32669406   0.44201217  -0.18277457   0.1191415 ]
 [ 11.63439244  11.64406937   0.           0.        ]]",[ 0.69711411  3.38865042],-0.356714491966,[-0.38122714 -0.27184394],-2.36575,"[ 0.68049011  1.5366666   0.82107213  1.10761511 -1.59040234  1.03470286
  1.12208712  1.51108049  2.82540705  0.15676809  0.        ]",[ 1.07812007  3.15147928]
4,"[[  0.59676338   0.7122913   -0.18277457   0.1191415 ]
 [ 15.36040696  15.37137582   0.           0.        ]]",[-0.85596174  3.15366173],-0.29713144263,[-0.38122714 -0.27184394],-1.88964,"[ 0.45992751  1.34732056  1.23135647  1.5297247  -1.59039995  1.03470195
  1.53613225  1.99610482  2.26859204  0.76178289  0.        ]",[-0.43264362  4.3066611 ]
5,"[[  0.88376112   1.05639294  -0.18277457   0.1191415 ]
 [ 13.3462892   19.02658381   0.           0.        ]]",[-1.52181149  2.94923759],-0.215239702938,[-0.38122714 -0.27184394],-1.38592,"[ 0.10520418  1.00623813  1.59076055  1.93539382 -1.59039755  1.03470103
  1.31231528  2.47174323  1.49054896  0.95766569  0.        ]",[-3.02335832  3.04670227]
6,"[[  1.10836294   1.47287798  -0.18277457   0.1191415 ]
 [  9.12799554  22.60996737   0.           0.        ]]",[-1.71642053  2.73065042],-0.137267432237,[-0.38122714 -0.27184394],-1.02577,"[-0.24071053  0.49850811  1.79813383  2.16834893 -1.59039516  1.03470012
  0.84356403  2.93802967  0.84763384  0.599128    0.        ]",[-2.1366375   3.27685066]
7,"[[  1.24943642   1.96031792  -0.18277457   0.1191415 ]
 [  4.99301226  26.12228982   0.           0.        ]]",[-1.35017347  2.49664402],-0.109326728434,[-0.38122714 -0.27184394],-0.876497,"[-0.48025012 -0.11643869  1.88976334  2.0372702  -1.59039277  1.03469921
  0.38407088  3.39506151  0.58440012 -0.08092635  0.        ]",[-1.57126483  3.60832976]
8,"[[  1.30862042   2.51730437  -0.18277457   0.1191415 ]
 [  0.93858257  29.56483379   0.           0.        ]]",[-0.83785284  2.1778357 ],-0.154024903606,[-0.38122714 -0.27184394],-1.03999,"[-0.58446241 -0.67230716  1.91873087  1.40063612 -1.59039038  1.03469829
 -0.06647084  3.84300354  0.75202049 -0.75841212  0.        ]",[-1.141265    2.30874909]
9,"[[  1.28749936   3.14245516  -0.18277457   0.1191415 ]
 [ -3.03816139  26.59118446   0.           0.        ]]",[-0.05790983  1.80899811],-0.2213737403,[-0.38122714 -0.27184394],-1.48485,"[-0.54706102 -0.91521667  1.90904381  0.30637557 -1.59038798  1.03469738
 -0.5083798   3.45603472  1.25555874 -1.17015299  0.        ]",[ 0.533386    2.81307049]
