timestep,original_rewards,logstd_action_dist,avg_action_dist,rewards,obs,human_obs,actions
0,-0.0782146252291,[-0.61673105 -0.6184299 ],[ 1.29749203  0.09950751],-1.3104,"[ 0.8476037   1.46622    -0.25436797 -0.49803863  1.24426417  0.17330457
 -0.84225943 -0.30998279  0.00934572 -0.5705994   0.        ]","[[-0.06222378 -0.08402981  0.14284133  0.0200488 ]
 [ 0.00101575  0.00494037  0.          0.        ]]",[ 1.66717744 -0.85844505]
1,-0.0760557665704,[-0.61673105 -0.6184299 ],[ 1.09450054  0.60669136],-1.40323,"[ 0.85002484  1.4621533  -0.18655098 -0.57214345  1.24426308  0.17330451
 -0.73185272 -0.84305328  0.0118091  -0.52468853  0.        ]","[[-0.02249986 -0.11805155  0.14284133  0.0200488 ]
 [ 3.95819814 -3.39577403  0.          0.        ]]",[ 0.2468527   0.62977012]
2,-0.0706117495504,[-0.61673105 -0.6184299 ],[ 0.40453541 -0.12693742],-1.34739,"[ 0.84728599  1.45521362 -0.03597161 -0.66369151  1.24426199  0.17330445
 -0.70681876 -0.44168393  0.01565551 -0.38628077  0.        ]","[[ 0.06566648 -0.16027647  0.14284133  0.0200488 ]
 [ 4.85545221 -0.83524868  0.          0.        ]]",[ 0.21824039  0.39482282]
3,-0.0657367424035,[-0.61673105 -0.6184299 ],[-0.40915811 -0.73488462],-1.39313,"[ 0.82952192  1.45504973  0.14179046 -0.66554204  1.2442609   0.17330438
 -0.68542754 -0.19407793  0.0085211  -0.1678951   0.        ]","[[ 0.17046797 -0.16113286  0.14284133  0.0200488 ]
 [ 5.62214356  0.74434719  0.          0.        ]]",[-0.18630103 -1.12542298]
4,-0.0651778885276,[-0.61673105 -0.6184299 ],[-0.38263148 -0.05681738],-1.46333,"[ 0.79652309  1.4499351   0.31496788 -0.71942157  1.24425981  0.17330432
 -0.70904911 -0.81700958 -0.0174358   0.02036677  0.        ]","[[ 0.2744161  -0.18611813  0.14284133  0.0200488 ]
 [ 4.77548676 -3.22963145  0.          0.        ]]",[-1.08758808  0.15372393]
5,-0.0650966823093,[-0.61673105 -0.6184299 ],[-0.03685069 -0.0549013 ],-1.35458,"[ 0.77304318  1.43531816  0.40447982 -0.8430995   1.24425872  0.17330426
 -0.82206213 -0.71132937 -0.03275539  0.06954946  0.        ]","[[ 0.32928476 -0.24394637  0.14284133  0.0200488 ]
 [ 0.72486059 -2.55544983  0.          0.        ]]",[ 0.32216027 -0.10389575]
6,-0.0642839039598,[-0.61673105 -0.6184299 ],[-0.17726278  0.01265588],-1.37313,"[ 0.75990765  1.41794224  0.44815992 -0.95853719  1.24425763  0.1733042
 -0.78690049 -0.76795874 -0.03939278  0.06479358  0.        ]","[[ 0.35642638 -0.29868012  0.14284133  0.0200488 ]
 [ 1.98510719 -2.91671792  0.          0.        ]]",[-0.15070955  0.17560028]
7,-0.0636343611555,[-0.61673105 -0.6184299 ],[-0.20015579 -0.08689123],-1.36309,"[ 0.74242241  1.39878931  0.50118479 -1.06391015  1.24425654  0.17330414
 -0.80463756 -0.64987764 -0.05010316  0.07666868  0.        ]","[[ 0.38974988 -0.34945643  0.14284133  0.0200488 ]
 [ 1.34935943 -2.1634251   0.          0.        ]]",[-0.28810396  0.54775262]
8,-0.0633810265746,[-0.61673105 -0.6184299 ],[-0.27801609 -0.48057255],-1.38602,"[ 0.73391133  1.38999408  0.52525427 -1.1070898   1.24425545  0.17330408
 -0.8372037  -0.30311781 -0.05552543  0.08438493  0.        ]","[[ 0.40502566 -0.37052975  0.14284133  0.0200488 ]
 [ 0.18210769  0.04871779  0.          0.        ]]",[-0.79649994  0.15716282]
9,-0.0628408625799,[-0.61673105 -0.6184299 ],[ 0.20165694 -0.41263607],-1.26646,"[ 0.7492793   1.3930611   0.48100216 -1.09233286  1.24425436  0.17330402
 -0.92522232 -0.20553629 -0.04480039  0.03561272  0.        ]","[[ 0.37701494 -0.36330946  0.14284133  0.0200488 ]
 [-2.97267259  0.67123539  0.          0.        ]]",[ 1.00492581 -0.13746598]
