timestep,original_rewards,human_obs,avg_action_dist,rewards,obs,logstd_action_dist,actions
0,-0.201785795442,"[[ 0.05607904 -0.07294519  0.01466575 -0.0475292 ]
 [-0.00292671 -0.00435465  0.          0.        ]]",[-0.53987598 -2.40121841],-2.59946,"[ 0.99334719  2.55047196  0.07736775  0.68779178  0.1343469  -0.37726083
 -0.57592893  0.37265473  1.27968572  0.49326549  0.        ]",[-0.18651018 -0.07357569],[-0.52960828 -2.87891113]
1,-0.199518175431,"[[ 0.03501604 -0.11275109  0.01466575 -0.0475292 ]
 [-2.09641184 -3.96304491  0.          0.        ]]",[-0.25744617 -2.219666  ],-2.63683,"[ 0.99472953  2.54478475  0.04506372  0.53440393  0.13434668 -0.37726011
 -0.6797627  -0.14749748  1.27798159  0.41203965  0.        ]",[-0.18651018 -0.07357569],[-0.41757449 -2.21784121]
2,-0.192583584543,"[[-0.02305531 -0.23094632  0.01466575 -0.0475292 ]
 [-3.70539284 -7.84354647  0.          0.        ]]",[ 0.16535833 -1.92736566],-2.66105,"[ 0.99522795  2.51379646 -0.04407932  0.08395374  0.13434645 -0.3772594
 -0.75956513 -0.6573756   1.25361307  0.18183352  0.        ]",[-0.18651018 -0.07357569],[ 0.36593522 -1.55069447]
3,-0.181666576069,"[[ -0.08189069  -0.42599273   0.01466575  -0.0475292 ]
 [ -2.18325556 -11.64840915   0.           0.        ]]",[ 0.37470695 -1.65476131],-2.60179,"[ 0.99076681  2.41749266 -0.13427215 -0.62944273  0.13434622 -0.37725869
 -0.6840664  -1.15731267  1.17144291 -0.11148271  0.        ]",[-0.18651018 -0.07357569],[ 0.08707494 -1.18090926]
4,-0.165982388177,"[[ -1.21657471e-01  -6.96376237e-01   1.46657496e-02  -4.75292040e-02]
 [ -1.79481631e+00  -1.53775109e+01   0.00000000e+00   0.00000000e+00]]",[ 0.42812648 -1.40800428],-2.50645,"[ 0.9849265   2.19761842 -0.19500623 -1.51270354  0.134346   -0.37725797
 -0.66479844 -1.64728919  1.00719819 -0.39559708  0.        ]",[-0.18651018 -0.07357569],[ 1.02276449 -1.23357057]
5,-0.144220545098,"[[ -1.17498987e-01  -1.04061258e+00   1.46657496e-02  -4.75292040e-02]
 [  2.19736837e+00  -1.90338941e+01   0.00000000e+00   0.00000000e+00]]",[ 0.09689    -1.19126511],-2.36904,"[ 0.98564004  1.79688202 -0.18866693 -2.36906728  0.13434577 -0.37725726
 -0.46678724 -2.12770011  0.76806239 -0.5811701   0.        ]",[-0.18651018 -0.07357569],[-0.62847418 -1.93635069]
6,-0.112726342535,"[[ -9.89440511e-02  -1.45723085e+00   1.46657496e-02  -4.75292040e-02]
 [ -3.33778893e-01  -2.26160355e+01   0.00000000e+00   0.00000000e+00]]",[ 0.09472352 -0.82092333],-2.14699,"[ 0.98853239  1.19556279 -0.16034605 -2.87542531  0.13434554 -0.37725655
 -0.59232965 -2.59833944  0.44209759 -0.64934416  0.        ]",[-0.18651018 -0.07357569],[-1.38856247 -0.92593848]
7,-0.069415431249,"[[ -1.45284248e-01  -1.94183805e+00   1.46657496e-02  -4.75292040e-02]
 [ -4.28749170e+00  -2.58340184e+01   0.00000000e+00   0.00000000e+00]]",[ 0.30097678 -0.38834003],-1.87722,"[ 0.98037423  0.46622503 -0.23095644 -2.63695311  0.13434532 -0.37725583
 -0.78843008 -3.02110912  0.00693515 -0.55942559  0.        ]",[-0.18651018 -0.07357569],[ 0.52407007 -0.37445595]
8,-0.0271495227524,"[[ -2.09399935e-01  -2.46826391e+00   1.46657496e-02  -4.75292040e-02]
 [ -2.13098452e+00  -2.68053070e+01   0.00000000e+00   0.00000000e+00]]",[ 0.23943648 -0.15925747],-1.71103,"[ 0.96403159 -0.17615084 -0.32783343 -1.44354202  0.13434509 -0.37725512
 -0.68146649 -3.14867103 -0.34134245 -0.18850077  0.        ]",[-0.18651018 -0.07357569],[-0.95541056 -0.96637634]
9,-0.0476101443648,"[[ -2.89567735e-01  -3.03743798e+00   1.46657496e-02  -4.75292040e-02]
 [ -5.87288577e+00  -2.46700238e+01   0.00000000e+00   0.00000000e+00]]",[ 0.6360476  -0.10389322],-1.80754,"[ 0.9354377  -0.50231711 -0.44707334  0.56749799  0.13434487 -0.37725441
 -0.86706103 -2.86807397 -0.43164435  0.3821112   0.        ]",[-0.18651018 -0.07357569],[ 2.09410233 -0.05374776]
10,-0.0624801329409,"[[-0.36612023 -3.20838096  0.01466575 -0.0475292 ]
 [-1.79622284  0.64440563  0.          0.        ]]",[ 0.58604634 -0.34392434],-1.73256,"[ 0.8998284  -0.50720433 -0.5583179   1.22815258  0.13434464 -0.37725369
 -0.66485824  0.45792942 -0.3829958   0.56442193  0.        ]",[-0.18651018 -0.07357569],[ 0.41906061  1.40961435]
11,-0.0564618692061,"[[-0.38503822 -3.13979887  0.01466575 -0.0475292 ]
 [-0.10125537  5.50898519  0.          0.        ]]",[ 0.47317353 -0.41829389],-1.76506,"[ 0.88979973 -0.51061757 -0.58533688  0.96291679  0.13434441 -0.37725298
 -0.58078701  1.09707211 -0.40901376  0.49165637  0.        ]",[-0.18651018 -0.07357569],[ 1.74925726 -0.41950175]
12,-0.0491947599376,"[[-0.34731909 -3.04737755  0.01466575 -0.0475292 ]
 [ 3.85996345  3.739045    0.          0.        ]]",[ 0.23958853 -0.42049772],-1.69959,"[ 0.9093088  -0.5038223  -0.53126712  0.60576767  0.13434419 -0.37725227
 -0.38431067  0.86452104 -0.4330968   0.39859281  0.        ]",[-0.18651018 -0.07357569],[-0.00561953 -1.05149428]
13,-0.0449100642632,"[[-0.27111141 -3.00750233  0.01466575 -0.0475292 ]
 [ 3.76116178  0.80212694  0.          0.        ]]",[ 0.2036849  -0.34862626],-1.68957,"[ 0.9428047  -0.49686101 -0.41983856  0.45245693  0.13434396 -0.37725155
 -0.38921047  0.47864466 -0.43441228  0.34887451  0.        ]",[-0.18651018 -0.07357569],[ 0.07008519 -0.38903939]
14,-0.0430375990591,"[[ -1.93851503e-01  -3.00006202e+00   1.46657496e-02  -4.75292040e-02]
 [  3.96415513e+00   1.35104629e-04   0.00000000e+00   0.00000000e+00]]",[ 0.10498011 -0.34693143],-1.67584,"[ 0.96851346 -0.49529358 -0.3044383   0.42393379  0.13434373 -0.37725084
 -0.3791413   0.37327183 -0.42736842  0.33353348  0.        ]",[-0.18651018 -0.07357569],[ 0.30729368  1.55480227]
15,-0.0379339856339,"[[-0.10314698 -2.96033089  0.01466575 -0.0475292 ]
 [ 5.102495    3.9597825   0.          0.        ]]",[-0.08730066 -0.4230907 ],-1.68136,"[ 0.98789342 -0.48550855 -0.16675618  0.27217456  0.13434351 -0.37725013
 -0.32267905  0.89352021 -0.41559971  0.28410969  0.        ]",[-0.18651018 -0.07357569],[ 0.3319581  -0.46183929]
16,-0.0299476861195,"[[ 0.01107517 -2.90026891  0.01466575 -0.0475292 ]
 [ 6.31567838  2.05277358  0.          0.        ]]",[-0.25859338 -0.40460172],-1.63602,"[ 0.99548074 -0.46620603  0.00833219  0.04492648  0.13434328 -0.37724942
 -0.26250461  0.6429601  -0.3872793   0.21492285  0.        ]",[-0.18651018 -0.07357569],[-1.79887652 -0.22643629]
