timestep,rewards,actions,original_rewards,avg_action_dist,human_obs,obs,logstd_action_dist
0,-0.136588177124,[ 0.71067518 -1.30176606],-0.136588177124,[ 0.43365735  1.15714538],"[[-0.05096658  0.0634267   0.08586437  0.05355627]
 [-0.00145596  0.00262303  0.          0.        ]]","[ 1.01837921  2.15580305 -0.04088132 -0.57814778  0.75943829  0.47271915
  0.3718437  -0.37405696  0.67946047 -0.56693628  0.        ]",[ 0.00038234 -0.04977173]
1,-0.136046937088,[-0.89977028  1.28919364],-0.136046937088,[ 0.24459878  1.21764302],"[[-0.0227729   0.02373982  0.08586437  0.05355627]
 [ 2.81145193 -3.95810686  0.          0.        ]]","[ 1.01984853  2.15816103  0.00241816 -0.70664452  0.75943578  0.47271794
  0.61593418 -0.9292379   0.68029806 -0.55390433  0.        ]",[ 0.00038234 -0.04977173]
2,-0.136079054786,[ 0.49554593  0.35902052],-0.136079054786,[ 0.43206936  1.19037914],"[[-0.00282989 -0.01489412  0.08586437  0.05355627]
 [-0.80510358  0.08124535  0.          0.        ]]","[ 1.02020618  2.15837097  0.0330652  -0.83184958  0.75943327  0.47271673
  0.30210368 -0.36303164  0.68035822 -0.55440499  0.        ]",[ 0.00038234 -0.04977173]
3,-0.135080522846,[-0.17031505  1.12452569],-0.135080522846,[ 0.22075796  1.08656514],"[[  8.90741228e-04   9.70040182e-04   8.58643702e-02   5.35562691e-02]
 [  1.17059022e+00   1.50044372e+00   0.00000000e+00   0.00000000e+00]]","[ 1.02020693  2.15849761  0.03878331 -0.78043114  0.75943076  0.47271551
  0.47354537 -0.16409858  0.68048651 -0.53323089  0.        ]",[ 0.00038234 -0.04977173]
4,-0.130695889382,[ 0.69121051  2.21147492],-0.130695889382,[ 0.12739709  0.95235097],"[[ 0.01729504  0.07041143  0.08586437  0.05355627]
 [ 0.47217167  5.43059608  0.          0.        ]]","[ 1.01999105  2.15505692  0.06399349 -0.55555035  0.75942825  0.4727143
  0.41293825  0.38680122  0.67721624 -0.4402979   0.        ]",[ 0.00038234 -0.04977173]
5,-0.121392916528,[ 0.36616521 -0.01399564],-0.121392916528,[-0.34672663  0.68772322],"[[ 0.05406473  0.21766185  0.08586437  0.05355627]
 [ 3.19576148  9.28161567  0.          0.        ]]","[ 1.01812679  2.12592172  0.12046526 -0.08366215  0.75942574  0.47271309
  0.64927949  0.92660703  0.64924343 -0.24255452  0.        ]",[ 0.00038234 -0.04977173]
6,-0.109123201661,[-0.16328932  1.01372003],-0.109123201661,[-0.7668637   0.53323132],"[[ 0.13188201  0.400889    0.08586437  0.05355627]
 [ 4.58138171  9.04189826  0.          0.        ]]","[ 1.00788028  2.04912869  0.23951543  0.48123245  0.75942323  0.47271188
  0.76951613  0.89300172  0.56008699  0.04363292  0.        ]",[ 0.00038234 -0.04977173]
7,-0.0988549042951,[-0.27775733 -2.0293406 ],-0.0988549042951,[-1.06274378  0.31216919],"[[  0.2161091    0.61966107   0.08586437   0.05355627]
 [  3.84386086  12.82270386   0.           0.        ]]","[ 0.98720507  1.90210696  0.36697107  1.09873581  0.75942072  0.47271066
  0.70551441  1.42296039  0.39238755  0.329185    0.        ]",[ 0.00038234 -0.04977173]
8,-0.0935997074862,[ 1.03628522 -0.50576264],-0.0935997074862,[-1.15408838  0.31070316],"[[ 0.28121805  0.83384386  0.08586437  0.05355627]
 [ 2.67085423  8.60961207  0.          0.        ]]","[ 0.96448226  1.70628868  0.46394118  1.6165296   0.75941821  0.47270945
  0.60372314  0.83239606  0.19096091  0.52630434  0.        ]",[ 0.00038234 -0.04977173]
9,-0.0954677660883,[-0.76626676  0.4147511 ],-0.0954677660883,[-1.49824834  0.24469176],"[[ 0.37381278  0.98422037  0.08586437  0.05355627]
 [ 6.57564967  6.43528356  0.          0.        ]]","[ 0.92225395  1.54289569  0.59863632  1.9157338   0.75941569  0.47270824
  0.9425648   0.52761248 -0.0194378   0.67324751  0.        ]",[ 0.00038234 -0.04977173]
10,-0.102001999708,[-2.7256395   1.26926955],-0.102001999708,[-1.43635845  0.17395851],"[[ 0.47360095  1.12813276  0.08586437  0.05355627]
 [ 3.41367778  7.95090531  0.          0.        ]]","[ 0.86409575  1.37034837  0.73837935  2.14509173  0.75941318  0.47270702
  0.66817712  0.74005966 -0.24907249  0.76996312  0.        ]",[ 0.00038234 -0.04977173]
11,-0.104236619781,[-2.5502199   0.62141709],-0.104236619781,[-1.25892329  0.08884346],"[[  0.50149085   1.32530935   0.08586437   0.05355627]
 [ -0.61129747  11.75405603   0.           0.        ]]","[ 0.84556588  1.11488211  0.77624547  2.36028366  0.75941067  0.47270581
  0.3189017   1.27315305 -0.4415221   0.76099602  0.        ]",[ 0.00038234 -0.04977173]
12,-0.0991038311307,[-0.54474577  0.11724768],-0.0991038311307,[-1.03959632  0.05935735],"[[  0.44968128   1.58275121   0.08586437   0.05355627]
 [ -4.55660767  13.98264838   0.           0.        ]]","[ 0.87919754  0.76338709  0.70546105  2.45718541  0.75940816  0.4727046
 -0.0234605   1.58553023 -0.58176649  0.65578232  0.        ]",[ 0.00038234 -0.04977173]
13,-0.0886681923998,[-1.65618062 -0.32966776],-0.0886681923998,[-0.8683399   0.06131929],"[[  0.33782409   1.86428656   0.08586437   0.05355627]
 [ -6.62231024  14.17022433   0.           0.        ]]","[ 0.94001813  0.38107434  0.54678313  2.3188002   0.75940565  0.47270339
 -0.20271594  1.61181111 -0.66871675  0.48780322  0.        ]",[ 0.00038234 -0.04977173]
14,-0.0754662945389,[ 0.19276213  2.09269976],-0.0754662945389,[-0.49187401  0.1354486 ],"[[  0.16697898   2.13178024   0.08586437   0.05355627]
 [-10.44960542  12.58435645   0.           0.        ]]","[ 1.0004425   0.04647943  0.29283659  1.96062568  0.75940314  0.47270217
 -0.53483712  1.38950789 -0.69864364  0.29305259  0.        ]",[ 0.00038234 -0.04977173]
15,-0.0686866383863,[ 2.41010574 -0.89959728],-0.0686866383863,[-0.41213068  0.13417104],"[[ -0.03228632   2.42069152   0.08586437   0.05355627]
 [ -9.48006512  16.29443887   0.           0.        ]]","[ 1.01942249 -0.2556754  -0.01221842  1.35562592  0.75940063  0.47270096
 -0.4507017   1.9095389  -0.74134627  0.06870305  0.        ]",[ 0.00038234 -0.04977173]
16,-0.0777981316545,[-0.26062179  0.46648653],-0.0777981316545,[-0.52976739  0.17071471],"[[ -0.18028373   2.70760302   0.08586437   0.05355627]
 [ -5.33344163  12.40971581   0.           0.        ]]","[ 0.99717453 -0.47083637 -0.23818845  0.57919402  0.75939812  0.47269975
 -0.09086727  1.36500439 -0.8251397  -0.15407365  0.        ]",[ 0.00038234 -0.04977173]
17,-0.0945598844849,[-1.88404669  0.10578213],-0.0945598844849,[-0.36431152  0.23194763],"[[ -0.29624532   2.97186402   0.08586437   0.05355627]
 [ -6.25963627  14.01104827   0.           0.        ]]","[ 0.95838151 -0.57882022 -0.41127967 -0.23616422  0.75939561  0.47269854
 -0.17124006  1.58945293 -0.90819189 -0.36590523  0.        ]",[ 0.00038234 -0.04977173]
18,-0.103612071345,[ 0.53571401  0.06265384],-0.103612071345,[ 0.25545835  0.61515653],"[[ -0.45992654   3.09941964   0.08586437   0.05355627]
 [-10.09562887   0.48274078   0.           0.        ]]","[ 0.87279187 -0.59740106 -0.64481564 -0.6469696   0.7593931   0.47269732
 -0.50411852 -0.30681604 -0.94202862 -0.46920501  0.        ]",[ 0.00038234 -0.04977173]
19,-0.0989780101386,[-1.40157121  0.1196438 ],-0.0989780101386,[ 0.28940418  0.6632399 ],"[[-0.63855408  3.0766603   0.08586437  0.05355627]
 [-7.77481481 -1.8163592   0.          0.        ]]","[ 0.74072939 -0.59572005 -0.87866046 -0.57331286  0.75939059  0.47269611
 -0.3027219  -0.62908081 -0.91618318 -0.43981297  0.        ]",[ 0.00038234 -0.04977173]
