timestep,rewards,actions,original_rewards,obs,human_obs,logstd_action_dist,avg_action_dist
0,-0.384018295843,[ 2.02898353  2.46894243],-0.384018295843,"[ 0.95997598  1.88624418 -0.0706072  -0.75315832 -1.05248451  1.63207756
  0.36972369 -0.36641103  2.40399859 -1.94546295  0.        ]","[[-0.05385065  0.05509803 -0.12079356  0.19005352]
 [-0.00399014  0.00472757  0.          0.        ]]",[-0.10719737 -0.14906588],[ 2.86134815  2.12822533]
1,-0.377534576951,[ 2.70621279  3.30686531],-0.377534576951,"[ 0.96198512  1.88235059 -0.00987973 -0.63493823 -1.05248189  1.63207051
  0.72960056  0.21555666  2.4021332  -1.82776284  0.        ]","[[-0.01425453  0.09490405 -0.12079356  0.19005352]
 [ 3.95044468  3.96268785  0.          0.        ]]",[-0.10719737 -0.14906588],[ 2.50601292  1.7571826 ]
2,-0.35586880003,[ 2.0605635   1.22808265],-0.35586880003,"[ 0.95412735  1.85875145  0.17077306 -0.28731468 -1.05247928  1.63206347
  1.08236915  0.78600416  2.35529764 -1.48265706  0.        ]","[[ 0.10364647  0.21308327 -0.12079356  0.19005352]
 [ 7.82678572  7.84230338  0.          0.        ]]",[-0.10719737 -0.14906588],[ 2.02313423  1.40543461]
3,-0.313054674502,[ 1.22619627  0.77532924],-0.313054674502,"[ 0.89623509  1.78126737  0.4630385   0.26482117 -1.05247667  1.63205643
  1.42819708  1.34514854  2.14999003 -0.96102403  0.        ]","[[  0.29830856   0.40808385  -0.12079356   0.19005352]
 [ 11.62688749  11.64506489   0.           0.        ]]",[-0.10719737 -0.14906588],[ 1.26279843  0.95869684]
4,-0.243203507987,[ 0.38703281 -0.99120024],-0.243203507987,"[ 0.72765791  1.60713958  0.83786083  0.93112694 -1.05247406  1.63204939
  1.76730459  1.76238707  1.66012366 -0.43202096  0.        ]","[[  0.56823106   0.6694571   -0.12079356   0.19005352]
 [ 15.35318625  14.48275766   0.           0.        ]]",[-0.10719737 -0.14906588],[-0.25962043  0.09474283]
5,-0.158539107843,[-2.09291418 -0.02087393],-0.158539107843,"[ 0.41191636  1.37818628  1.20225427  1.44677103 -1.05247144  1.63204235
  1.87928473  1.14296638  0.9743486  -0.18317948  0.        ]","[[  0.88764212   0.91684566  -0.12079356   0.19005352]
 [ 16.58376736  10.27009482   0.           0.        ]]",[-0.10719737 -0.14906588],[-1.28558791 -0.40780646]
6,-0.0876440141238,[ 0.56654984 -0.01099834],-0.0876440141238,"[ 0.04346368  1.154109    1.42879872  1.76290899 -1.05246883  1.63203531
  1.4894794   1.10098043  0.37527721 -0.27516572  0.        ]","[[  1.17634323   1.11938248  -0.12079356   0.19005352]
 [ 12.30052025   9.98456756   0.           0.        ]]",[-0.10719737 -0.14906588],[-1.2913835  -1.06288362]
7,-0.0589651874739,[-3.70906138 -2.09873224],-0.0589651874739,"[-0.33892453  0.9134674   1.53401561  1.96556595 -1.05246622  1.63202827
  1.67148225  1.06533067 -0.07910727 -0.59475244  0.        ]","[[  1.44241954   1.31664169  -0.12079356   0.19005352]
 [ 14.30051234   9.74213139   0.           0.        ]]",[-0.10719737 -0.14906588],[-1.87808573 -1.8632884 ]
8,-0.0922770353539,[-2.36943421 -3.31942401],-0.0922770353539,"[-0.70132262  0.71733842  1.53648187  2.04606167 -1.05246361  1.63202122
  1.28576723  0.45480068 -0.34667464 -0.98894464  0.        ]","[[  1.68590759   1.46982331  -0.12079356   0.19005352]
 [ 10.06217784   5.58991437   0.           0.        ]]",[-0.10719737 -0.14906588],[-1.47456264 -1.96497226]
9,-0.121155501246,[-1.01898732 -1.73887725],-0.121155501246,"[-0.93462965  0.6251528   1.48910868  2.05987844 -1.05246099  1.63201418
  0.9075901  -0.1436067  -0.44937336 -1.25053103  0.        ]","[[ 1.84545866  1.54078789 -0.12079356  0.19005352]
 [ 5.90664664  1.52014165  0.          0.        ]]",[-0.10719737 -0.14906588],[-1.10676658 -1.91029239]
