timestep,rewards,actions,original_rewards,obs,human_obs,logstd_action_dist,avg_action_dist
0,-0.209193151031,[ 3.89086467  3.86847796],-0.209193151031,"[ 1.02377735  1.44127995  0.02834978 -1.07455503  0.61096204  1.4314855
  0.26939319 -0.33101995  0.95327653 -2.07638695  0.        ]","[[ 0.01364593  0.06566173  0.07033809  0.16614134]
 [ 0.00481474 -0.00195932  0.          0.        ]]",[-0.46815249 -0.38364449],[ 4.257967    2.44585133]
1,-0.199124318774,[ 2.33119288  0.58929972],-0.199124318774,"[ 1.02171493  1.43695525  0.08647634 -0.9704285   0.61096158  1.43148308
  0.73220921  0.32926541  0.94167473 -1.92263546  0.        ]","[[ 0.05341642  0.10533534  0.07033809  0.16614134]
 [ 3.95907804  3.95613383  0.          0.        ]]",[-0.46815249 -0.38364449],[ 2.93624997  1.47801542]
2,-0.169594633292,[ 0.3734965   1.11127851],-0.169594633292,"[ 1.00123929  1.41676913  0.25797167 -0.70580431  0.61096111  1.43148066
  1.185956    0.70519877  0.86504854 -1.49713925  0.        ]","[[ 0.17149465  0.20706855  0.07033809  0.16614134]
 [ 7.83586177  6.20967524  0.          0.        ]]",[-0.46815249 -0.38364449],[ 0.76459748  0.69546741]
3,-0.123287218804,[-1.69679891 -0.29541175],-0.123287218804,"[ 0.93465349  1.35779579  0.49813254 -0.29539661  0.61096064  1.43147823
  1.34060748  1.34512512  0.63517998 -0.91867779  0.        ]","[[  0.34146864   0.36975058   0.07033809   0.16614134]
 [  9.15720769  10.04573438   0.           0.        ]]",[-0.46815249 -0.38364449],[-1.07445049 -0.2941967 ]
4,-0.0779487896282,[ -1.45845211e+00   2.75427157e-05],-0.0779487896282,"[ 0.84697358  1.25120112  0.68776577  0.14510596  0.61096018  1.43147581
  0.8564871   1.11705153  0.30474093 -0.4804921   0.        ]","[[ 0.48311275  0.55694793  0.07033809  0.16614134]
 [ 5.02093264  8.67855208  0.          0.        ]]",[-0.46815249 -0.38364449],[-0.50005454 -0.09208938]
5,-0.0486113781436,[ 0.15563441 -0.20117227],-0.0486113781436,"[ 0.80165595  1.11990623  0.76386686  0.50702478  0.61095971  1.43147339
  0.38186093  1.08863467  0.04506271 -0.29262762  0.        ]","[[ 0.54284526  0.72881002  0.07033809  0.16614134]
 [ 0.9657709   8.50821469  0.          0.        ]]",[-0.46815249 -0.38364449],[ 0.21785866 -0.31590107]
6,-0.0265681877713,[-0.34899401 -1.58395418],-0.0265681877713,"[ 0.78102129  0.97189909  0.79531169  0.79849487  0.61095925  1.43147096
  0.45176108  0.92761977 -0.16617744 -0.21569236  0.        ]","[[ 0.56815278  0.88929012  0.07033809  0.16614134]
 [ 1.56299381  7.54301395  0.          0.        ]]",[-0.46815249 -0.38364449],[-0.40318945 -0.79083657]
7,-0.0115781435513,[-1.12098574 -0.51630399],-0.0115781435513,"[ 0.76659686  0.85865216  0.81628608  0.96779521  0.61095878  1.43146854
  0.28668594  0.24224194 -0.31341723 -0.18978092  0.        ]","[[ 0.58526248  0.99892844  0.07033809  0.16614134]
 [ 0.1526093   3.43450628  0.          0.        ]]",[-0.46815249 -0.38364449],[-0.13960187 -0.4063457 ]
8,-0.0129594977124,[ 1.85535484  1.0920542 ],-0.0129594977124,"[ 0.79704246  0.80692213  0.77104819  1.0330017   0.61095831  1.43146612
 -0.17670074 -0.10995378 -0.30571735 -0.22765468  0.        ]","[[ 0.54859182  1.04643597  0.07033809  0.16614134]
 [-3.80652051  1.32326403  0.          0.        ]]",[-0.46815249 -0.38364449],[ 1.66426957  0.22522244]
9,-0.0130080388884,[ 0.73612182 -0.46165682],-0.0130080388884,"[ 0.82496827  0.73278282  0.72603926  1.11492578  0.61095785  1.43146369
  0.29509957  0.54602361 -0.32067223 -0.26669862  0.        ]","[[ 0.51290525  1.11235474  0.07033809  0.16614134]
 [ 0.22449296  5.25552928  0.          0.        ]]",[-0.46815249 -0.38364449],[-0.13904753 -0.88642883]
