timestep,rewards,actions,original_rewards,obs,human_obs,logstd_action_dist,avg_action_dist
0,-0.147695042967,[ 4.08941551  2.0310316 ],-0.147695042967,"[ 1.01569576  1.46822095 -0.05198263 -1.09372204  1.26659265  1.11989492
  0.27701995 -0.33349019  0.19638302 -1.76339464  0.        ]","[[-0.03962435  0.04896633  0.1459264   0.13017919]
 [-0.00281859 -0.00420143  0.          0.        ]]",[-0.39098018 -0.32407475],[ 3.48724198  1.95536196]
1,-0.136232307035,[ 1.84060106  0.24826781],-0.136232307035,"[ 1.01691532  1.46475301  0.00599479 -0.98938326  1.26659071  1.11989343
  0.73088011  0.31831059  0.19297779 -1.61284747  0.        ]","[[ -5.04801297e-06   8.85955346e-02   1.45926396e-01   1.30179186e-01]
 [  3.95159149e+00   3.95393543e+00   0.00000000e+00   0.00000000e+00]]",[-0.39098018 -0.32407475],[ 1.98336089  1.00538468]
2,-0.104478325208,[-0.36418345 -0.86272315],-0.104478325208,"[ 1.00611183  1.44992029  0.17822192 -0.75887384  1.26658877  1.11989194
  1.17590381  0.4670502   0.14398218 -1.20876511  0.        ]","[[ 0.11793001  0.17673675  0.1459264   0.13017919]
 [ 7.8290186   4.85717545  0.          0.        ]]",[-0.39098018 -0.32407475],[-0.81493521  0.19079703]
3,-0.070493889302,[-1.10445648  1.27683567],-0.070493889302,"[ 0.96523261  1.433677    0.38020327 -0.59901315  1.26658683  1.11989046
  0.99293761 -0.11122243  0.03425587 -0.80064175  0.        ]","[[ 0.25851606  0.23864699  0.1459264   0.13017919]
 [ 6.23487626  1.34555109  0.          0.        ]]",[-0.39098018 -0.32407475],[-0.9268297   0.76887238]
4,-0.0470576031672,[-1.06572573 -1.11550715],-0.0470576031672,"[ 0.92669966  1.41099812  0.49727428 -0.43026542  1.26658489  1.11988897
  0.52458011  0.53668336 -0.07748484 -0.54060163  0.        ]","[[ 0.34227047  0.30503396  0.1459264   0.13017919]
 [ 2.15416284  5.28003023  0.          0.        ]]",[-0.39098018 -0.32407475],[-0.580818   -0.07258525]
5,-0.039503897649,[ 1.83497593  0.56462523],-0.039503897649,"[ 0.92513664  1.38368591  0.50138067 -0.26881771  1.26658295  1.11988749
  0.06582581 -0.13232511 -0.12448294 -0.46833653  0.        ]","[[ 0.34525047  0.36987301  0.1459264   0.13017919]
 [-1.84288108  1.21740656  0.          0.        ]]",[-0.39098018 -0.32407475],[ 1.16729367  0.86666262]
6,-0.0338734766333,[-1.43417878 -0.44760888],-0.0338734766333,"[ 0.92344827  1.36100903  0.50577384 -0.15540922  1.26658101  1.119886
  0.52396108  0.2316202  -0.16159225 -0.41684562  0.        ]","[[ 0.3484421   0.41639568  0.1459264   0.13017919]
 [ 2.14877069  3.42750174  0.          0.        ]]",[-0.39098018 -0.32407475],[-0.72681165  0.06033143]
7,-0.0278897136997,[ 1.02872976  0.09867755],-0.0278897136997,"[ 0.9219205   1.3337734   0.50971152 -0.03586711  1.26657907  1.11988452
  0.0651128  -0.07117281 -0.20317567 -0.36487119  0.        ]","[[ 0.351306    0.46649711  0.1459264   0.13017919]
 [-1.84908795  1.58876167  0.          0.        ]]",[-0.39098018 -0.32407475],[ 0.83887285  0.55470401]
8,-0.023477076462,[-1.64612299  0.43210923],-0.023477076462,"[ 0.92026612  1.31282653  0.51393675  0.04673831  1.26657713  1.11988303
  0.52334914 -0.01224967 -0.23491884 -0.32784202  0.        ]","[[ 0.35438235  0.50186236  0.1459264   0.13017919]
 [ 2.14344042  1.94657784  0.          0.        ]]",[-0.39098018 -0.32407475],[-0.83841223  0.14943039]
9,-0.0169069897144,[ 0.98621384 -0.28589468],-0.0169069897144,"[ 0.91877828  1.27700118  0.51770251  0.1736405   1.26657519  1.11988155
  0.06435885  0.26339311 -0.28464122 -0.27632238  0.        ]","[[ 0.35712717  0.55758845  0.1459264   0.13017919]
 [-1.85565151  3.62044433  0.          0.        ]]",[-0.39098018 -0.32407475],[ 0.35836932 -0.11598542]
