timestep,rewards,actions,original_rewards,obs,human_obs,logstd_action_dist,avg_action_dist
0,-0.238336005941,[-1.12979213  2.50717554],-0.238336005941,"[ 1.01244251  1.50644934  0.06609672 -1.33090807 -0.11711449 -0.64933988
  0.27966037 -0.33594592  1.73324219  0.74119199  0.        ]","[[ 0.05736264 -0.05178128 -0.01433909 -0.07458849]
 [ 0.00204738  0.00344249  0.          0.        ]]",[-0.33765018 -0.30626088],[-1.58715665  1.73738837]
1,-0.237165775854,[-2.37716467  2.21405621],-0.237165775854,"[ 1.01474586  1.50805606  0.00791834 -1.22517621 -0.11711441 -0.64933931
 -0.15474689  0.30615753  1.7346676   0.69577579  0.        ]","[[ 0.01769723 -0.01196983 -0.01433909 -0.07458849]
 [-3.95540596  3.96449649  0.          0.        ]]",[-0.33765018 -0.30626088],[-1.68099797  1.19070005]
2,-0.233144764181,[-1.35149043  1.54295734],-0.233144764181,"[ 1.00719912  1.5009851  -0.16508293 -0.91149481 -0.11711434 -0.64933873
 -0.58055941  0.93554166  1.72997888  0.56039323  0.        ]","[[-0.10033161  0.10627553 -0.01433909 -0.07458849]
 [-7.83456237  7.84708994  0.          0.        ]]",[-0.33765018 -0.30626088],[-1.74671412  0.77595997]
3,-0.224807727638,[-1.99813405 -0.15652549],-0.224807727638,"[ 0.94801075  1.45094324 -0.44506676 -0.40453027 -0.11711427 -0.64933815
 -0.99795612  1.55244293  1.69322719  0.3412052   0.        ]","[[ -0.29517416   0.30140053  -0.01433909  -0.07458849]
 [-11.63705618  11.65269163   0.           0.        ]]",[-0.33765018 -0.30626088],[-1.34656584  0.21230933]
4,-0.20936453945,[ 0.25847281  0.42078469],-0.20936453945,"[ 0.77406668  1.33666104 -0.80433973  0.14064475 -0.11711419 -0.64933757
 -1.40693777  1.41474429  1.58443     0.00179975  0.        ]","[[ -5.65297014e-01   5.25932502e-01  -1.43390888e-02  -7.45884903e-02]
 [ -1.53629012e+01   1.08032629e+01   0.00000000e+00   0.00000000e+00]]",[-0.33765018 -0.30626088],[ 0.01683493  0.10660094]
5,-0.189466942215,[ 0.79788919 -0.23674636],-0.189466942215,"[ 0.47761702  1.16199722 -1.12974914  0.63065785 -0.11711412 -0.64933699
 -1.26144266  1.64999235  1.39559872 -0.33339333  0.        ]","[[ -0.85925652   0.75655856  -0.01433909  -0.07458849]
 [-14.03745922  12.25450256   0.           0.        ]]",[-0.33765018 -0.30626088],[ 0.60525984 -0.05540556]
6,-0.170694003368,[ 1.06417824  0.11349068],-0.170694003368,"[ 0.1611484   0.93570973 -1.32989383  1.0278939  -0.11711404 -0.64933641
 -0.88444871  1.45844795  1.19759252 -0.50676787  0.        ]","[[ -1.10554791   0.9897927   -0.01433909  -0.07458849]
 [-10.60305146  11.07290539   0.           0.        ]]",[-0.33765018 -0.30626088],[ 0.54359007  0.1291855 ]
7,-0.15572381756,[ 0.97584516  0.99616656],-0.15572381756,"[-0.08340378  0.68300076 -1.42250658  1.29614422 -0.11711397 -0.64933583
 -0.42711811  1.49552661  1.05077713 -0.51195024  0.        ]","[[ -1.27580856   1.21354521  -0.01433909  -0.07458849]
 [ -6.4367709   11.30165813   0.           0.        ]]",[-0.33765018 -0.30626088],[-0.0890627   0.08016729]
8,-0.144541069352,[-0.9708445  -0.48455046],-0.144541069352,"[-0.21646194  0.35824978 -1.45479164  1.45221281 -0.11711389 -0.64933526
  0.0106874   2.09849513  0.96354655 -0.31653171  0.        ]","[[ -1.36452941e+00   1.47689861e+00  -1.43390888e-02  -7.45884903e-02]
 [ -2.44836302e+00   1.50213491e+01   0.00000000e+00   0.00000000e+00]]",[-0.33765018 -0.30626088],[-0.80509776 -0.47220737]
9,-0.131461877221,[-0.4166703  -1.17771835],-0.131461877221,"[-0.34940432  0.00675277 -1.47548049  1.41891348 -0.11711382 -0.64933468
 -0.40568605  1.73935254  0.83933945 -0.09620901  0.        ]","[[ -1.45155256   1.75509751  -0.01433909  -0.07458849]
 [ -6.24152508  12.80585992   0.           0.        ]]",[-0.33765018 -0.30626088],[-0.50630438 -0.90765369]
