timestep,rewards,actions,original_rewards,obs,human_obs,logstd_action_dist,avg_action_dist
0,-0.399613815232,[ 3.46416761  2.22990696],-0.399613815232,"[ 1.0606676   2.03440092  0.00544057 -0.79397787 -1.34507825  1.39807999
  0.31422214 -0.35721701  2.40061799 -1.39620441  0.        ]","[[-0.00523829 -0.02643536 -0.15158203  0.1662587 ]
 [ 0.00097789 -0.00376517  0.          0.        ]]",[ 0.03348601 -0.10536727],[ 1.76410329  2.2736311 ]
1,-0.394258201883,[ 0.95047419  3.36003753],-0.394258201883,"[ 1.05984984  2.03471933  0.06595349 -0.67554243 -1.34506656  1.39806722
  0.6505097   0.19091042  2.39964169 -1.294455    0.        ]","[[ 0.03445613  0.01320248 -0.15158203  0.1662587 ]
 [ 3.955303    3.95436322  0.          0.        ]]",[ 0.03348601 -0.10536727],[ 1.6005429   2.16803217]
2,-0.376013374746,[ 2.10424657  2.87785006],-0.376013374746,"[ 1.04486933  2.02330538  0.24201537 -0.32401996 -1.34505487  1.39805444
  0.96348793  0.72819818  2.36122968 -0.99866382  0.        ]","[[ 0.15048714  0.13121767 -0.15158203  0.1662587 ]
 [ 7.63556898  7.83422535  0.          0.        ]]",[ 0.03348601 -0.10536727],[ 1.36786807  2.03354359]
3,-0.33845276438,[ 2.36796529  1.30311592],-0.33845276438,"[ 0.97998296  1.96430172  0.52386347  0.24214197 -1.34504318  1.39804166
  1.28696118  1.25482766  2.18752098 -0.54967017  0.        ]","[[  0.34136147   0.32605844  -0.15158203   0.1662587 ]
 [ 11.439298    11.63716422   0.           0.        ]]",[ 0.03348601 -0.10536727],[ 0.90312231  1.81655693]
4,-0.273240564743,[ 0.57572413  2.00057998],-0.273240564743,"[ 0.81041877  1.80399027  0.88385018  0.96285136 -1.34503149  1.39802888
  1.60411277  1.77099463  1.75854246 -0.08297709  0.        ]","[[  0.60756402   0.59620124  -0.15158203   0.1662587 ]
 [ 15.16878467  15.36464986   0.           0.        ]]",[ 0.03348601 -0.10536727],[ 0.18635714  1.46271467]
5,-0.179791938748,[ 2.1139126   0.76466743],-0.179791938748,"[ 0.49740988  1.48589347  1.23640014  1.69835427 -1.3450198   1.3980161
  1.77239765  2.27695627  1.07289938  0.12177319  0.        ]","[[  0.93079263   0.94015628  -0.15158203   0.1662587 ]
 [ 17.14786618  19.01861636   0.           0.        ]]",[ 0.03348601 -0.10536727],[-0.33905938  1.02562571]
6,-0.0821078995764,[-0.08925092  0.49305923],-0.0821078995764,"[ 0.02277618  0.99390138  1.48661544  2.19863269 -1.34500812  1.39800332
  2.08035348  2.64370489  0.35542235 -0.17848554  0.        ]","[[  1.31008136   1.34710644  -0.15158203   0.1662587 ]
 [ 20.76945931  21.66748884   0.           0.        ]]",[ 0.03348601 -0.10536727],[-0.69036627  0.59769952]
7,-0.112713975369,[-0.38377218  0.2226872 ],-0.112713975369,"[-0.54258035  0.39888177  1.52166824  2.19777057 -1.34499643  1.39799055
  2.01582835  2.85434185  0.02440949 -0.89143286  0.        ]","[[  1.71786084   1.79572367  -0.15158203   0.1662587 ]
 [ 20.0110849   23.1891723    0.           0.        ]]",[ 0.03348601 -0.10536727],[-0.70585889  0.47093692]
8,-0.193916767387,[-1.72580971  1.61521166],-0.193916767387,"[-1.0423189  -0.15721566  1.33037234  1.5838935  -1.34498474  1.39797777
  1.85340465  2.91260833  0.23542849 -1.500099    0.        ]","[[  2.09892548   2.26373438  -0.15158203   0.1662587 ]
 [ 18.10143895  23.61056605   0.           0.        ]]",[ 0.03348601 -0.10536727],[-0.69343644  0.45924139]
9,-0.235098427824,[-1.82107025 -0.42546516],-0.235098427824,"[-1.38532182 -0.54951718  1.02323998  0.36721439 -1.34497305  1.39796499
  1.48655784  3.39594263  0.69738563 -1.61684173  0.        ]","[[  2.41767888   2.77097593  -0.15158203   0.1662587 ]
 [ 13.78781776  27.10204001   0.           0.        ]]",[ 0.03348601 -0.10536727],[-0.65325594  0.45491296]
10,-0.232921366025,[ 1.29343828  1.18766704],-0.232921366025,"[-1.57103798 -0.63999541  0.73177879 -0.78161419 -1.34496136  1.39795222
  1.12662558  0.47769027  0.95438452 -1.36918031  0.        ]","[[ 2.65097738  3.16387965 -0.15158203  0.1662587 ]
 [ 9.55540923  6.02645563  0.          0.        ]]",[ 0.03348601 -0.10536727],[-0.41737676  0.62172878]
11,-0.231799618262,[ 0.88000725  1.93294128],-0.231799618262,"[-1.68835517 -0.63993768  0.4078327  -0.78690619 -1.34494968  1.39793944
  1.44719021 -0.76113328  0.95110006 -1.36013313  0.        ]","[[  2.87990718   3.1656525   -0.15158203   0.1662587 ]
 [ 13.3251465   -2.92032462   0.           0.        ]]",[ 0.03348601 -0.10536727],[-0.28125229  0.76174384]
