timestep,rewards,actions,original_rewards,obs,human_obs,logstd_action_dist,avg_action_dist
0,-0.162194011195,[-0.17178262  2.28759234],-0.162194011195,"[ 1.05582545  2.07199313  0.00715116 -0.62035856  0.51974809  0.55084818
  0.32949253 -0.36116962  0.8649186  -0.5589359   0.        ]","[[-0.00541743  0.03564209  0.0614567   0.06802925]
 [ 0.00373136  0.0010294   0.          0.        ]]",[ 0.04016133 -0.07974665],[ 0.47946382  1.47575939]
1,-0.160869158512,[-0.36095763  0.31320586],-0.160869158512,"[ 1.05573584  2.06898562 -0.00315847 -0.49901653  0.51974623  0.55084616
  0.27178649  0.18810236  0.86363034 -0.53508936  0.        ]","[[-0.01217712  0.07539297  0.0614567   0.06802925]
 [-0.67742628  3.96086031  0.          0.        ]]",[ 0.04016133 -0.07974665],[ 0.42980587  1.38783157]
2,-0.158632381459,[ 0.8091684   1.22350997],-0.158632381459,"[ 1.05471686  2.05417591 -0.0454605  -0.22328025  0.51974438  0.55084414
  0.15191592  0.34932483  0.85828365 -0.50159196  0.        ]","[[-0.03992231  0.16627189  0.0614567   0.06802925]
 [-2.09238073  5.1231547   0.          0.        ]]",[ 0.04016133 -0.07974665],[ 0.50624239  1.37666237]
3,-0.151571256308,[ 0.63930811 -0.11670556],-0.151571256308,"[ 1.05412779  2.00948105 -0.05967711  0.19591267  0.51974252  0.55084213
  0.42647965  0.8843209   0.83770213 -0.39411417  0.        ]","[[-0.04925265  0.30743264  0.0614567   0.06802925]
 [ 1.14859418  8.98007533  0.          0.        ]]",[ 0.04016133 -0.07974665],[ 0.20867439  1.21227121]
4,-0.137247105764,[-0.87095531  1.53474884],-0.137247105764,"[ 1.05582006  1.9198431   0.01369209  0.6841928   0.51974067  0.55084011
  0.63884783  0.79542596  0.77444326 -0.17188703  0.        ]","[[ -1.12936391e-03   4.80604404e-01   6.14566956e-02   6.80292519e-02]
 [  3.65541848e+00   8.33924145e+00   0.00000000e+00   0.00000000e+00]]",[ 0.04016133 -0.07974665],[-0.05182741  1.13822126]
5,-0.121306528073,[-0.30749619  2.26680827],-0.121306528073,"[ 1.05487245  1.76786085  0.07133606  1.20616606  0.51973881  0.55083809
  0.3407319   1.32192758  0.6637027   0.03638965  0.        ]","[[  0.03667224   0.68547305   0.0614567    0.06802925]
 [  0.13647588  12.13495941   0.           0.        ]]",[ 0.04016133 -0.07974665],[-0.09545279  0.99715233]
6,-0.102197924203,[ 1.17686997  1.99084842],-0.102197924203,"[ 1.05529151  1.49103038  0.05683712  1.78489223  0.51973696  0.55083607
  0.23738554  1.83787494  0.4996526   0.18572509  0.        ]","[[  0.02716152   0.9654936    0.0614567    0.06802925]
 [ -1.0834113   15.85468709   0.           0.        ]]",[ 0.04016133 -0.07974665],[-0.24413404  0.79839838]
7,-0.0752913007429,[ 1.34047939  1.1328185 ],-0.0752913007429,"[ 1.05435755  1.05912698  0.08465106  2.23177558  0.5197351   0.55083406
  0.57445209  2.34338412  0.2239182   0.32621451  0.        ]","[[  0.04540955   1.31915482   0.0614567    0.06802925]
 [  2.89532115  19.49933333   0.           0.        ]]",[ 0.04016133 -0.07974665],[-0.70821089  0.50758147]
8,-0.0508056922966,[-1.01965797  2.13244274],-0.0508056922966,"[ 1.04159829  0.48917878  0.23197581  2.2817611   0.51973325  0.55083204
  0.90505273  2.83888169 -0.19856615  0.37897786  0.        ]","[[  0.14246588   1.74498749   0.0614567    0.06802925]
 [  6.79775245  23.07206141   0.           0.        ]]",[ 0.04016133 -0.07974665],[-0.89938223  0.43413371]
9,-0.0559970858024,[-0.81757051  0.41449367],-0.0559970858024,"[ 1.01648836 -0.11583141  0.37410022  1.66559269  0.51973139  0.55083002
  0.55857379  3.32466529 -0.595972    0.15619938  0.        ]","[[  0.23738888   2.24157643   0.0614567    0.06802925]
 [  2.70797632  26.57511855   0.           0.        ]]",[ 0.04016133 -0.07974665],[-0.84516597  0.42165399]
10,-0.0806954112127,[-0.44517524  1.38335406],-0.0806954112127,"[ 1.00920096 -0.54127925  0.40540116  0.34002594  0.51972954  0.550828
  0.27999368  3.47920143 -0.76632916 -0.28687529  0.        ]","[[  0.25855933   2.7842671    0.0614567    0.06802925]
 [ -0.58033732  27.69019834   0.           0.        ]]",[ 0.04016133 -0.07974665],[-0.74409747  0.41646537]
