timestep,rewards,actions,original_rewards,avg_action_dist,human_obs,obs,logstd_action_dist
0,-0.181754415082,[-2.25638071  1.85659726],-0.181754415082,[-1.87775135  1.77817225],"[[-0.09202558 -0.09811148  0.03253668 -0.07886069]
 [-0.00240251  0.00106193  0.          0.        ]]","[ 0.99585228  1.48949663 -0.13955827 -1.45595981  0.28247823 -0.67923615
  0.27486907 -0.33687528  1.25918903  0.35568002  0.        ]",[-0.33087274 -0.30793402]
1,-0.180303274184,[-1.02516419  1.16036306],-0.180303274184,[-1.82865691  1.29374456],"[[-0.13177913 -0.05834719  0.03253668 -0.07886069]
 [-3.95976923  3.96216165  0.          0.        ]]","[ 0.98888489  1.4934285  -0.19758256 -1.35055777  0.28247804 -0.67923552
 -0.17353374  0.3097419   1.25489384  0.30955814  0.        ]",[-0.33087274 -0.30793402]
2,-0.175574237587,[ 0.12839543 -0.01461134],-0.175574237587,[-1.60412931  0.81893396],"[[-0.24989431  0.05985199  0.03253668 -0.07886069]
 [-7.83883143  7.84480923  0.          0.        ]]","[ 0.95374474  1.4933129  -0.36783153 -1.03645779  0.28247785 -0.67923489
 -0.61306383  0.94355184  1.23323333  0.17424185  0.        ]",[-0.33087274 -0.30793402]
3,-0.168829210398,[-2.08863466  1.26958845],-0.168829210398,[-1.35885453  0.92381883],"[[-0.40001865  0.21460656  0.03253668 -0.07886069]
 [-7.17581516  7.63135469  0.          0.        ]]","[ 0.8785968   1.46652835 -0.57661    -0.62925299  0.28247766 -0.67923427
 -0.537938    0.90870605  1.18778836  0.01399544  0.        ]",[-0.33087274 -0.30793402]
4,-0.159371180222,[-0.22694251  0.83312505],-0.159371180222,[-0.15208197  0.00555485],"[[ -0.58181744   0.40545932   0.03253668  -0.07886069]
 [-10.99138807  11.44118449   0.           0.        ]]","[ 0.74427976  1.39290318 -0.81178965 -0.14671851  0.28247746 -0.67923364
 -0.97027393  1.53062709  1.10667166 -0.16160672  0.        ]",[-0.33087274 -0.30793402]
5,-0.14568376879,[ 0.04252466 -0.04880177],-0.14568376879,[ 0.63512123 -0.62870371],"[[ -0.80848546   0.66510852   0.03253668  -0.07886069]
 [-11.67315513  14.5134656    0.           0.        ]]","[ 0.51692981  1.22565638 -1.06693258  0.44543184  0.28247727 -0.67923301
 -1.0475226   2.03214542  0.97200166 -0.3227358   0.        ]",[-0.33087274 -0.30793402]
6,-0.128951598426,[ 0.80114684 -1.49814754],-0.128951598426,[ 1.27872062 -0.7684027 ],"[[ -1.03794584   0.9505508    0.03253668  -0.07886069]
 [-11.27422298  14.0323556    0.           0.        ]]","[ 0.23036416  0.96528095 -1.26981419  0.9681509   0.28247708 -0.67923239
 -1.0023189   1.95360234  0.80207999 -0.41264317  0.        ]",[-0.33087274 -0.30793402]
7,-0.112615339627,[ 2.02996398  0.24105496],-0.112615339627,[ 1.11674738 -0.13945201],"[[-1.22937933  1.18866925  0.03253668 -0.07886069]
 [-7.88038173  9.79367836  0.          0.        ]]","[-0.04139355  0.70145511 -1.38867207  1.27163196  0.28247689 -0.67923176
 -0.61776707  1.26167328  0.6376032  -0.44731549  0.        ]",[-0.33087274 -0.30793402]
8,-0.100572898439,[-0.67884675  1.21799643],-0.100572898439,[ 0.03099905 -0.44339392],"[[ -1.34572324   1.39216235   0.03253668  -0.07886069]
 [ -3.76758061  10.5531654    0.           0.        ]]","[-0.21660134  0.4542569  -1.4364032   1.42109709  0.28247669 -0.67923113
 -0.15175118  1.38565029  0.52924923 -0.37334197  0.        ]",[-0.33087274 -0.30793402]
9,-0.087733056571,[ 0.68987724 -0.5330685 ],-0.087733056571,[ 0.32911891 -1.58365715],"[[ -1.44728718   1.64086136   0.03253668  -0.07886069]
 [ -6.38012828  14.30418923   0.           0.        ]]","[-0.37350631  0.14059766 -1.46225952  1.45688088  0.2824765  -0.67923051
 -0.44777517  1.99796526  0.41373935 -0.2063105   0.        ]",[-0.33087274 -0.30793402]
10,-0.0750175628878,[-0.26400556 -2.52475385],-0.0750175628878,[-0.49829614 -1.51038349],"[[ -1.54622278   1.90292091   0.03253668  -0.07886069]
 [ -3.52289629  11.90979434   0.           0.        ]]","[-0.52828016 -0.18363706 -1.47300243  1.31809736  0.28247631 -0.67922988
 -0.12402574  1.6070987   0.27109456 -0.01331122  0.        ]",[-0.33087274 -0.30793402]
11,-0.0665377012401,[-0.22501226 -2.59359204],-0.0665377012401,[-0.39772528 -1.28846467],"[[-1.62646113  2.09902346  0.03253668 -0.07886069]
 [-4.4977776   7.71443208  0.          0.        ]]","[-0.65415126 -0.40897977 -1.47116783  1.10099609  0.28247612 -0.67922925
 -0.23448822  0.92224405  0.14376978  0.12439194  0.        ]",[-0.33087274 -0.30793402]
12,-0.058576882977,[ 1.32346054 -0.30905715],-0.058576882977,[ 0.00186101 -0.78378141],"[[-1.72445878  2.21205148  0.03253668 -0.07886069]
 [-5.29934537  3.60206899  0.          0.        ]]","[-0.80703863 -0.52826553 -1.45613244  0.93519473  0.28247592 -0.67922863
 -0.32531274  0.25093908  0.04206042  0.15348147  0.        ]",[-0.33087274 -0.30793402]
13,-0.0539051748038,[-1.09324972 -1.55727587],-0.0539051748038,[-0.70510685 -0.58012295],"[[-1.78967495  2.27109706  0.03253668 -0.07886069]
 [-1.23578584  2.30682873  0.          0.        ]]","[-0.9075953  -0.5868274  -1.43839204  0.83761931  0.28247573 -0.679228
  0.13512481  0.03950307 -0.01691605  0.16054107  0.        ]",[-0.33087274 -0.30793402]
14,-0.0486962950275,[ 1.81619749  0.38509192],-0.0486962950275,[ 0.65269256  0.24771141],"[[-1.85386305  2.27704852  0.03253668 -0.07886069]
 [-5.16990656 -1.69834925  0.          0.        ]]","[-1.00515403 -0.59257516 -1.41497812  0.82738447  0.28247554 -0.67922737
 -0.31064631 -0.61430503 -0.04998903  0.11189324  0.        ]",[-0.33087274 -0.30793402]
15,-0.0430578238698,[-0.20857316 -0.15140285],-0.0430578238698,[-0.2143745  -0.04721305],"[[-1.91651578  2.25871594  0.03253668 -0.07886069]
 [-1.10891283 -0.14008955  0.          0.        ]]","[-1.09864087 -0.57477561 -1.38652111  0.85867655  0.28247535 -0.67922675
  0.14950104 -0.35993305 -0.07547338  0.0379413   0.        ]",[-0.33087274 -0.30793402]
16,-0.040321288046,[-0.33157728  1.25841729],-0.040321288046,[ 0.09385797  0.11250183],"[[-1.94675782  2.24992728  0.03253668 -0.07886069]
 [-1.91261117 -0.73678924  0.          0.        ]]","[-1.14304097 -0.56614604 -1.37083557  0.87343332  0.28247515 -0.67922612
  0.05843463 -0.45733855 -0.08967645  0.00287172  0.        ]",[-0.33087274 -0.30793402]
17,-0.0365574903082,[-0.75743843 -0.14294467],-0.0365574903082,[ 0.2609525  -0.59660697],"[[-1.99780146  2.27506595  0.03253668 -0.07886069]
 [-3.18751133  3.2374062   0.          0.        ]]","[-1.21676583 -0.59066206 -1.34153659  0.83079882  0.28247496 -0.67922549
 -0.08602325  0.19141328 -0.12725749 -0.00574798  0.        ]",[-0.33087274 -0.30793402]
18,-0.0307338000276,[ 1.02463328  0.47080946],-0.0307338000276,[ 1.23044348 -0.50952232],"[[-2.09100383  2.33349235  0.03253668 -0.07886069]
 [-6.12296298  2.60731483  0.          0.        ]]","[ -1.34688233e+00  -6.45614644e-01  -1.27911581e+00   7.26811576e-01
   2.82474767e-01  -6.79224866e-01  -4.18636884e-01   8.85563658e-02
  -1.98013419e-01   7.37672300e-04   0.00000000e+00]",[-0.33087274 -0.30793402]
19,-0.0281001910435,[ 0.86109003 -0.38440264],-0.0281001910435,[ 0.08350949 -1.012308  ],"[[-2.17252809  2.40382349  0.03253668 -0.07886069]
 [-2.04302537  4.41978377  0.          0.        ]]","[-1.45518018 -0.7077879  -1.2154241   0.59296867  0.28247457 -0.67922424
  0.04365816  0.38442584 -0.2620408   0.03738425  0.        ]",[-0.33087274 -0.30793402]
20,-0.0328923368517,[ 0.13357625 -1.0097842 ],-0.0328923368517,[-0.52251256 -0.9043231 ],"[[-2.17877932  2.47606945  0.03253668 -0.07886069]
 [ 1.40642403  2.81018366  0.          0.        ]]","[-1.46324701 -0.76682698 -1.21020077  0.44628099  0.28247438 -0.67922361
  0.43451294  0.12167244 -0.28537603  0.12341704  0.        ]",[-0.33087274 -0.30793402]
21,-0.0362772125869,[-0.40341313 -1.01573407],-0.0362772125869,[-0.61787158 -0.2436817 ],"[[-2.14562415  2.49198701  0.03253668 -0.07886069]
 [ 1.90741319 -1.2050462   0.          0.        ]]","[-1.42005202 -0.77914574 -1.23734965  0.4127827   0.28247419 -0.67922299
  0.49127938 -0.53377916 -0.27525632  0.16166555  0.        ]",[-0.33087274 -0.30793402]
22,-0.0333258035569,[-0.97581856 -0.55361189],-0.0333258035569,[ 0.11723353  0.73022455],"[[-2.12387876  2.42839758  0.03253668 -0.07886069]
 [ 0.27259627 -5.14077644  0.          0.        ]]","[-1.39120878 -0.72843233 -1.25442095  0.54408252  0.282474   -0.67922236
  0.30603883 -1.17625208 -0.24321264  0.09713635  0.        ]",[-0.33087274 -0.30793402]
23,-0.0239911014405,[ 1.64291339  1.74661012],-0.0239911014405,[ 1.54095507  1.53137028],"[[-2.15723915  2.30460985  0.03253668 -0.07886069]
 [-3.5956692  -7.23102502  0.          0.        ]]","[-1.43528703 -0.6188072  -1.22798683  0.77905701  0.2824738  -0.67922173
 -0.13227269 -1.51746424 -0.23294219 -0.07848041  0.        ]",[-0.33087274 -0.30793402]
