timestep,rewards,actions,original_rewards,obs,human_obs,logstd_action_dist,avg_action_dist
0,-0.163264358743,[ 1.75277306  2.4659322 ],-0.163264358743,"[ 0.99604884  1.58034004  0.0325461  -1.21540028  0.58975569  0.71459567
  0.30294774 -0.34413074  0.90858943 -1.06294261  0.        ]","[[ 0.03519996 -0.03392034  0.06741754  0.0833041 ]
 [ 0.00260436  0.00196982  0.          0.        ]]",[-0.23054449 -0.24600229],[ 2.040205    2.61228585]
1,-0.156940601427,[ 0.53017362  1.13939295],-0.156940601427,"[ 0.99263131  1.58104145  0.09107485 -1.10810555  0.58975512  0.7145949
  0.71735434  0.28082641  0.90321019 -0.92420913  0.        ]","[[ 0.07492659  0.00583107  0.06741754  0.0833041 ]
 [ 3.95689716  3.95998497  0.          0.        ]]",[-0.23054449 -0.24600229],[ 0.95687604  1.91137481]
2,-0.140303561301,[ 0.43726951  1.36928186],-0.140303561301,"[ 0.97333637  1.5713627   0.23652593 -0.79005596  0.58975455  0.71459412
  0.92879287  0.8935277   0.84974136 -0.56015919  0.        ]","[[ 0.17430717  0.12396408  0.06741754  0.0833041 ]
 [ 5.97446366  7.84038405  0.          0.        ]]",[-0.23054449 -0.24600229],[-0.22851381  1.10913253]
3,-0.117378837879,[ 0.14331435  1.99648699],-0.117378837879,"[ 0.92255319  1.51733294  0.4307006  -0.27738776  0.58975398  0.71459335
  1.09756012  1.49411681  0.66845154 -0.06244168  0.        ]","[[  0.30995334   0.31893562   0.06741754   0.0833041 ]
 [  7.58486384  11.64408767   0.           0.        ]]",[-0.23054449 -0.24600229],[-1.51130426  0.24363753]
4,-0.09532505713,[-3.10353737  0.55149457],-0.09532505713,"[ 0.83052182  1.36797484  0.64340682  0.37634634  0.58975341  0.71459257
  1.14118823  2.08287253  0.2898272   0.43374512  0.        ]","[[  0.46582619   0.58922967   0.06741754   0.0833041 ]
 [  8.00118299  15.37287942   0.           0.        ]]",[-0.23054449 -0.24600229],[-2.67150831 -0.67691487]
5,-0.0849907731103,[-2.86606573 -1.30836063],-0.0849907731103,"[ 0.73754304  1.08743564  0.79492753  1.01662526  0.58975283  0.7145918
  0.71005394  2.37979933 -0.19924582  0.69936466  0.        ]","[[  0.58457387   0.91555604   0.06741754   0.0833041 ]
 [  3.88728896  17.25346969   0.           0.        ]]",[-0.23054449 -0.24600229],[-2.21689796 -1.5095737 ]
6,-0.0824470477566,[-0.69830392 -1.05726576],-0.0824470477566,"[ 0.70447997  0.75468536  0.8402505   1.40894569  0.58975226  0.71459102
  0.28756265  1.70082984 -0.56367561  0.69282672  0.        ]","[[  0.62187375   1.21748163   0.06741754   0.0833041 ]
 [ -0.14413694  12.95338692   0.           0.        ]]",[-0.23054449 -0.24600229],[-1.24261653 -1.44365263]
7,-0.0784121850576,[ 0.50306157 -2.07118074],-0.0784121850576,"[ 0.73170418  0.48947102  0.80319543  1.55056465  0.58975169  0.71459025
 -0.00159663  1.0352296  -0.7258395   0.58628087  0.        ]","[[ 0.59130916  1.4342548   0.06741754  0.0833041 ]
 [-2.90330396  8.73794952  0.          0.        ]]",[-0.23054449 -0.24600229],[-0.59077275 -1.17349911]
8,-0.0746067278392,[-2.0254571  -1.23130365],-0.0746067278392,"[ 0.76345307  0.32158293  0.75667868  1.57567195  0.58975112  0.71458947
  0.21315364  0.3826509  -0.79294108  0.49636675  0.        ]","[[ 0.55380299  1.56754612  0.06741754  0.0833041 ]
 [-0.85415002  4.60497344  0.          0.        ]]",[-0.23054449 -0.24600229],[-1.17131257 -0.83964342]
9,-0.0689443722949,[-0.80705538  0.94584271],-0.0689443722949,"[ 0.80782358  0.25657865  0.68441721  1.57254536  0.58975055  0.7145887
 -0.19976606 -0.25684937 -0.76197683  0.44608254  0.        ]","[[ 0.49718824  1.61900939  0.06741754  0.0833041 ]
 [-4.7942388   0.55482629  0.          0.        ]]",[-0.23054449 -0.24600229],[-0.08729871  0.01985925]
