timestep,rewards,actions,original_rewards,obs,human_obs,logstd_action_dist,avg_action_dist
0,-0.131415371587,[-0.94145043  1.15159142],-0.131415371587,"[ 1.0364878   2.1163162   0.13434611 -0.79657127  0.66967269  0.13317682
  0.37176347 -0.3640149   0.74002144 -0.10317436  0.        ]","[[ 0.06557318 -0.01677555  0.07844226  0.01922862]
 [-0.00146023 -0.003945    0.          0.        ]]",[ 0.01267368 -0.0630964 ],[-0.13635725  1.31197572]
1,-0.131817760537,[-0.45972493  2.63619109],-0.131817760537,"[ 1.03895898  2.11612347  0.0772734  -0.67268603  0.6696704   0.1331765
  0.05096212  0.18474411  0.74121959 -0.13187339  0.        ]","[[ 0.02816218  0.02288872  0.07844226  0.01922862]
 [-3.7272294   3.95716526  0.          0.        ]]",[ 0.01267368 -0.0630964 ],[ 0.12458564  1.28563428]
2,-0.1321441233,[-0.27576574  0.61956656],-0.1321441233,"[ 1.03663016  2.10291586 -0.06327022 -0.30527495  0.66966812  0.13317619
 -0.09940924  0.72253031  0.73865397 -0.18409853  0.        ]","[[-0.06390462  0.14098058  0.07844226  0.01922862]
 [-5.47363347  7.83907721  0.          0.        ]]",[ 0.01267368 -0.0630964 ],[ 0.32155174  1.21406484]
3,-0.130770982401,[ 1.71810326 -0.17643024],-0.130770982401,"[ 1.01585391  2.04680485 -0.24404496  0.24081915  0.66966584  0.13317587
 -0.18409572  1.04093513  0.72255522 -0.22705272  0.        ]","[[ -0.18324549   0.32082252   0.07844226   0.01922862]
 [ -6.45717855  10.13744769   0.           0.        ]]",[ 0.01267368 -0.0630964 ],[ 0.51218623  1.154598  ]
4,-0.126187264457,[ 0.42134438  0.62440791],-0.126187264457,"[ 0.98778321  1.93973032 -0.37519707  0.79299623  0.66966355  0.13317555
  0.16756129  0.91613241  0.69171369 -0.20397212  0.        ]","[[-0.27141245  0.51453288  0.07844226  0.01922862]
 [-2.37307558  9.23661579  0.          0.        ]]",[ 0.01267368 -0.0630964 ],[ 0.3054395   1.04958546]
5,-0.117526588623,[-0.15192215  0.67803438],-0.117526588623,"[ 0.97569001  1.77571095 -0.41954519  1.32065091  0.66966127  0.13317523
  0.31507964  1.23322717  0.63858527 -0.07622344  0.        ]","[[ -0.30168496   0.72223067   0.07844226   0.01922862]
 [ -0.65981126  11.5255455    0.           0.        ]]",[ 0.01267368 -0.0630964 ],[ 0.05660719  0.85450262]
6,-0.104872950636,[-0.59943478 -0.73022504],-0.104872950636,"[ 0.96742172  1.51487751 -0.44731375  1.84532469  0.66965898  0.13317491
  0.26442019  1.57356341  0.53628975  0.0918285   0.        ]","[[ -0.32078472   0.97739087   0.07844226   0.01922862]
 [ -1.24815313  13.98228172   0.           0.        ]]",[ 0.01267368 -0.0630964 ],[-0.10348648  0.65970713]
7,-0.0912411327281,[-1.20068189  1.73615025],-0.0912411327281,"[ 0.94424283  1.21401993 -0.5170147   2.19466208  0.6696567   0.13317459
  0.0624228   1.13472778  0.41339256  0.18534394  0.        ]","[[ -0.36928408   1.22525516   0.07844226   0.01922862]
 [ -3.59410699  10.81467513   0.           0.        ]]",[ 0.01267368 -0.0630964 ],[ 0.03407809  0.68050116]
8,-0.0748495455241,[ 1.42128464  0.08454322],-0.0748495455241,"[ 0.87971718  0.87674393 -0.67123777  2.36613498  0.66965441  0.13317427
 -0.2722517   1.6536982   0.28700792  0.17982317  0.        ]","[[ -0.48016342   1.47913617   0.07844226   0.01922862]
 [ -7.48094585  14.56087093   0.           0.        ]]",[ 0.01267368 -0.0630964 ],[ 0.22191021  0.62194258]
9,-0.0537147985559,[-0.53126958 -0.03536227],-0.0537147985559,"[ 0.8017309   0.48073886 -0.81367921  2.3169418   0.66965213  0.13317395
  0.08129038  1.66001369  0.11466488  0.17956762  0.        ]","[[ -0.58858783   1.77081126   0.07844226   0.01922862]
 [ -3.37499814  14.60656431   0.           0.        ]]",[ 0.01267368 -0.0630964 ],[-0.11444183  0.47434372]
