timestep,rewards,actions,original_rewards,obs,human_obs,logstd_action_dist,avg_action_dist
0,-0.120147659193,[ 0.77762919  1.23797272],-0.120147659193,"[ 0.97344708  1.64407121  0.09171995 -1.09688356  1.6699296   1.11641829
  0.33399881 -0.34962859 -0.26103909 -1.42853453  0.        ]","[[ 0.06100331 -0.0129288   0.19251533  0.13029695]
 [ 0.00372999 -0.0020629   0.          0.        ]]",[-0.20656753 -0.20957328],[ 1.921767    0.66312379]
1,-0.109318840159,[ 0.02123448 -0.29311024],-0.109318840159,"[ 0.96973764  1.64371988  0.137616   -0.98815381  1.66992443  1.11641624
  0.6501794   0.2619377  -0.269034   -1.31479197  0.        ]","[[ 0.09192622  0.02674619  0.19251533  0.13029695]
 [ 3.07832934  3.95637269  0.          0.        ]]",[-0.20656753 -0.20957328],[ 0.484595   -0.34626418]
2,-0.0890197117422,[ 1.3109015  -0.73271992],-0.0890197117422,"[ 0.95785178  1.63865392  0.22891007 -0.80571945  1.66991926  1.11641419
  0.65260571  0.07052567 -0.29918419 -1.10418051  0.        ]","[[ 0.15372961  0.093443    0.19251533  0.13029695]
 [ 3.10193057  2.71743735  0.          0.        ]]",[-0.20656753 -0.20957328],[ 0.11452602 -0.23541594]
3,-0.0653486499486,[-0.15324087  1.46744292],-0.0653486499486,"[ 0.92565979  1.63535545  0.37625384 -0.73844565  1.66991408  1.11641213
  1.05322293 -0.38625859 -0.35600137 -0.86161791  0.        ]","[[ 0.2548548   0.11812732  0.19251533  0.13029695]
 [ 6.99761216 -0.23914976  0.          0.        ]]",[-0.20656753 -0.20957328],[-1.32595384 -0.10419905]
4,-0.0363639481052,[-0.72167066 -0.10114407],-0.0363639481052,"[ 0.86008174  1.62937156  0.56323068 -0.64341905  1.66990891  1.11641008
  0.97649219  0.22625929 -0.46738535 -0.55586555  0.        ]","[[ 0.38732081  0.15312233  0.19251533  0.13029695]
 [ 6.2514857   3.72543592  0.          0.        ]]",[-0.20656753 -0.20957328],[-2.06035328 -0.85500962]
5,-0.0237821083924,[ 0.79560862 -1.20321466],-0.0237821083924,"[ 0.79717802  1.61289385  0.69163604 -0.45562821  1.66990374  1.11640803
  0.67021319  0.15316339 -0.59950888 -0.31036203  0.        ]","[[ 0.48246844  0.22288411  0.19251533  0.13029695]
 [ 3.27318874  3.25231646  0.          0.        ]]",[-0.20656753 -0.20957328],[-1.65886259 -0.69236845]
6,-0.0346907001759,[-2.01929926 -0.9749751 ],-0.0346907001759,"[ 0.7206135   1.60562677  0.81536477 -0.38990326  1.66989856  1.11640598
  0.98737808 -0.46871662 -0.7272921  -0.122108    0.        ]","[[ 0.57887678  0.24754451  0.19251533  0.13029695]
 [ 6.3573636  -0.77286199  0.          0.        ]]",[-0.20656753 -0.20957328],[-2.64968896 -0.29213762]
7,-0.0444439362686,[-1.44174607  1.91709474],-0.0444439362686,"[ 0.64178974  1.62055346  0.91963095 -0.5343585   1.66989339  1.11640393
  0.56778173 -1.0625512  -0.79677688 -0.02362224  0.        ]","[[ 0.66508605  0.19352256  0.19251533  0.13029695]
 [ 2.27715127 -4.61652029  0.          0.        ]]",[-0.20656753 -0.20957328],[-1.22007358  0.86344665]
8,-0.0402386187889,[-1.09615044  0.07545492],-0.0402386187889,"[ 0.63655478  1.63144518  0.92592356 -0.67396923  1.66988822  1.11640188
  0.15617758 -0.43644499 -0.76555917 -0.05511555  0.        ]","[[ 0.67047076  0.1418525   0.19251533  0.13029695]
 [-1.72534609 -0.56399535  0.          0.        ]]",[-0.20656753 -0.20957328],[-0.32882643  0.44864374]
9,-0.0278563331965,[ 0.38105839  1.15684922],-0.0278563331965,"[ 0.70517259  1.63285561  0.8373343  -0.69610728  1.66988304  1.11639983
 -0.24713671 -0.38832774 -0.66898471 -0.18568355  0.        ]","[[ 0.59661439  0.13369746  0.19251533  0.13029695]
 [-5.64723198 -0.25255476  0.          0.        ]]",[-0.20656753 -0.20957328],[ 1.02686691  0.73387474]
