timestep,rewards,actions,original_rewards,obs,human_obs,logstd_action_dist,avg_action_dist
0,-0.445610387006,[-1.58681244 -0.31820391],-0.445610387006,"[ 1.06708345  1.43077429  0.0908055  -0.26834697 -1.72136644 -1.43842524
  0.08921872 -0.23266804  2.37217718  1.32492484  0.        ]","[[ 0.05758483  0.09180946 -0.19569288 -0.16524529]
 [ 0.00198284 -0.00025063  0.          0.        ]]",[ 0.04073534  0.02149185],[-0.04086376  0.60204506]
1,-0.442418017928,[-0.42615013  0.52302846],-0.442418017928,"[ 1.06911891  1.43203862  0.0298932  -0.29373322 -1.72128654 -1.43837353
 -0.26411311 -0.40137544  2.37756057  1.25603347  0.        ]","[[ 0.01793843  0.07917834 -0.19569288 -0.16524529]
 [-3.9534529  -1.25867294  0.          0.        ]]",[ 0.04073534  0.02149185],[-0.04024883  0.60035974]
2,-0.434835587467,[-0.36473194  0.90445187],-0.434835587467,"[ 1.06520261  1.43237624 -0.11637524 -0.30205393 -1.72120665 -1.43832183
 -0.40778707 -0.12029831  2.37891025  1.11046006  0.        ]","[[-0.07726833  0.0750399  -0.19569288 -0.16524529]
 [-5.56186634  0.83783867  0.          0.        ]]",[ 0.04073534  0.02149185],[-0.03931991  0.60079968]
3,-0.425996958883,[-1.81869099  0.22152526],-0.425996958883,"[ 1.0413012   1.42584743 -0.30600831 -0.19663102 -1.72112678 -1.43827014
 -0.52696587  0.35767848  2.36548755  0.96610862  0.        ]","[[-0.20189226  0.12756722 -0.19569288 -0.16524529]
 [-6.89608276  4.40300706  0.          0.        ]]",[ 0.04073534  0.02149185],[-0.03804254  0.60286856]
4,-0.41263757563,[-1.59361234  1.80105662],-0.41263757563,"[ 0.97191979  1.40535533 -0.56534933 -0.00599447 -1.72104691 -1.43821845
 -0.86818185  0.46377383  2.32603689  0.78348     0.        ]","[[ -0.37813953   0.2235678   -0.19569288  -0.16524529]
 [-10.71593812   5.19439224   0.           0.        ]]",[ 0.04073534  0.02149185],[-0.03583803  0.60363078]
5,-0.390482892016,[ 0.56513329  0.54514619],-0.390482892016,"[ 0.80469422  1.35481183 -0.9035868   0.26905289 -1.72096706 -1.43816677
 -1.20275026  0.98099813  2.23075627  0.54296922  0.        ]","[[ -0.63003883   0.36616434  -0.19569288  -0.16524529]
 [-14.46155428   9.05235805   0.           0.        ]]",[ 0.04073534  0.02149185],[-0.0333899   0.60352451]
6,-0.366202073733,[ 0.27455694 -0.29402513],-0.366202073733,"[ 0.5543288   1.24473838 -1.19631089  0.630429   -1.72088721 -1.43811509
 -0.97754821  1.24616742  2.09936079  0.36001878  0.        ]","[[ -0.89397893   0.56705816  -0.19569288  -0.16524529]
 [-11.94083183  11.0304413    0.           0.        ]]",[ 0.04073534  0.02149185],[-0.03276934  0.60460818]
7,-0.344891391807,[-1.20780512  0.87856426],-0.344891391807,"[ 0.29223065  1.08833887 -1.38127832  0.95664883 -1.72080738 -1.43806342
 -0.85938512  1.06066772  1.97115797  0.26037942  0.        ]","[[ -1.11952602   0.77378692  -0.19569288  -0.16524529]
 [-10.61827854   9.64705158   0.           0.        ]]",[ 0.04073534  0.02149185],[-0.03361554  0.60326338]
8,-0.319440759518,[-0.98273181 -1.44980945],-0.319440759518,"[-0.03319567  0.87521633 -1.50409745  1.24406673 -1.72072756 -1.43801175
 -1.19416528  1.50148919  1.81153408  0.18579938  0.        ]","[[ -1.36949536   0.99972238  -0.19569288  -0.16524529]
 [-14.36626531  12.93543836   0.           0.        ]]",[ 0.04073534  0.02149185],[-0.03255735  0.59650731]
9,-0.281664338494,[-0.07042672 -0.52705303],-0.281664338494,"[-0.47665615  0.63950262 -1.52362345  1.43859948 -1.72064775 -1.43796009
 -1.5160614   0.93626569  1.57083459  0.10026392  0.        ]","[[ -1.69298001   1.21613441  -0.19569288  -0.16524529]
 [-17.97031881   8.71969113   0.           0.        ]]",[ 0.04073534  0.02149185],[-0.03475843  0.59037107]
10,-0.234821105442,[ 0.04926855  1.58656833],-0.234821105442,"[-0.9460193   0.46178515 -1.36070254  1.52269746 -1.72056795 -1.43790843
 -1.50917011  0.63313701  1.26836574  0.04033205  0.        ]","[[ -2.05161902   1.36784394  -0.19569288  -0.16524529]
 [-17.89382298   6.45878944   0.           0.        ]]",[ 0.04073534  0.02149185],[-0.03696093  0.58242714]
11,-0.193243646385,[ 0.15067832  2.08132363],-0.193243646385,"[-1.32848493  0.2590529  -1.03147173  1.56278304 -1.72048816 -1.43785678
 -1.46022541  1.14663318  0.99545182  0.08967483  0.        ]","[[ -2.40400392   1.53545     -0.19569288  -0.16524529]
 [-17.34650497  10.28906468   0.           0.        ]]",[ 0.04073534  0.02149185],[-0.0371054   0.57272613]
12,-0.170291231894,[ 0.27453166  1.61373384],-0.170291231894,"[-1.57775538 -0.03603097 -0.59629661  1.52045466 -1.72040838 -1.43780514
 -1.37639803  1.64992922  0.82449513  0.24643049  0.        ]","[[ -2.74152417   1.7789012   -0.19569288  -0.16524529]
 [-16.40859861  14.04357808   0.           0.        ]]",[ 0.04073534  0.02149185],[-0.03845733  0.56351346]
13,-0.17262175632,[ 2.01472769 -0.34294   ],-0.17262175632,"[-1.68139381 -0.39629483 -0.1295739   1.29132223 -1.72032862 -1.4377535
 -1.25040538  2.14321345  0.77776349  0.46440926  0.        ]","[[ -3.05554986   2.09669898  -0.19569288  -0.16524529]
 [-14.99854475  17.72400035   0.           0.        ]]",[ 0.04073534  0.02149185],[-0.03978459  0.5534215 ]
14,-0.193719503427,[ 0.18885695  2.98609225],-0.193719503427,"[-1.6662651  -0.71089572  0.26456465  0.85778094 -1.72024886 -1.43770187
 -0.87029615  1.9139306   0.83034524  0.6851239   0.        ]","[[ -3.31282948   2.43402576  -0.19569288  -0.16524529]
 [-10.74343543  16.01450197   0.           0.        ]]",[ 0.04073534  0.02149185],[-0.04062627  0.54774171]
15,-0.225359834238,[ 0.7809145  -0.36834181],-0.225359834238,"[-1.58985407 -0.92941005  0.56783279  0.23962071 -1.72016912 -1.43765024
 -0.78450093  2.40201985  0.94425463  0.90808583  0.        ]","[[ -3.51806392   2.79085995  -0.19569288  -0.16524529]
 [ -9.78312975  19.65681527   0.           0.        ]]",[ 0.04073534  0.02149185],[-0.04245914  0.53629667]
16,-0.252001120734,[-0.54590969  0.51739094],-0.252001120734,"[-1.49082002 -1.00327857  0.79197826 -0.40455278 -1.72008939 -1.43759862
 -0.4910599   0.66060759  1.04211003  1.08282551  0.        ]","[[-3.68076464  3.11729955 -0.19569288 -0.16524529]
 [-6.49817152  6.66613939  0.          0.        ]]",[ 0.04073534  0.02149185],[-0.0434208  0.5343942]
17,-0.257935339159,[ 0.90150481  0.85108175],-0.257935339159,"[-1.37146116 -1.00359297  0.98070481 -0.44146539 -1.72000966 -1.437547
 -0.67266696 -0.51465802  1.06399626  1.12084544  0.        ]","[[-3.83112888  3.13560098 -0.19569288 -0.16524529]
 [-8.53135134 -2.10122176  0.          0.        ]]",[ 0.04073534  0.02149185],[-0.04274895  0.53682023]
18,-0.250690172043,[-2.40614816  0.40739594],-0.250690172043,"[-1.24567546 -1.00164872  1.12948029 -0.33972368 -1.71992995 -1.43749539
 -0.33873578 -0.55811739  1.02890276  1.08615653  0.        ]","[[-3.96424943  3.08514468 -0.19569288 -0.16524529]
 [-4.79313739 -2.42548328  0.          0.        ]]",[ 0.04073534  0.02149185],[-0.04310461  0.53917873]
19,-0.244911057206,[ 0.67621662  1.17321533],-0.244911057206,"[-1.10160824 -0.9979086   1.25964722 -0.25941243 -1.71985025 -1.43744378
 -0.68392299 -0.43860183  0.99383181  1.06840815  0.        ]","[[-4.09888462  3.04522106 -0.19569288 -0.16524529]
 [-8.65750035 -1.53397576  0.          0.        ]]",[ 0.04073534  0.02149185],[-0.04224381  0.54039311]
20,-0.241407382442,[-1.18134226 -0.22170426],-0.241407382442,"[-0.93101549 -0.99498485  1.37401991 -0.21493074 -1.71977057 -1.43739218
 -0.42943803 -0.33452811  0.96609757  1.06648022  0.        ]","[[-4.24345192  3.02304701 -0.19569288 -0.16524529]
 [-5.80872842 -0.75765428  0.          0.        ]]",[ 0.04073534  0.02149185],[-0.04292302  0.54183757]
21,-0.238333524565,[ 1.09341303  0.44690955],-0.238333524565,"[-0.73412245 -0.99118393  1.46468007 -0.16729404 -1.71969089 -1.43734059
 -0.77283801 -0.45022     0.93584828  1.07243548  0.        ]","[[-4.3981979   2.99923462 -0.19569288 -0.16524529]
 [-9.65305368 -1.62071406  0.          0.        ]]",[ 0.04073534  0.02149185],[-0.04222416  0.54267257]
22,-0.236957718908,[-1.89206046  1.1684386 ],-0.236957718908,"[-0.53158313 -0.98855626  1.51956633 -0.13869015 -1.71961122 -1.437289
 -0.40206861 -0.2086728   0.91345003  1.08634497  0.        ]","[[-4.54961593  2.98489837 -0.19569288 -0.16524529]
 [-5.50258624  0.18109001  0.          0.        ]]",[ 0.04073534  0.02149185],[-0.04334501  0.54420227]
23,-0.238656868808,[-1.45850624 -0.28320947],-0.238656868808,"[-0.32770499 -0.99371227  1.53967673 -0.19876496 -1.71953157 -1.43723742
 -0.74601155 -0.10743902  0.9158542   1.1017995   0.        ]","[[-4.69829849  3.01497657 -0.19569288 -0.16524529]
 [-9.3529241   0.93622617  0.          0.        ]]",[ 0.04073534  0.02149185],[-0.04261424  0.5429489 ]
24,-0.240564679853,[ 0.0953345   1.21652817],-0.240564679853,"[-0.01993468 -0.99394365  1.50572534 -0.2020921  -1.71945192 -1.43718584
 -1.08314101 -0.30451398  0.91483876  1.12368254  0.        ]","[[ -4.9232249    3.01663993  -0.19569288  -0.16524529]
 [-13.1271267   -0.53385151   0.           0.        ]]",[ 0.04073534  0.02149185],[-0.0419317   0.54319459]
25,-0.242326389226,[-0.28419003  1.02213203],-0.242326389226,"[ 0.31201712 -0.99278437  1.37510494 -0.18755272 -1.71937229 -1.43713427
 -1.02618107 -0.26410199  0.9037312   1.15594032  0.        ]","[[ -5.17937271   3.00937514  -0.19569288  -0.16524529]
 [-12.48978063  -0.2324327    0.           0.        ]]",[ 0.04073534  0.02149185],[-0.04251206  0.54437751]
26,-0.245463895777,[-0.1922821   1.05846657],-0.245463895777,"[ 0.60602321 -0.99225225  1.1524138  -0.18129318 -1.71929267 -1.4370827
 -1.10457933 -0.24619173  0.90338558  1.1891311   0.        ]","[[ -5.43797686   3.00624598  -0.19569288  -0.16524529]
 [-13.36771002  -0.09885973   0.           0.        ]]",[ 0.04073534  0.02149185],[-0.04255734  0.54465806]
