timestep,rewards,actions,original_rewards,obs,human_obs,logstd_action_dist,avg_action_dist
0,-0.298040866872,[-1.80446162  2.22292   ],-0.298040866872,"[ 1.07011679  1.94064765  0.01302215 -0.89250648 -0.20048832 -1.73694899
  0.29604362 -0.34040004  1.41400388  1.45782665  0.        ]","[[-0.00556365 -0.07759639 -0.0215021  -0.19787343]
 [-0.00272567 -0.00053272  0.          0.        ]]",[ 0.05456841 -0.09002096],[-0.59570819  1.39961386]
1,-0.295467456945,[-1.4849888   2.36694642],-0.295467456945,"[ 1.0687022   1.943618   -0.04763495 -0.78093697 -0.20048756 -1.73692331
 -0.04930982  0.20459963  1.41326489  1.42647409  0.        ]","[[-0.04532358 -0.03786367 -0.0215021  -0.19787343]
 [-3.96008518  3.96059941  0.          0.        ]]",[ 0.05456841 -0.09002096],[-0.52768594  1.36375415]
2,-0.287312710503,[ 1.43381709  0.44669862],-0.287312710503,"[ 1.05159348  1.94029954 -0.22682415 -0.44882442 -0.20048679 -1.73689763
 -0.38782988  0.73880311  1.40447167  1.33395934  0.        ]","[[-0.16344505  0.08030456 -0.0215021  -0.19787343]
 [-7.83914441  7.84327463  0.          0.        ]]",[ 0.05456841 -0.09002096],[-0.41769999  1.32140636]
3,-0.282596676452,[-1.4315156  -0.06432363],-0.282596676452,"[ 1.01636019  1.90265524 -0.39877044  0.03053464 -0.20048602 -1.73687196
 -0.0291245   0.96056835  1.38881491  1.29486735  0.        ]","[[-0.278988    0.25334226 -0.0215021  -0.19787343]
 [-3.72881813  9.45513338  0.          0.        ]]",[ 0.05456841 -0.09002096],[-0.52861047  1.25419927]
4,-0.277816962752,[ 1.35050345  2.3209419 ],-0.277816962752,"[ 0.96438036  1.8207256  -0.5622688   0.51858126 -0.20048525 -1.73684629
 -0.36791186  0.89995704  1.36156196  1.27215581  0.        ]","[[-0.39251417  0.43802569 -0.0215021  -0.19787343]
 [-7.61091266  9.01464873  0.          0.        ]]",[ 0.05456841 -0.09002096],[-0.38975108  1.24119365]
5,-0.274066194695,[ 0.13658114  1.94549818],-0.274066194695,"[ 0.89754306  1.67220979 -0.71491479  1.04172276 -0.20048449 -1.73682061
 -0.00963921  1.41996621  1.31889614  1.28567177  0.        ]","[[ -0.50354335   0.65624012  -0.0215021   -0.19787343]
 [ -3.50557224  12.79423226   0.           0.        ]]",[ 0.05456841 -0.09002096],[-0.56987798  1.10548425]
6,-0.278362129114,[-1.75866681  4.4640037 ],-0.278362129114,"[ 0.85213828  1.39690392 -0.79890123  1.61233373 -0.20048372 -1.73679494
  0.0435003   1.92983979  1.24817491  1.43343519  0.        ]","[[ -0.56754656   0.94930882  -0.0215021   -0.19787343]
 [ -2.89666267  16.50029263   0.           0.        ]]",[ 0.05456841 -0.09002096],[-0.71059036  0.94040853]
7,-0.276391708742,[-0.60940216 -0.1259267 ],-0.276391708742,"[ 0.77419168  0.96442249 -0.91974894  2.04727406 -0.20048295 -1.73676927
 -0.29684503  2.42974432  1.10397625  1.57352291  0.        ]","[[ -0.66460813   1.31577502  -0.0215021   -0.19787343]
 [ -6.79656455  20.13413809   0.           0.        ]]",[ 0.05456841 -0.09002096],[-0.71652502  0.76214403]
8,-0.26322010576,[-2.26509739  1.56130027],-0.26322010576,"[ 0.62485843  0.45264817 -1.09784468  2.11120448 -0.20048218 -1.7367436
 -0.49553509  2.30626618  0.89931944  1.62759621  0.        ]","[[ -0.82338102   1.70945761  -0.0215021   -0.19787343]
 [ -9.07329711  19.23705019   0.           0.        ]]",[ 0.05456841 -0.09002096],[-0.66570097  0.66556323]
9,-0.242420857862,[-1.26070014 -0.81156462],-0.242420857862,"[ 0.38030087 -0.06161509 -1.2967742   1.70958323 -0.20048142 -1.73671793
 -0.82532972  2.79852635  0.64209611  1.62089128  0.        ]","[[ -1.04276200e+00   2.13010506e+00  -2.15021008e-02  -1.97873426e-01]
 [ -1.28523243e+01   2.28156689e+01   0.00000000e+00   0.00000000e+00]]",[ 0.05456841 -0.09002096],[-0.55821514  0.60005331]
