timestep,rewards,actions,original_rewards,avg_action_dist,human_obs,obs,logstd_action_dist
0,-0.210648610006,[-0.394528    2.37103911],-0.210648610006,[-0.48816234  1.525612  ],"[[-0.06363846 -0.0829332  -0.00022746 -0.04992685]
 [-0.00229647 -0.00169779  0.          0.        ]]","[  9.54994375e-01   1.69552852e+00  -9.79191079e-02  -1.25638077e+00
   8.89873808e-04  -4.35415834e-01   3.34316268e-01  -3.56229801e-01
   1.44508504e+00   8.73194915e-02   0.00000000e+00]",[-0.16359761 -0.19368549]
1,-0.211026982235,[-0.29278444  1.92626467],-0.211026982235,[-0.36269486  1.28839064],"[[ -7.93583936e-02  -4.32328932e-02  -2.27460817e-04  -4.99268453e-02]
 [ -1.56449002e+00   3.95852841e+00   0.00000000e+00   0.00000000e+00]]","[  9.53248145e-01   1.69869234e+00  -1.21590515e-01  -1.14511776e+00
   8.89872991e-04  -4.35415358e-01   1.77316388e-01   2.48922306e-01
   1.44722219e+00   9.79977207e-02   0.00000000e+00]",[-0.16359761 -0.19368549]
2,-0.211882513779,[-0.48100802  0.88503143],-0.211882513779,[-0.11384458  1.16831136],"[[ -1.21973616e-01   7.48835993e-02  -2.27460817e-04  -4.99268453e-02]
 [ -2.69326762e+00   7.84018229e+00   0.00000000e+00   0.00000000e+00]]","[  9.46593855e-01   1.69632013e+00  -1.85596106e-01  -8.13646540e-01
   8.89872174e-04  -4.35414883e-01   6.38746139e-02   8.42067403e-01
   1.44965989e+00   1.39191517e-01   0.00000000e+00]",[-0.16359761 -0.19368549]
3,-0.2115812905,[-0.3939951   2.12955274],-0.2115812905,[ 0.18842749  1.07382298],"[[ -1.94408881e-01   2.65297379e-01  -2.27460817e-04  -4.99268453e-02]
 [ -4.54408900e+00   1.11900235e+01   0.00000000e+00   0.00000000e+00]]","[  9.28869235e-01   1.65555044e+00  -2.93562586e-01  -2.87423066e-01
   8.89871357e-04  -4.35414407e-01  -1.22132280e-01   1.35394539e+00
   1.43817609e+00   1.98618463e-01   0.00000000e+00]",[-0.16359761 -0.19368549]
4,-0.207895539387,[-0.20913175  0.5778398 ],-0.207895539387,[ 0.46508378  0.95887655],"[[ -3.00040765e-01   5.26608068e-01  -2.27460817e-04  -4.99268453e-02]
 [ -6.01418557e+00   1.49285694e+01   0.00000000e+00   0.00000000e+00]]","[  8.88728877e-01   1.52825218e+00  -4.48114501e-01   3.87709362e-01
   8.89870540e-04  -4.35413932e-01  -2.69876422e-01   1.92521521e+00
   1.39279737e+00   2.66851639e-01   0.00000000e+00]",[-0.16359761 -0.19368549]
5,-0.198987377432,[ 1.7856804  -0.00644869],-0.198987377432,[ 0.65999085  0.71153677],"[[ -4.27437778e-01   8.45171846e-01  -2.27460817e-04  -4.99268453e-02]
 [ -6.72313224e+00   1.69211502e+01   0.00000000e+00   0.00000000e+00]]","[  8.18363725e-01   1.27376532e+00  -6.27740552e-01   1.07708900e+00
   8.89869723e-04  -4.35413456e-01  -3.41125131e-01   2.22968369e+00
   1.29371163e+00   3.48745045e-01   0.00000000e+00]",[-0.16359761 -0.19368549]
6,-0.186574717033,[ 0.17247391  0.49116334],-0.186574717033,[ 0.14073117  0.54703027],"[[ -5.20863359e-01   1.17996426e+00  -2.27460817e-04  -4.99268453e-02]
 [ -2.63287273e+00   1.65593630e+01   0.00000000e+00   0.00000000e+00]]","[  7.52119484e-01   9.15757575e-01  -7.53179125e-01   1.57276676e+00
   8.89868907e-04  -4.35412981e-01   6.99457440e-02   2.17438876e+00
   1.13550985e+00   4.96097253e-01   0.00000000e+00]",[-0.16359761 -0.19368549]
7,-0.171068785334,[-0.9143297   1.63581719],-0.171068785334,[-0.08468698  0.31762934],"[[ -5.66145353e-01   1.52737309e+00  -2.27460817e-04  -4.99268453e-02]
 [ -1.89767152e+00   1.81761438e+01   0.00000000e+00   0.00000000e+00]]","[  7.15742982e-01   4.88208488e-01  -8.11684541e-01   1.78187855e+00
   8.89868090e-04  -4.35412505e-01   1.43833372e-01   2.42142751e+00
   9.02148167e-01   6.89644429e-01   0.00000000e+00]",[-0.16359761 -0.19368549]
8,-0.146808039234,[-0.04603343 -0.39525463],-0.146808039234,[ 0.24139817  0.1900664 ],"[[ -6.40023843e-01   1.92701839e+00  -2.27460817e-04  -4.99268453e-02]
 [ -5.47832816e+00   2.17763164e+01   0.00000000e+00   0.00000000e+00]]","[  6.50660509e-01  -8.49489192e-03  -9.03521234e-01   1.60821970e+00
   8.89867273e-04  -4.35412030e-01  -2.16022940e-01   2.97152663e+00
   5.79778568e-01   7.84936484e-01   0.00000000e+00]",[-0.16359761 -0.19368549]
9,-0.115997158499,[-1.45583833 -0.33237061],-0.115997158499,[ 0.01433238  0.19874936],"[[ -7.50321269e-01   2.34251538e+00  -2.27460817e-04  -4.99268453e-02]
 [ -5.55127078e+00   1.97800389e+01   0.00000000e+00   0.00000000e+00]]","[  5.40963894e-01  -4.50083066e-01  -1.03133005e+00   9.88971124e-01
   8.89866456e-04  -4.35411555e-01  -2.23353475e-01   2.66646692e+00
   2.23256837e-01   7.43141380e-01   0.00000000e+00]",[-0.16359761 -0.19368549]
10,-0.0857111059961,[-0.05799298  0.9518126 ],-0.0857111059961,[ 0.13834138  0.2591829 ],"[[ -8.99962329e-01   2.72098154e+00  -2.27460817e-04  -4.99268453e-02]
 [ -9.40017730e+00   1.80722284e+01   0.00000000e+00   0.00000000e+00]]","[  3.70340785e-01  -7.23004885e-01  -1.18445671e+00   1.22915131e-01
   8.89865639e-04  -4.35411079e-01  -6.10169055e-01   2.40549255e+00
  -9.47074371e-02   6.04818604e-01   0.00000000e+00]",[-0.16359761 -0.19368549]
11,-0.0655349063922,[-0.49776298 -0.78848017],-0.0655349063922,[-0.36815572  0.45556819],"[[ -1.08840381e+00   3.06028372e+00  -2.27460817e-04  -4.99268453e-02]
 [ -9.44415462e+00   8.23520172e+00   0.00000000e+00   0.00000000e+00]]","[  1.25290410e-01  -8.29219206e-01  -1.33932528e+00  -7.95667621e-01
   8.89864822e-04  -4.35410604e-01  -6.14588016e-01   9.02365745e-01
  -3.22879612e-01   4.68817779e-01   0.00000000e+00]",[-0.16359761 -0.19368549]
12,-0.0604992970272,[-0.85905414 -0.31185008],-0.0604992970272,[ 0.0230163   0.75949442],"[[ -1.29519029e+00   3.10381972e+00  -2.27460817e-04  -4.99268453e-02]
 [ -1.12284200e+01  -1.18950177e+00   0.00000000e+00   0.00000000e+00]]","[ -1.72626573e-01  -8.32499048e-01  -1.45462178e+00  -9.17700882e-01
   8.89864005e-04  -4.35410128e-01  -7.93906276e-01  -5.37755029e-01
  -3.96950190e-01   4.24232380e-01   0.00000000e+00]",[-0.16359761 -0.19368549]
13,-0.0603709018706,[ 2.6391057   1.92940715],-0.0603709018706,[ 0.5982433   0.86516988],"[[ -1.55165498e+00   3.06372811e+00  -2.27460817e-04  -4.99268453e-02]
 [ -1.44074426e+01  -2.62988354e+00   0.00000000e+00   0.00000000e+00]]","[ -5.65649718e-01  -8.29563479e-01  -1.51131626e+00  -8.05307018e-01
   8.89863189e-04  -4.35409653e-01  -1.11339726e+00  -7.57848494e-01
  -3.30116372e-01   4.16731628e-01   0.00000000e+00]",[-0.16359761 -0.19368549]
14,-0.058016231018,[ 0.43919488 -0.31397115],-0.058016231018,[ 0.38173193  0.78433263],"[[ -1.79721623e+00   3.02861416e+00  -2.27460817e-04  -4.99268453e-02]
 [ -1.01628410e+01  -1.09843495e+00   0.00000000e+00   0.00000000e+00]]","[ -9.44131931e-01  -8.25324844e-01  -1.47305537e+00  -7.07149974e-01
   8.89862372e-04  -4.35409177e-01  -6.86811970e-01  -5.23837952e-01
  -2.78377517e-01   3.80336294e-01   0.00000000e+00]",[-0.16359761 -0.19368549]
15,-0.0548021331496,[ 1.71968939  0.75972367],-0.0548021331496,[ 0.48330587  0.81376624],"[[ -1.98100788e+00   2.99439064e+00  -2.27460817e-04  -4.99268453e-02]
 [ -8.22278632e+00  -2.31984613e+00   0.00000000e+00   0.00000000e+00]]","[ -1.21492743e+00  -8.19700512e-01  -1.38633459e+00  -6.11856772e-01
   8.89861555e-04  -4.35408702e-01  -4.91834941e-01  -7.10472381e-01
  -2.42005289e-01   3.33149070e-01   0.00000000e+00]",[-0.16359761 -0.19368549]
16,-0.0521701271086,[-0.44087693  1.69576492],-0.0521701271086,[ 0.18978398  0.59440243],"[[ -2.10410412e+00   2.97863816e+00  -2.27460817e-04  -4.99268453e-02]
 [ -4.10058172e+00   7.34423319e-01   0.00000000e+00   0.00000000e+00]]","[ -1.38515988e+00  -8.16617461e-01  -1.30192956e+00  -5.68150027e-01
   8.89860738e-04  -4.35408227e-01  -7.75509614e-02  -2.43770104e-01
  -2.29566329e-01   2.98803695e-01   0.00000000e+00]",[-0.16359761 -0.19368549]
