timestep,rewards,actions,original_rewards,avg_action_dist,human_obs,obs,logstd_action_dist
0,-0.239297712319,[ 1.59583821 -0.35755384],-0.239297712319,[-0.00090121  0.3484824 ],"[[-0.08484332 -0.0853422  -0.03088995 -0.0401633 ]
 [-0.00123023 -0.00287396  0.          0.        ]]","[ 1.06067045  1.27219188 -0.09876735 -0.46266938 -0.27201884 -0.40182562
  0.11166567 -0.16225913  1.23066612  0.11601029  0.        ]",[ 0.05002845  0.04236223]
1,-0.24045108573,[ 0.73029525  0.98762119],-0.24045108573,[-0.00163885  0.34818894],"[[-0.0451716  -0.09961935 -0.03088995 -0.0401633 ]
 [ 3.95522817 -1.42011158  0.          0.        ]]","[ 1.0642027   1.2705028  -0.03814137 -0.48822901 -0.27201305 -0.40181638
  0.47181869 -0.34961897  1.23497127  0.16323778  0.        ]",[ 0.05002845  0.04236223]
2,-0.244552095466,[ 0.26137325 -0.40580893],-0.244552095466,[-0.00173261  0.35113919],"[[ 0.06211856 -0.08851427 -0.03088995 -0.0401633 ]
 [ 6.76443586  2.51750229  0.          0.        ]]","[ 1.06289651  1.2717211   0.12609032 -0.46833013 -0.27200727 -0.40180713
  0.72752847  0.17096361  1.24132569  0.32987491  0.        ]",[ 0.05002845  0.04236223]
3,-0.24976050105,[ 0.25246437  0.72412903],-0.24976050105,[-0.00224532  0.35073236],"[[ 0.20644526 -0.05478956 -0.03088995 -0.0401633 ]
 [ 7.66523386  0.86049152  0.          0.        ]]","[ 1.0360554   1.27462719  0.34494875 -0.40781379 -0.27200148 -0.40179789
  0.80950544 -0.04811057  1.22145928  0.56773649  0.        ]",[ 0.05002845  0.04236223]
4,-0.254538956887,[ 0.32291008  0.44003194],-0.254538956887,[-0.00228747  0.35273314],"[[ 0.36823802 -0.00898576 -0.03088995 -0.0401633 ]
 [ 8.51122906  3.71038987  0.          0.        ]]","[ 0.9724379   1.27635846  0.58231538 -0.32546056 -0.2719957  -0.40178865
  0.88648918  0.32867772  1.15649342  0.83186934  0.        ]",[ 0.05002845  0.04236223]
5,-0.258377615882,[-1.00734062 -1.67589266],-0.258377615882,[-0.00268661  0.35435835],"[[ 0.54958357  0.08196213 -0.03088995 -0.0401633 ]
 [ 9.61964631  5.3788343   0.          0.        ]]","[ 0.86105109  1.27220926  0.83096051 -0.16201596 -0.27198991 -0.40177941
  0.98735565  0.54925861  1.01697408  1.13083351  0.        ]",[ 0.05002845  0.04236223]
6,-0.259707293795,[-1.57275191 -0.99767969],-0.259707293795,[-0.00296167  0.35243121],"[[ 0.70039303  0.14875834 -0.03088995 -0.0401633 ]
 [ 5.47508389  1.31432852  0.          0.        ]]","[ 0.73865978  1.26268065  1.01806254 -0.04267368 -0.27198413 -0.40177017
  0.61003745  0.01185825  0.86040173  1.34080898  0.        ]",[ 0.05002845  0.04236223]
7,-0.260074534396,[ 1.6930512   0.71922663],-0.260074534396,[-0.00417026  0.34916076],"[[ 0.76913289  0.13516382 -0.03088995 -0.0401633 ]
 [ 1.41242333 -2.66053488  0.          0.        ]]","[ 0.67468147  1.26498343  1.09611866 -0.06688233 -0.27197834 -0.40176093
  0.24018216 -0.51368711  0.80217966  1.40388747  0.        ]",[ 0.05002845  0.04236223]
8,-0.260337190544,[-0.63817154 -0.46926578],-0.260337190544,[-0.00420084  0.35023856],"[[ 0.8367804   0.11103962 -0.03088995 -0.0401633 ]
 [ 5.3392553   0.23845553  0.          0.        ]]","[ 0.6071208   1.26856458  1.168016   -0.10995034 -0.27197256 -0.40175169
  0.59765767 -0.13037309  0.74763663  1.45703555  0.        ]",[ 0.05002845  0.04236223]
9,-0.260364163025,[ 2.070496   -0.45575452],-0.260364163025,[-0.00509119  0.34812453],"[[ 0.91718373  0.09712859 -0.03088995 -0.0401633 ]
 [ 2.70983011 -1.62335553  0.          0.        ]]","[ 0.52132019  1.27027811  1.24668055 -0.13483856 -0.27196678 -0.40174245
  0.35826858 -0.37654245  0.67062223  1.5217327   0.        ]",[ 0.05002845  0.04236223]
10,-0.260317599809,[ 0.77634183  2.23372968],-0.260317599809,[-0.0064987   0.34630904],"[[ 1.01053997  0.04686253 -0.03088995 -0.0401633 ]
 [ 6.61279509 -3.39733438  0.          0.        ]]","[ 0.41489793  1.27466267  1.32812912 -0.22502277 -0.27196099 -0.40173321
  0.71357668 -0.61109408  0.59691116  1.5760366   0.        ]",[ 0.05002845  0.04236223]
11,-0.259206069648,[ 0.87240454  0.18960142],-0.259206069648,[-0.00740531  0.34654182],"[[ 1.17228121  0.01930698 -0.03088995 -0.0401633 ]
 [ 9.55155014  0.62836653  0.          0.        ]]","[ 0.21588708  1.27571838  1.44217238 -0.27456381 -0.27195521 -0.40172398
  0.98108805 -0.07877877  0.42337909  1.67310224  0.        ]",[ 0.05002845  0.04236223]
