timestep,rewards,actions,original_rewards,obs,human_obs,logstd_action_dist,avg_action_dist
0,-0.30039944962,[-0.70081963 -0.14697081],-0.30039944962,"[ 1.04443228  1.20186076 -0.13983125 -0.33332365 -0.68519377 -0.89717122
  0.09201409 -0.09276343  1.49517859  0.49653586  0.        ]","[[-0.0956075  -0.08147629 -0.08521797 -0.09500529]
 [-0.00315923  0.0009332   0.          0.        ]]",[ 0.0409758   0.05706117],[-0.01362023  0.21900469]
1,-0.298058180357,[-1.14529928 -0.02721667],-0.298058180357,"[ 1.04015201  1.20115967 -0.18261467 -0.34308858 -0.68516422 -0.8971237
 -0.15901836 -0.1686836   1.48876135  0.45332234  0.        ]","[[-0.12348371 -0.08728583 -0.08521797 -0.09500529]
 [-2.7752336  -0.57995503  0.          0.        ]]",[ 0.0409758   0.05706117],[-0.01348487  0.21826477]
2,-0.289967275687,[-1.98896505 -1.31425229],-0.289967275687,"[ 1.0178403   1.19960123 -0.32658357 -0.36417833 -0.68513467 -0.89707618
 -0.51227775 -0.18106488  1.45973772  0.31368699  0.        ]","[[-0.21812785 -0.09983572 -0.08521797 -0.09500529]
 [-6.67619246 -0.67472085  0.          0.        ]]",[ 0.0409758   0.05706117],[-0.01329225  0.2176449 ]
3,-0.271894216761,[ 0.86090122  0.23358   ],-0.271894216761,"[ 0.9466734   1.19111646 -0.57950785 -0.45307097 -0.68510512 -0.89702867
 -0.85840072 -0.69665934  1.36445491  0.05183271  0.        ]","[[ -0.39000225  -0.15290876  -0.08521797  -0.09500529]
 [-10.49854059  -4.61943343   0.           0.        ]]",[ 0.0409758   0.05706117],[-0.01369071  0.21543957]
4,-0.249271266083,[ 0.6546238 -0.9882167],-0.249271266083,"[ 0.83644112  1.17113554 -0.81753076 -0.58924156 -0.68507558 -0.89698116
 -0.53118509 -0.56396034  1.20768993 -0.20054594  0.        ]","[[-0.56372443 -0.23511351 -0.08521797 -0.09500529]
 [-6.88569772 -3.60442126  0.          0.        ]]",[ 0.0409758   0.05706117],[-0.0143503  0.2156799]
5,-0.229234675503,[-1.89672708 -0.31368859],-0.229234675503,"[ 0.74787093  1.13128699 -0.95622142 -0.7681573  -0.68504605 -0.89693367
 -0.28418339 -1.06618427  1.05022317 -0.36165675  0.        ]","[[-0.67407539 -0.3457557  -0.08521797 -0.09500529]
 [-4.15850068 -7.44698873  0.          0.        ]]",[ 0.0409758   0.05706117],[-0.0154661   0.21399166]
6,-0.202020752271,[-0.90980177  1.83947367],-0.202020752271,"[ 0.63466946  1.04837469 -1.09586585 -1.01380856 -0.68501651 -0.89688618
 -0.63499116 -1.2089894   0.82508068 -0.50577637  0.        ]","[[-0.79611038 -0.50566339 -0.08521797 -0.09500529]
 [-8.03216764 -8.54013261  0.          0.        ]]",[ 0.0409758   0.05706117],[-0.01553122  0.21186665]
7,-0.166206085109,[ 0.32451377  3.35984857],-0.166206085109,"[ 0.42449442  0.96066076 -1.28432577 -1.19750265 -0.68498698 -0.8968387
 -0.94670775 -0.66909303  0.51363292 -0.61367684  0.        ]","[[ -0.99129137  -0.63502752  -0.08521797  -0.09500529]
 [-11.47444917  -4.41002412   0.           0.        ]]",[ 0.0409758   0.05706117],[-0.0146335   0.21180327]
8,-0.134486196205,[-2.19719741 -0.64372591],-0.134486196205,"[ 0.16086958  0.92401751 -1.43451511 -1.26096734 -0.68495746 -0.89679123
 -0.80997014 -0.14011659  0.22217917 -0.64337738  0.        ]","[[-1.20563774 -0.68262617 -0.08521797 -0.09500529]
 [-9.96515205 -0.36333571  0.          0.        ]]",[ 0.0409758   0.05706117],[-0.01481497  0.2124676 ]
9,-0.102668884594,[ 0.1494774   1.62008851],-0.102668884594,"[-0.15642847  0.89750343 -1.52352511 -1.30320547 -0.68492794 -0.89674376
 -1.15029791 -0.47213545 -0.08309904 -0.59507887  0.        ]","[[ -1.4426496   -0.71537824  -0.08521797  -0.09500529]
 [-13.7235678   -2.90336839   0.           0.        ]]",[ 0.0409758   0.05706117],[-0.01546263  0.21074167]
10,-0.0759679498119,[ 0.74338816 -0.09328503],-0.0759679498119,"[-0.52318226  0.88267819 -1.52142574 -1.32556422 -0.68489842 -0.8966963
 -1.07220857  0.05301977 -0.38940046 -0.45445739  0.        ]","[[ -1.70847845  -0.73313871  -0.08521797  -0.09500529]
 [-12.86212381   1.11392421   0.           0.        ]]",[ 0.0409758   0.05706117],[-0.01611054  0.2108282 ]
11,-0.0691451762942,[-0.94368508  0.99455785],-0.0691451762942,"[-0.82441013  0.89789084 -1.43535972 -1.30225103 -0.6848689  -0.89664885
 -0.78273623  0.00175822 -0.60220471 -0.29013554  0.        ]","[[-1.93365749 -0.7147942  -0.08521797 -0.09500529]
 [-9.66643164  0.7218005   0.          0.        ]]",[ 0.0409758   0.05706117],[-0.01721738  0.21110809]
12,-0.0783139245848,[-0.73652381 -0.61331053],-0.0783139245848,"[-1.1050655   0.94074937 -1.27325721 -1.23194687 -0.68483939 -0.89660141
 -1.10359852  0.51490163 -0.77396121 -0.10012556  0.        ]","[[ -2.16253893  -0.66097461  -0.08521797  -0.09500529]
 [-13.20986556   4.64711058   0.           0.        ]]",[ 0.0409758   0.05706117],[-0.01720808  0.21069574]
13,-0.103681567249,[ 1.33147256 -0.46248271],-0.103681567249,"[-1.40184712  0.99055538 -0.97243729 -1.13935691 -0.68480989 -0.89655397
 -1.34363143  0.18557507 -0.9371126   0.19303275  0.        ]","[[ -2.45333884  -0.59330665  -0.08521797  -0.09500529]
 [-15.86130701   2.12810571   0.           0.        ]]",[ 0.0409758   0.05706117],[-0.01803998  0.21023452]
14,-0.135606447378,[-1.22631505  0.97654545],-0.135606447378,"[-1.59985958  1.00688198 -0.61258895 -1.10575975 -0.68478038 -0.89650654
 -0.95679085 -0.05948271 -1.02018955  0.5357368   0.        ]","[[ -2.72771606  -0.56955083  -0.08521797  -0.09500529]
 [-11.5906647    0.25367673   0.           0.        ]]",[ 0.0409758   0.05706117],[-0.01861915  0.21045187]
15,-0.167875716021,[ 0.49571979  2.15329851],-0.167875716021,"[-1.70204423  1.03548255 -0.21417902 -1.04249804 -0.68475088 -0.89645912
 -1.29434048  0.44561499 -1.02529323  0.87071974  0.        ]","[[ -2.99693505  -0.52571451  -0.08521797  -0.09500529]
 [-15.31877472   4.11711117   0.           0.        ]]",[ 0.0409758   0.05706117],[-0.01880385  0.20956798]
16,-0.197810919387,[-1.12864829 -0.32627757],-0.197810919387,"[-1.70295354  1.1036673   0.22238748 -0.85955675 -0.68472139 -0.89641171
 -1.08932076  0.9525458  -0.97666082  1.16922936  0.        ]","[[ -3.2806055   -0.40446615  -0.08521797  -0.09500529]
 [-13.05581569   7.994763     0.           0.        ]]",[ 0.0409758   0.05706117],[-0.0196599   0.20993684]
17,-0.226452104086,[-0.96938382 -0.83355664],-0.226452104086,"[-1.5859842   1.16300171  0.66224912 -0.62764093 -0.6846919  -0.89636431
 -1.42401572  0.76312467 -0.86445503  1.45351673  0.        ]","[[ -3.57881454  -0.25910428  -0.08521797  -0.09500529]
 [-16.75277459   6.54625626   0.           0.        ]]",[ 0.0409758   0.05706117],[-0.0191188   0.21107735]
18,-0.262077100494,[-0.62747244  0.26411101],-0.262077100494,"[-1.28902897  1.18827887  1.12402829 -0.46828318 -0.68466241 -0.89631691
 -1.74096389  0.31484789 -0.59529388  1.79128026  0.        ]","[[ -3.94900635  -0.16257838  -0.08521797  -0.09500529]
 [-20.25476256   3.11775433   0.           0.        ]]",[ 0.0409758   0.05706117],[-0.0182952   0.21221022]
19,-0.297098392354,[ 2.0226401  -0.50303762],-0.297098392354,"[-0.79046378  1.19963305  1.46535367 -0.34727228 -0.68463293 -0.89626952
 -1.92922962  0.44363442 -0.15567944  2.04760557  0.        ]","[[ -4.3749898   -0.0903393   -0.08521797  -0.09500529]
 [-22.3366509    4.10285232   0.           0.        ]]",[ 0.0409758   0.05706117],[-0.01731563  0.2130443 ]
20,-0.320973575151,[ 0.07486739  1.26583057],-0.320973575151,"[-0.24231751  1.20413621  1.54898178 -0.24403547 -0.68460345 -0.89622213
 -1.53078763  0.1723611   0.31822501  2.10311216  0.        ]","[[ -4.77759104  -0.0290977   -0.08521797  -0.09500529]
 [-17.93813114   2.02820139   0.           0.        ]]",[ 0.0409758   0.05706117],[-0.01648935  0.21500275]
21,-0.332974927927,[ 0.42992866  1.83398943],-0.332974927927,"[ 0.22846551  1.20296211  1.41953687 -0.10915345 -0.68457397 -0.89617476
 -1.47184492  0.68479263  0.70718972  2.00029424  0.        ]","[[ -5.12983754   0.05078887  -0.08521797  -0.09500529]
 [-17.28868316   5.94737736   0.           0.        ]]",[ 0.0409758   0.05706117],[-0.01539118  0.21700586]
22,-0.336113549406,[-0.38431592 -0.52712859],-0.336113549406,"[ 0.60323347  1.17735927  1.14536784  0.15432935 -0.6845445  -0.89612739
 -1.28693144  1.18694463  0.9764357   1.82616572  0.        ]","[[ -5.45513183   0.20827379  -0.08521797  -0.09500529]
 [-15.24755562   9.78829373   0.           0.        ]]",[ 0.0409758   0.05706117],[-0.01338415  0.22071964]
23,-0.333175691779,[ 0.34096871  0.96920362],-0.333175691779,"[ 0.87438385  1.11430084  0.76291043  0.43337813 -0.68451503 -0.89608003
 -1.397104    0.88865747  1.1774673   1.59800117  0.        ]","[[ -5.77230451   0.38115545  -0.08521797  -0.09500529]
 [-16.46568971   7.50743154   0.           0.        ]]",[ 0.0409758   0.05706117],[-0.01175128  0.22377752]
24,-0.324632685493,[-0.8879573  -1.79191813],-0.324632685493,"[ 1.02386397  1.00696619  0.31219067  0.71408954 -0.68448556 -0.89603268
 -1.24555011  1.37077051  1.30666639  1.33822515  0.        ]","[[ -6.08483405   0.56830635  -0.08521797  -0.09500529]
 [-14.79283767  11.19536242   0.           0.        ]]",[ 0.0409758   0.05706117],[-0.01000903  0.22722457]
25,-0.310367208515,[ 0.22016424 -1.11132006],-0.310367208515,"[ 1.03928915  0.86713952 -0.19195742  0.95663692 -0.6844561  -0.89598533
 -1.53688869  0.82406031  1.37674412  1.03468359  0.        ]","[[ -6.41299231   0.75026657  -0.08521797  -0.09500529]
 [-18.0123359    7.01450026   0.           0.        ]]",[ 0.0409758   0.05706117],[-0.00912399  0.22840068]
26,-0.290474222876,[-0.70701689  0.54685589],-0.290474222876,"[ 0.89597167  0.77782566 -0.70200376  1.07322629 -0.68442665 -0.89593799
 -1.42556306  0.28797579  1.39288368  0.64997212  0.        ]","[[ -6.76091618   0.84942182  -0.08521797  -0.09500529]
 [-16.78409813   2.91470037   0.           0.        ]]",[ 0.0409758   0.05706117],[-0.00964846  0.22872753]
27,-0.263436442611,[-0.180207    0.73039847],-0.263436442611,"[ 0.59264432  0.70034699 -1.13993541  1.15766698 -0.68439719 -0.89589066
 -1.64866986  0.56350267  1.30118482  0.25641969  0.        ]","[[ -7.1213434    0.92885961  -0.08521797  -0.09500529]
 [-19.25046309   5.02198597   0.           0.        ]]",[ 0.0409758   0.05706117],[-0.00856719  0.22834592]
28,-0.228082994641,[-1.39802814  0.97069937],-0.228082994641,"[ 0.13421313  0.56528398 -1.44540861  1.27596883 -0.68436774 -0.89584334
 -1.67869502  0.92846069  1.08999845 -0.06920349  0.        ]","[[ -7.50970073   1.0573065   -0.08521797  -0.09500529]
 [-19.58420497   7.81337025   0.           0.        ]]",[ 0.0409758   0.05706117],[-0.00823505  0.22869951]
29,-0.184386202902,[-1.40468424  2.79556593],-0.184386202902,"[-0.44784244  0.343674   -1.53052508  1.40781246 -0.6843383  -0.89579602
 -2.00171902  1.41059108  0.78592979 -0.27276676  0.        ]","[[ -7.93721892   1.25057832  -0.08521797  -0.09500529]
 [-23.15585972  11.50136681   0.           0.        ]]",[ 0.0409758   0.05706117],[-0.00818196  0.22786236]
30,-0.130481004551,[ 1.2313741   0.87084945],-0.130481004551,"[-1.09277095  0.01457806 -1.28199584  1.49117767 -0.68430886 -0.89574872
 -2.31826689  1.89806583  0.42117221 -0.31261255  0.        ]","[[ -8.43547063   1.51803167  -0.08521797  -0.09500529]
 [-26.65782153  15.23135467   0.           0.        ]]",[ 0.0409758   0.05706117],[-0.00891745  0.22587718]
31,-0.0813179594252,[-0.27451619 -0.25835317],-0.0813179594252,"[-1.54616914 -0.40284267 -0.73346307  1.42603094 -0.68427942 -0.89570142
 -1.91231867  2.30863926  0.15195623 -0.15843551  0.        ]","[[ -8.92365459   1.85419554  -0.08521797  -0.09500529]
 [-22.17526998  18.37478613   0.           0.        ]]",[ 0.0409758   0.05706117],[-0.01082039  0.22416808]
32,-0.0554231510939,[ 2.3627811   0.06264975],-0.0554231510939,"[-1.71429692 -0.79861298 -0.07054204  1.1621415  -0.68424998 -0.89565412
 -1.97081421  2.12675205  0.02854852  0.08311967  0.        ]","[[ -9.37367681   2.20775809  -0.08521797  -0.09500529]
 [-22.82477049  16.98612886   0.           0.        ]]",[ 0.0409758   0.05706117],[-0.01236711  0.22026899]
33,-0.0683671442852,[-1.27864407 -1.08640884],-0.0683671442852,"[-1.6266722  -1.09167774  0.55393026  0.75106038 -0.68422055 -0.89560684
 -1.57165415  2.11470332  0.0279081   0.32289249  0.        ]","[[ -9.78593372   2.54657985  -0.08521797  -0.09500529]
 [-18.41538954  16.89655002   0.           0.        ]]",[ 0.0409758   0.05706117],[-0.01291231  0.2172372 ]
34,-0.0950283506387,[ 0.545512   -0.70941566],-0.0950283506387,"[-1.32982671 -1.25127655  1.07820577  0.30377996 -0.68419113 -0.89555956
 -1.89672665  1.55317488  0.09723118  0.50878901  0.        ]","[[-10.19031511   2.84141822  -0.08521797  -0.09500529]
 [-22.0107675   12.60161921   0.           0.        ]]",[ 0.0409758   0.05706117],[-0.01312409  0.21412879]
35,-0.111328877908,[ 0.89917167 -0.07631041],-0.111328877908,"[-0.85963863 -1.30083902  1.43565861 -0.02405687 -0.6841617  -0.89551229
 -1.66175787  0.46718679  0.15690415  0.59843803  0.        ]","[[-10.60449403   3.03984036  -0.08521797  -0.09500529]
 [-19.41582481   4.29276991   0.           0.        ]]",[ 0.0409758   0.05706117],[-0.01338126  0.21321982]
36,-0.114683082121,[ 1.34146295  0.22787745],-0.114683082121,"[-0.39080509 -1.3031209   1.5507026  -0.05906773 -0.68413228 -0.89546503
 -1.30480739 -0.18917651  0.16291026  0.62310944  0.        ]","[[-10.95323769   3.06065759  -0.08521797  -0.09500529]
 [-15.47160716  -0.72904413   0.           0.        ]]",[ 0.0409758   0.05706117],[-0.01379822  0.21434829]
37,-0.114078652132,[ 1.00271862  1.42440187],-0.114078652132,"[-0.02451735 -1.30058632  1.51326327 -0.02343251 -0.68410287 -0.89541777
 -0.91884396 -0.23711388  0.13354669  0.64536899  0.        ]","[[-11.21987204   3.03947082  -0.08521797  -0.09500529]
 [-11.20602972  -1.095854     0.           0.        ]]",[ 0.0409758   0.05706117],[-0.01430155  0.21507134]
38,-0.115098797687,[ 0.75082836  0.34762854],-0.115098797687,"[ 0.2147602  -1.29806176  1.42601455  0.00584042 -0.68407346 -0.89537052
 -0.54054513 -0.17904251  0.11680386  0.66852594  0.        ]","[[-11.40204165   3.02203274  -0.08521797  -0.09500529]
 [ -7.02486707  -0.65162193   0.           0.        ]]",[ 0.0409758   0.05706117],[-0.0147572   0.21557769]
39,-0.116334274575,[-1.02720102 -0.74295825],-0.116334274575,"[ 0.35008638 -1.29635913  1.35087348  0.0230185  -0.68404405 -0.89532328
 -0.25899739 -0.14343244  0.1095954   0.68472348  0.        ]","[[-11.51131697   3.0117829   -0.08521797  -0.09500529]
 [ -3.91303543  -0.3792286    0.           0.        ]]",[ 0.0409758   0.05706117],[-0.01505141  0.2160302 ]
