timestep,original_rewards,logstd_action_dist,avg_action_dist,rewards,obs,human_obs,actions
0,-0.229680091391,[-0.00311096 -0.09449045],[ 0.02801649 -0.52355832],-1.41914,"[ 1.05565899  1.36855256 -0.01646731  0.38736593 -0.19357248  0.07380879
 -0.06442973  0.23200207  1.20860831 -0.08324589  0.        ]","[[-0.02417712 -0.03212532 -0.01903578  0.01110915]
 [ 0.00481876  0.00296728  0.          0.        ]]",[-1.17569424 -0.6905177 ]
1,-0.230096372419,[-0.00311096 -0.09449045],[ 0.02848023 -0.52397227],-1.36027,"[ 1.05318438  1.36698422 -0.07659833  0.33321614 -0.19357012  0.07380792
 -0.4313245  -0.14510426  1.20323295 -0.16296971  0.        ]","[[-0.06376156 -0.0594839  -0.01903578  0.01110915]
 [-3.9500997  -2.72972237  0.          0.        ]]",[ 1.28883844  0.43443985]
2,-0.230403525569,[-0.00311096 -0.09449045],[ 0.03002928 -0.52454734],-1.40206,"[ 1.04866125  1.36345825 -0.13498935  0.26051062 -0.19356775  0.07380705
 -0.05714564  0.09952597  1.19263802 -0.24795998  0.        ]","[[-0.10229606 -0.09629246 -0.01903578  0.01110915]
 [ 0.0832252  -0.95703685  0.          0.        ]]",[-0.75086514 -0.4165017 ]
3,-0.230514831569,[-0.00311096 -0.09449045],[ 0.03047221 -0.52518755],-1.36354,"[ 1.04403636  1.35850637 -0.17750049  0.19066118 -0.19356539  0.07380618
 -0.33280254 -0.12528861  1.18027972 -0.31580684  0.        ]","[[-0.13044404 -0.13177823 -0.01903578  0.01110915]
 [-2.88813548 -2.58611449  0.          0.        ]]",[-0.7137701   0.68130063]
4,-0.23087531341,[-0.00311096 -0.09449045],[ 0.03280025 -0.52683783],-1.49791,"[ 1.02327321  1.35425794 -0.30557738  0.14334317 -0.19356303  0.0738053
 -0.58954822  0.25421112  1.14672058 -0.45628809  0.        ]","[[-0.21597437 -0.15590938 -0.01903578  0.01110915]
 [-5.65567643  0.16383372  0.          0.        ]]",[ 1.66237996 -1.90594869]
5,-0.230878664817,[-0.00311096 -0.09449045],[ 0.0331092  -0.52595186],-1.43144,"[ 0.99787875  1.34652853 -0.4119987   0.07212298 -0.19356067  0.07380443
 -0.21202044 -0.29289102  1.10345099 -0.58271195  0.        ]","[[-0.28825951 -0.19240872 -0.01903578  0.01110915]
 [-1.58639515 -3.800553    0.          0.        ]]",[-0.13983049 -1.73379477]
6,-0.229553162038,[-0.00311096 -0.09449045],[ 0.03299069 -0.52655357],-1.37194,"[ 0.9821562   1.31195229 -0.46555529 -0.14849676 -0.19355831  0.07380356
 -0.26029403 -0.82891205  1.03977204 -0.70774214  0.        ]","[[-0.3252081  -0.30739065 -0.01903578  0.01110915]
 [-2.1067576  -7.68469512  0.          0.        ]]",[-1.49978898 -0.72919641]
7,-0.225642042057,[-0.00311096 -0.09449045],[ 0.03409587 -0.52744776],-1.31891,"[ 0.94115858  1.22674281 -0.58110884 -0.47886512 -0.19355595  0.07380269
 -0.62337358 -1.20614635  0.89349677 -0.90836446  0.        ]","[[ -0.40660864  -0.48851254  -0.01903578   0.01110915]
 [ -6.02035464 -10.41838722   0.           0.        ]]",[ 0.13166872  0.86633017]
8,-0.219590516299,[-0.00311096 -0.09449045],[ 0.03619303 -0.52921355],-1.3878,"[ 0.86943421  1.11336521 -0.73608253 -0.76440113 -0.19355359  0.07380182
 -0.56414465 -0.704284    0.68783516 -1.09287392  0.        ]","[[-0.5206119  -0.66039488 -0.01903578  0.01110915]
 [-5.3820488  -6.78196263  0.          0.        ]]",[ 0.32957778 -1.75016882]
9,-0.211399819679,[-0.00311096 -0.09449045],[ 0.03472727 -0.52689761],-1.3036,"[ 0.79874461  0.96978759 -0.85591176 -1.01696141 -0.19355123  0.07380094
 -0.43321185 -1.23222483  0.47382772 -1.20103111  0.        ]","[[ -0.61409342  -0.83441889  -0.01903578   0.01110915]
 [ -3.97086383 -10.60768431   0.           0.        ]]",[-1.44892501 -1.96361434]
10,-0.196321876456,[-0.00311096 -0.09449045],[ 0.03063985 -0.52436233],-1.25378,"[ 0.69496129  0.72192665 -0.99648579 -1.30028886 -0.19354887  0.07380007
 -0.79299564 -1.74943039  0.16913894 -1.24876162  0.        ]","[[ -7.32417552e-01  -1.08418045e+00  -1.90357784e-02   1.11091490e-02]
 [ -7.84889519e+00  -1.43559817e+01   0.00000000e+00   0.00000000e+00]]",[ 1.26314692 -0.27399681]
11,-0.174170846932,[-0.00311096 -0.09449045],[ 0.02763748 -0.51890922],-1.11328,"[ 0.57928519  0.38490668 -1.12023041 -1.49402794 -0.19354651  0.0737992
 -0.4115811  -1.85995002 -0.14234119 -1.16793715  0.        ]","[[ -8.48150287e-01  -1.37934251e+00  -1.90357784e-02   1.11091490e-02]
 [ -3.73796299e+00  -1.51575372e+01   0.00000000e+00   0.00000000e+00]]",[-0.37997951  0.5594293 ]
12,-0.149749666694,[-0.00311096 -0.09449045],[ 0.02408947 -0.51506174],-1.0799,"[ 0.4816301   0.04875634 -1.20518967 -1.52277004 -0.19354415  0.07379833
 -0.54439949 -1.51274886 -0.35843022 -0.99609813  0.        ]","[[ -9.37273856e-01  -1.65725392e+00  -1.90357784e-02   1.11091490e-02]
 [ -5.16959236e+00  -1.26419935e+01   0.00000000e+00   0.00000000e+00]]",[ 1.31457646 -1.59704782]
13,-0.121600476384,[-0.00311096 -0.09449045],[ 0.01830008 -0.50650215],-0.9452,"[ 0.40896034 -0.29310389 -1.25912203 -1.39133101 -0.19354179  0.07379746
 -0.16775612 -2.02456235 -0.48111102 -0.76693654  0.        ]","[[ -9.99936224e-01  -1.94731521e+00  -1.90357784e-02   1.11091490e-02]
 [ -1.11011928e+00  -1.63517471e+01   0.00000000e+00   0.00000000e+00]]",[-0.18266873 -1.1212606 ]
14,-0.0838463677225,[-0.00311096 -0.09449045],[ 0.01048052 -0.49739113],-0.896963,"[ 0.3739992  -0.66569326 -1.28256572 -1.01187913 -0.19353943  0.07379658
 -0.23291482 -2.52605546 -0.49644889 -0.4744994   0.        ]","[[ -1.02918403e+00  -2.31082933e+00  -1.90357784e-02   1.11091490e-02]
 [ -1.81242846e+00  -1.99875549e+01   0.00000000e+00   0.00000000e+00]]",[-0.80988485 -1.96113026]
15,-0.0349259996475,[-0.00311096 -0.09449045],[ 0.00369577 -0.49085429],-0.909744,"[ 0.29028443 -0.96774507 -1.33283025 -0.31167657 -0.19353707  0.07379571
 -0.52721165 -3.01744988 -0.38173451 -0.14913689  0.        ]","[[ -1.09725740e+00  -2.74633756e+00  -1.90357784e-02   1.11091490e-02]
 [ -4.98439911e+00  -2.35514139e+01   0.00000000e+00   0.00000000e+00]]",[ 0.32522312  0.79555744]
16,-0.00986475810384,[-0.00311096 -0.09449045],[ 0.00496365 -0.48792207],-0.917463,"[ 0.18060834 -1.06130397 -1.38722401  0.4250362  -0.19353471  0.07379484
 -0.39856152 -0.84238812 -0.2026209   0.02219817  0.        ]","[[-1.18303982 -3.12837973 -0.01903578  0.01110915]
 [-3.59789837 -7.78680241  0.          0.        ]]",[-0.26120276 -0.12674378]
17,-0.01763220787,[-0.00311096 -0.09449045],[ 0.00983289 -0.48831877],-0.922243,"[ 0.07261691 -1.06132337 -1.42936252  0.47092148 -0.19353235  0.07379397
 -0.48785947  0.55358439 -0.14497011  0.04863521  0.        ]","[[-1.26465341 -3.15154234 -0.01903578  0.01110915]
 [-4.56039656  2.33116049  0.          0.        ]]",[-0.38889466 -1.33523045]
18,-0.0124250141795,[-0.00311096 -0.09449045],[ 0.01000266 -0.48850057],-0.922005,"[-0.0714045  -1.06005701 -1.46958401  0.35957532 -0.19352999  0.0737931
 -0.6223376   0.60543269 -0.17963115  0.03929234  0.        ]","[[-1.37040392 -3.09533134 -0.01903578  0.01110915]
 [-6.00985052  2.70702036  0.          0.        ]]",[-0.45710201 -0.33404827]
19,-0.00874974479924,[-0.00311096 -0.09449045],[ 0.00972783 -0.4882386 ],-0.923599,"[-0.26262613 -1.05629987 -1.49691891  0.27108939 -0.19352764  0.07379222
 -0.77921189  0.47013099 -0.20348997  0.04068401  0.        ]","[[-1.50756594 -3.05056525 -0.01903578  0.01110915]
 [-7.70071744  1.72642826  0.          0.        ]]",[-1.15288961 -0.84532139]
20,-0.00757395723535,[-0.00311096 -0.09449045],[ 0.00969798 -0.48859277],-0.928278,"[-0.53258604 -1.05311106 -1.48727059  0.22149174 -0.19352528  0.07379135
 -1.13240859  0.35157597 -0.20923248  0.0542961   0.        ]","[[ -1.69977597e+00  -3.02539946e+00  -1.90357784e-02   1.11091490e-02]
 [ -1.15075947e+01   8.67205501e-01   0.00000000e+00   0.00000000e+00]]",[ 0.10791698  0.65429761]
21,-0.00637422397252,[-0.00311096 -0.09449045],[ 0.01043777 -0.48882374],-0.909165,"[-0.83753833 -1.04588175 -1.40632274  0.13677559 -0.19352292  0.07379048
 -1.07158599  0.70666804 -0.22167157  0.07749299  0.        ]","[[ -1.92335386  -2.9822328   -0.01903578   0.01110915]
 [-10.85237312   3.44088553   0.           0.        ]]",[ 0.92276647 -0.91312096]
22,-0.00812997888132,[-0.00311096 -0.09449045],[ 0.01086567 -0.48815542],-0.963729,"[-1.06400352 -1.03910495 -1.29058354  0.07461527 -0.19352056  0.07378961
 -0.71265888  0.19843296 -0.2253522   0.10134315  0.        ]","[[-2.10159041 -2.95037257 -0.01903578  0.01110915]
 [-6.98418067 -0.24259491  0.          0.        ]]",[-1.23755453  1.87971252]
23,-0.0115481889189,[-0.00311096 -0.09449045],[ 0.01079593 -0.48846206],-0.910546,"[-1.26764915 -1.03028873 -1.13352061  0.00692066 -0.1935182   0.07378874
 -1.06715313  0.74540519 -0.22568436  0.12989423  0.        ]","[[ -2.27960967  -2.91544944  -0.01903578   0.01110915]
 [-10.80500111   3.72170949   0.           0.        ]]",[ 1.43843467  0.14464218]
24,-0.0176683958258,[-0.00311096 -0.09449045],[ 0.01124438 -0.48840594],-0.92593,"[-1.43894354 -1.00490723 -0.94444297 -0.14492452 -0.19351584  0.07378787
 -0.67992286  0.81427982 -0.2460742   0.18053032  0.        ]","[[-2.45383831 -2.83600563 -0.01903578  0.01110915]
 [-6.63177912  4.22099417  0.          0.        ]]",[-1.60902924 -2.11874012]
25,-0.0235307189995,[-0.00311096 -0.09449045],[ 0.01144631 -0.4895815 ],-0.893709,"[-1.57508622 -0.98774331 -0.73036039 -0.2271921  -0.19351348  0.07378699
 -1.03508866  0.25640318 -0.23629543  0.22093576  0.        ]","[[ -2.62488167  -2.79215245  -0.01903578   0.01110915]
 [-10.45980162   0.1778187    0.           0.        ]]",[ 1.23332965 -0.27255802]
26,-0.026677505535,[-0.00311096 -0.09449045],[ 0.0126663  -0.48845753],-0.89682,"[-1.67375463 -0.9907287  -0.49957488 -0.21357209 -0.19351112  0.07378612
 -0.64850662  0.10703841 -0.19484599  0.23164749  0.        ]","[[-2.79227661 -2.79945695 -0.01903578  0.01110915]
 [-6.29357945 -0.90467814  0.          0.        ]]",[-0.25826438 -2.31365062]
27,-0.0270348744599,[-0.00311096 -0.09449045],[ 0.01264347 -0.48798481],-0.914554,"[-1.72643763 -1.01228997 -0.30271032 -0.10492637 -0.19350876  0.07378525
 -0.7318295  -0.43683221 -0.14290532  0.19940385  0.        ]","[[-2.92715932 -2.85709833 -0.01903578  0.01110915]
 [-7.19171732 -4.8463238   0.          0.        ]]",[ 0.02915725  0.82001421]
28,-0.0280311637723,[-0.00311096 -0.09449045],[ 0.01289321 -0.48577586],-0.910946,"[-1.75481895 -1.03152668 -0.09031867  0.01666518 -0.19350641  0.07378438
 -0.70788888  0.02443627 -0.10023045  0.15161002  0.        ]","[[-3.06840645 -2.92048409 -0.01903578  0.01110915]
 [-6.93383812 -1.50339576  0.          0.        ]]",[ 1.30319071  1.37720412]
29,-0.0301242710889,[-0.00311096 -0.09449045],[ 0.01307066 -0.48450807],-0.906295,"[-1.75808331 -1.02878858  0.05795224 -0.00257025 -0.19350405  0.07378351
 -0.32775816  0.57492427 -0.08644801  0.15455163  0.        ]","[[-3.16597982 -2.91052357 -0.01903578  0.01110915]
 [-2.83714779  2.48614417  0.          0.        ]]",[-0.70461583  0.04532452]
30,-0.0336575273451,[-0.00311096 -0.09449045],[ 0.01247969 -0.48574477],-0.895297,"[-1.75013414 -1.01302998  0.18562352 -0.10036835 -0.19350169  0.07378264
 -0.58139539  0.59287537 -0.07845801  0.18860455  0.        ]","[[-3.25014956 -2.8594948  -0.01903578  0.01110915]
 [-5.57071104  2.61630584  0.          0.        ]]",[ 0.06155863  0.59575527]
31,-0.0398018367701,[-0.00311096 -0.09449045],[ 0.01173647 -0.48678637],-0.883033,"[-1.72550987 -0.98417831  0.34740255 -0.24231226 -0.19349933  0.07378176
 -0.54852831  0.91121973 -0.06369945  0.23892251  0.        ]","[[-3.3580108  -2.78401981 -0.01903578  0.01110915]
 [-5.21659353  4.92350477  0.          0.        ]]",[ 0.97966724 -1.04931865]
32,-0.04477482086,[-0.00311096 -0.09449045],[ 0.01271613 -0.48798731],-0.88675,"[-1.70314336 -0.95770363  0.44227347 -0.34832367 -0.19349697  0.07378089
 -0.17904651  0.35140968 -0.05290606  0.27794246  0.        ]","[[-3.42239146 -2.7262541  -0.01903578  0.01110915]
 [-1.23475131  0.86657602  0.          0.        ]]",[ 1.02187531 -1.69542735]
33,-0.0429911379919,[-0.00311096 -0.09449045],[ 0.01359772 -0.48799109],-0.888146,"[-1.70886262 -0.96846265  0.41990367 -0.30720014 -0.19349461  0.07378002
  0.19058884 -0.19731893 -0.05487488  0.2619211   0.        ]","[[-3.40711878 -2.74882145 -0.01903578  0.01110915]
 [ 2.74874869 -3.11005524  0.          0.        ]]",[ 0.20223509 -1.096573  ]
34,-0.0359503868035,[-0.00311096 -0.09449045],[ 0.01346338 -0.48761904],-0.895549,"[-1.72918354 -1.00972162  0.32752287 -0.11814523 -0.19349226  0.07377915
  0.25982392 -0.73518919 -0.06122221  0.18895465  0.        ]","[[-3.34465732 -2.85013224 -0.01903578  0.01110915]
 [ 3.49490593 -7.00803143  0.          0.        ]]",[ 0.61746505  0.17211935]
35,-0.0299706630555,[-0.00311096 -0.09449045],[ 0.01298157 -0.48579484],-0.899407,"[-1.7496107  -1.0455147   0.18676398  0.13649969 -0.1934899   0.07377828
  0.48025602 -0.62197362 -0.06869707  0.09388842  0.        ]","[[-3.25092445 -2.98206175 -0.01903578  0.01110915]
 [ 5.8704738  -6.18764997  0.          0.        ]]",[ 1.28093492 -0.42925964]
