timestep,original_rewards,logstd_action_dist,avg_action_dist,rewards,obs,human_obs,actions
0,-0.229866150862,[-0.04890511 -0.23084931],[ 0.69752783 -1.28735518],-1.65063,"[ 1.0970326   1.87034992 -0.15251046  0.87800816 -0.04767359  0.62286563
 -0.17883409  0.33974641  1.25244702 -0.58079827  0.        ]","[[-0.07814276  0.08775549 -0.00611882  0.07240348]
 [ 0.00435825 -0.004448    0.          0.        ]]",[ 1.08392237 -2.86629423]
1,-0.228749467815,[-0.04890511 -0.23084931],[ 0.64383107 -1.24509454],-1.52511,"[ 1.10022107  1.87378832 -0.09220467  0.7684381  -0.0476734   0.62286226
  0.14186696 -0.2149726   1.25405027 -0.54906959  0.        ]","[[-0.03835049  0.04792415 -0.00611882  0.07240348]
 [ 3.96168579 -3.96548114  0.          0.        ]]",[ 1.52247953 -0.99658176]
2,-0.224909916588,[-0.04890511 -0.23084931],[ 0.53783631 -1.19177032],-1.47561,"[ 1.09683289  1.87206437  0.08703063  0.44293302 -0.04767322  0.62285888
  0.45622163 -0.75680751  1.25233153 -0.45461124  0.        ]","[[  7.98026011e-02  -7.02049624e-02  -6.11881742e-03   7.24034805e-02]
 [  7.84070643e+00  -7.83452656e+00   0.00000000e+00   0.00000000e+00]]",[ 0.18127563 -1.06117251]
3,-0.219166945569,[-0.04890511 -0.23084931],[ 0.46695799 -1.13873982],-1.435,"[ 1.06089763  1.83029574  0.33022815 -0.08598908 -0.04767303  0.62285551
  0.50188786 -1.28961631  1.23400063 -0.35495393  0.        ]","[[  2.42270779e-01  -2.65068911e-01  -6.11881742e-03   7.24034805e-02]
 [  8.40423550e+00  -1.16391766e+01   0.00000000e+00   0.00000000e+00]]",[-0.06612377 -1.46208608]
4,-0.212352908156,[-0.04890511 -0.23084931],[ 0.42731124 -1.07764101],-1.39431,"[ 0.98893364  1.69534541  0.56569983 -0.77004794 -0.04767284  0.62285213
  0.46733109 -1.81179662  1.19143332 -0.32417774  0.        ]","[[  4.06077741e-01  -5.35265667e-01  -6.11881742e-03   7.24034805e-02]
 [  7.97785065e+00  -1.53680635e+01   0.00000000e+00   0.00000000e+00]]",[ 0.59082276 -1.70732713]
5,-0.200679995538,[-0.04890511 -0.23084931],[ 0.3518042  -0.98856115],-1.29245,"[ 0.86970004  1.40932548  0.80752385 -1.4875514  -0.04767266  0.62284876
  0.64407195 -2.32371337  1.10513553 -0.33654121  0.        ]","[[  5.87516519e-01  -8.79307620e-01  -6.11881742e-03   7.24034805e-02]
 [  1.01587767e+01  -1.90238934e+01   0.00000000e+00   0.00000000e+00]]",[ 0.49323089 -1.07969018]
6,-0.179944422397,[-0.04890511 -0.23084931],[ 0.24939877 -0.88032937],-1.12888,"[ 0.67424357  0.93865042  1.06378146 -2.01721347 -0.04767247  0.62284538
  0.78602723 -2.82537604  0.9494149  -0.36053279  0.        ]","[[  8.08267432e-01  -1.29573521e+00  -6.11881742e-03   7.24034805e-02]
 [  1.19104819e+01  -2.26068572e+01   0.00000000e+00   0.00000000e+00]]",[ 0.2299559 -0.2665479]
7,-0.150642360747,[-0.04890511 -0.23084931],[ 0.18758067 -0.79505819],-0.94251,"[ 0.40363841  0.35525763  1.28533797 -2.0746938  -0.04767228  0.62284201
  0.84069534 -2.91031703  0.72123115 -0.39898915  0.        ]","[[  1.05324569e+00  -1.75396613e+00  -6.11881742e-03   7.24034805e-02]
 [  1.25851220e+01  -2.32141859e+01   0.00000000e+00   0.00000000e+00]]",[ 0.36879058 -0.15051117]
8,-0.117101653318,[-0.04890511 -0.23084931],[ 0.09151828 -0.70313972],-0.776562,"[ 0.0670836  -0.1874335   1.43555749 -1.56053332 -0.0476721   0.62283863
  0.93882878 -2.92922248  0.44008455 -0.44312337  0.        ]","[[  1.31709777e+00  -2.21961244e+00  -6.11881742e-03   7.24034805e-02]
 [  1.37961122e+01  -2.33499754e+01   0.00000000e+00   0.00000000e+00]]",[-0.62628028 -0.670308  ]
9,-0.0893805577221,[-0.04890511 -0.23084931],[ 0.03584863 -0.63926715],-0.709453,"[-0.27199515 -0.57760512  1.48411309 -0.52049579 -0.04767191  0.62283526
  0.7157646  -3.23594011  0.1114653  -0.52757045  0.        ]","[[  1.56540583e+00  -2.70859816e+00  -6.11881742e-03   7.24034805e-02]
 [  1.10436934e+01  -2.55413979e+01   0.00000000e+00   0.00000000e+00]]",[ 1.26313167 -0.60176067]
10,-0.0816930525544,[-0.04890511 -0.23084931],[-0.00937746 -0.6123997 ],-0.851785,"[-0.62504571 -0.69598104  1.43578162  0.69334826 -0.04767172  0.62283188
  1.01896072 -1.01503218 -0.15239064 -0.59079455  0.        ]","[[  1.82381265e+00  -3.16225099e+00  -6.11881742e-03   7.24034805e-02]
 [  1.47850348e+01  -9.68051891e+00   0.00000000e+00   0.00000000e+00]]",[-0.09231622  1.24318193]
11,-0.0841131642862,[-0.04890511 -0.23084931],[ 0.0394201  -0.63775486],-0.835059,"[-0.99177841 -0.69479974  1.26642302  0.76737131 -0.04767154  0.62282851
  0.96565841  0.77595853 -0.2105407  -0.61867789  0.        ]","[[  2.11291685e+00  -3.18911632e+00  -6.11881742e-03   7.24034805e-02]
 [  1.41274090e+01   3.11013752e+00   0.00000000e+00   0.00000000e+00]]",[-0.17789241 -0.91316392]
12,-0.0788448695014,[-0.04890511 -0.23084931],[ 0.05339132 -0.6434148 ],-0.827491,"[-1.28395592 -0.69586296  1.00741426  0.56897123 -0.04767135  0.62282513
  0.88590849  0.8169679  -0.14767815 -0.56659456  0.        ]","[[  2.38559275e+00  -3.11714007e+00  -6.11881742e-03   7.24034805e-02]
 [  1.31434236e+01   3.40304942e+00   0.00000000e+00   0.00000000e+00]]",[ 2.13270684 -0.59767799]
13,-0.0712685396241,[-0.04890511 -0.23084931],[ 0.05303564 -0.64376658],-0.782999,"[-1.51896054 -0.6921493   0.63448576  0.41652624 -0.04767116  0.62282176
  1.18567288  0.63559588 -0.12317911 -0.4978611   0.        ]","[[  2.68557484e+00  -3.06176889e+00  -6.11881742e-03   7.24034805e-02]
 [  1.68424536e+01   2.10778320e+00   0.00000000e+00   0.00000000e+00]]",[ 0.94549799 -1.43695141]
14,-0.0632594270945,[-0.04890511 -0.23084931],[ 0.0820221  -0.65882671],-0.785893,"[-1.6550404  -0.68838485  0.09473686  0.33207849 -0.04767098  0.62281838
  1.46200787  0.48912288 -0.13851675 -0.43624641  0.        ]","[[  3.05663766e+00  -3.03100100e+00  -6.11881742e-03   7.24034805e-02]
 [  2.02524693e+01   1.06174723e+00   0.00000000e+00   0.00000000e+00]]",[-0.22627051 -0.86610373]
15,-0.0574871621756,[-0.04890511 -0.23084931],[ 0.13889381 -0.69105047],-0.79596,"[-1.59541081 -0.68609516 -0.49299888  0.29077703 -0.04767079  0.62281501
  1.3568955   0.41132955 -0.17891745 -0.39950078  0.        ]","[[  3.44867540e+00  -3.01591683e+00  -6.11881742e-03   7.24034805e-02]
 [  1.89556307e+01   5.06192710e-01   0.00000000e+00   0.00000000e+00]]",[-0.29759541 -0.4815303 ]
16,-0.0555079831864,[-0.04890511 -0.23084931],[ 0.16941953 -0.71097934],-0.804196,"[-1.36099929 -0.68486029 -0.97757248  0.27048771 -0.04767061  0.62281163
  1.23098315  0.37645356 -0.22451196 -0.39040766  0.        ]","[[  3.81220083e+00  -3.00849664e+00  -6.11881742e-03   7.24034805e-02]
 [  1.74020910e+01   2.57135568e-01   0.00000000e+00   0.00000000e+00]]",[ 0.3810776  -0.09831548]
17,-0.0570180516496,[-0.04890511 -0.23084931],[ 0.18640444 -0.7197572 ],-0.839934,"[-0.98972997 -0.68415779 -1.33586165  0.25946651 -0.04767042  0.62280826
  1.32532366  0.36129314 -0.26831125 -0.40338068  0.        ]","[[  4.17192432e+00  -3.00446310e+00  -6.11881742e-03   7.24034805e-02]
 [  1.85663791e+01   1.48878221e-01   0.00000000e+00   0.00000000e+00]]",[ 2.07890163 -0.25176644]
18,-0.0620155426906,[-0.04890511 -0.23084931],[ 0.20827603 -0.72517622],-0.792789,"[-0.46256962 -0.68379842 -1.53880091  0.25398219 -0.04767023  0.62280488
  1.61637687  0.34934535 -0.30777648 -0.43972548  0.        ]","[[  4.57928894e+00  -3.00245531e+00  -6.11881742e-03   7.24034805e-02]
 [  2.21581141e+01   6.35638224e-02   0.00000000e+00   0.00000000e+00]]",[-0.10378035 -0.93952732]
