timestep,original_rewards,logstd_action_dist,avg_action_dist,rewards,obs,human_obs,actions
0,-0.198006262195,[-0.23230226 -0.23091744],[ 0.13523155 -1.77443147],-2.03073,"[ 0.97286424  2.25376125 -0.09660667  1.05653208  0.09105515  0.39122264
 -0.42392117  0.37059374  1.23846411 -0.0621057   0.        ]","[[ 0.09106406  0.06578776  0.01110072  0.04483599]
 [-0.00411551  0.0025235   0.          0.        ]]",[-0.51359796 -0.88237118]
1,-0.199868371463,[-0.23230226 -0.23091744],[ 0.51816529 -1.58661556],-2.15423,"[ 0.97531358  2.25614202 -0.12856107  0.94106079  0.09105503  0.39122207
 -0.56651021 -0.10866544  1.24567862 -0.13580437  0.        ]","[[ 0.07061121  0.03079094  0.01110072  0.04483599]
 [-2.03441218 -3.4905657   0.          0.        ]]",[-0.72307116 -2.32003162]
2,-0.205545961979,[-0.23230226 -0.23091744],[ 1.0445646  -1.34103727],-2.28928,"[ 0.97900851  2.25247613 -0.23657687  0.58180883  0.09105491  0.3912215
 -0.76446542 -0.64229716  1.24942586 -0.37670297  0.        ]","[[  1.64279800e-03  -7.80438352e-02   1.11007178e-02   4.48359861e-02]
 [ -4.85305748e+00  -7.37995251e+00   0.00000000e+00   0.00000000e+00]]",[ 1.94449179 -2.8763073 ]
3,-0.210990753601,[-0.23230226 -0.23091744],[ 0.9589321 -1.2461071],-2.18177,"[ 0.9767836   2.20762314 -0.32493032 -0.02239864  0.0910548   0.39122092
 -0.4797992  -1.16572546  1.2086447  -0.66582513  0.        ]","[[ -5.47505709e-02  -2.63920448e-01   1.11007178e-02   4.48359861e-02]
 [ -7.99795551e-01  -1.11949858e+01   0.00000000e+00   0.00000000e+00]]",[ 1.37974519 -1.66775307]
4,-0.210852998304,[-0.23230226 -0.23091744],[ 0.81949937 -1.13906598],-2.11198,"[ 0.97829771  2.0653255  -0.28755442 -0.81733484  0.09105468  0.39122035
 -0.20077067 -1.67877439  1.12551599 -0.85939256  0.        ]","[[ -3.08841836e-02  -5.25339206e-01   1.11007178e-02   4.48359861e-02]
 [  3.17319600e+00  -1.49344047e+01   0.00000000e+00   0.00000000e+00]]",[ 0.07026039 -2.11142016]
5,-0.20406122269,[-0.23230226 -0.23091744],[ 0.68444401 -1.01380646],-2.00582,"[ 0.9781071   1.76247412 -0.18469469 -1.66581852  0.09105456  0.39121978
 -0.18560352 -2.18146123  0.98213553 -1.00741696  0.        ]","[[  3.47475296e-02  -8.60789061e-01   1.11007178e-02   4.48359861e-02]
 [  3.38915232e+00  -1.85983650e+01   0.00000000e+00   0.00000000e+00]]",[ 0.09119775 -2.88963619]
6,-0.188981091912,[-0.23230226 -0.23091744],[ 0.58294624 -0.88220388],-1.77143,"[ 0.97075006  1.25932605 -0.07411717 -2.31454382  0.09105445  0.3912192
 -0.16497222 -2.67418023  0.74313252 -1.12650367  0.        ]","[[  1.05479446e-01  -1.26879025e+00   1.11007178e-02   4.48359861e-02]
 [  3.68291080e+00  -2.21897772e+01   0.00000000e+00   0.00000000e+00]]",[ 0.62005736 -1.74708408]
7,-0.161779161472,[-0.23230226 -0.23091744],[ 0.40804705 -0.80169976],-1.42953,"[  9.48509631e-01   5.86923047e-01   7.69015868e-02  -2.41235239e+00
   9.10543284e-02   3.91218628e-01   2.19186406e-03  -3.15716547e+00
   4.22204983e-01  -1.12045518e+00   0.00000000e+00]","[[  2.03018830e-01  -1.74790986e+00   1.11007178e-02   4.48359861e-02]
 [  6.06309640e+00  -2.57103909e+01   0.00000000e+00   0.00000000e+00]]",[ 0.32657611 -0.48206183]
8,-0.122467508321,[-0.23230226 -0.23091744],[ 0.18003641 -0.77419144],-1.02116,"[ 0.89596623 -0.08334657  0.27772794 -1.67574804  0.09105421  0.39121805
  0.08446546 -3.34914729  0.07198658 -0.9363418   0.        ]","[[  3.36033645e-01  -2.27616132e+00   1.11007178e-02   4.48359861e-02]
 [  7.23455873e+00  -2.71100673e+01   0.00000000e+00   0.00000000e+00]]",[-0.3043981  -0.84566558]
9,-0.0757689334028,[-0.23230226 -0.23091744],[-0.10260653 -0.74816   ],-0.826788,"[ 0.8199102  -0.52129988  0.46681759 -0.1211195   0.09105409  0.39121748
 -0.01030135 -3.73482861 -0.2697204  -0.58359464  0.        ]","[[  4.67186292e-01  -2.84657269e+00   1.11007178e-02   4.48359861e-02]
 [  5.88521353e+00  -2.99217354e+01   0.00000000e+00   0.00000000e+00]]",[ 0.83774947 -2.03150563]
