timestep,original_rewards,human_obs,avg_action_dist,rewards,obs,logstd_action_dist,actions
0,-0.333427084733,"[[-0.05450965 -0.08463116 -0.11753613 -0.08915831]
 [ 0.0018075  -0.004889    0.          0.        ]]",[-3.23775744 -2.02220488],-4.00805,"[ 1.03174478  1.80552988 -0.17613054  0.72853304 -1.03173769 -0.76381267
 -0.38780875  0.36667648  2.52237076  1.08940377  0.        ]",[-0.42065018 -0.3688367 ],[-3.42221104 -1.40362281]
1,-0.329258095162,"[[-0.09414906 -0.12444039 -0.11753613 -0.08915831]
 [-3.95259247 -3.96284753  0.          0.        ]]",[-2.43221545 -1.18567729],-3.68369,"[ 1.02717363  1.80017538 -0.23383508  0.6141005  -1.03173648 -0.76381198
 -0.66049243 -0.23342568  2.50640111  0.95328434  0.        ]",[-0.42065018 -0.3688367 ],[-3.26183943  0.21659552]
2,-0.317293317035,"[[-0.21211116 -0.19429005 -0.11753613 -0.08915831]
 [-7.83071014 -3.02524313  0.          0.        ]]",[-1.88817966 -1.1022433 ],-3.82868,"[ 0.99925318  1.78589643 -0.40393006  0.41480008 -1.03173527 -0.76381129
 -0.92791554 -0.09126677  2.43608562  0.61384872  0.        ]",[-0.42065018 -0.3688367 ],[-1.74523456 -1.17092233]
3,-0.294230092028,"[[ -0.40684822  -0.29390637  -0.11753613  -0.08915831]
 [-11.63039544  -6.92338599   0.           0.        ]]",[-1.14334857 -0.24407044],-3.53323,"[ 0.90731499  1.75489458 -0.67428623  0.13551212 -1.03173405 -0.7638106
 -1.18992954 -0.68229995  2.23846353  0.11515364  0.        ]",[-0.42065018 -0.3688367 ],[-0.31241575 -0.72563   ]
4,-0.255859804854,"[[ -0.64954164  -0.45982064  -0.11753613  -0.08915831]
 [-12.6356778   -9.65890428   0.           0.        ]]",[-0.45498669  0.33959591],-2.99503,"[ 0.71788259  1.67633553 -0.97955043 -0.3098941  -1.03173284 -0.76380991
 -1.25924912 -1.09705611  1.82989521 -0.41088521  0.        ]",[-0.42065018 -0.3688367 ],[ 0.97058369  0.55098833]
5,-0.214384210633,"[[-0.86123684 -0.62920256 -0.11753613 -0.08915831]
 [-8.54738488 -7.28719511  0.          0.        ]]",[-0.56996709  0.09179324],-2.30474,"[ 0.49297412  1.56345345 -1.20411666 -0.72818373 -1.03173162 -0.76380923
 -0.97733098 -0.73745847  1.35800436 -0.69879156  0.        ]",[-0.42065018 -0.3688367 ],[-0.6559632   0.13489903]
6,-0.173909457932,"[[ -1.05653339  -0.76812898  -0.11753613  -0.08915831]
 [-10.97422168  -6.60769249   0.           0.        ]]",[ 0.53902668  0.61253053],-1.87914,"[ 0.24517317  1.44844653 -1.36762925 -1.0354139  -1.03173041 -0.76380854
 -1.14467724 -0.63443219  0.90535089 -0.78590027  0.        ]",[-0.42065018 -0.3688367 ],[ 0.79887568  1.148115  ]
7,-0.137607352814,"[[-1.24214502 -0.85925033 -0.11753613 -0.08915831]
 [-7.59808222 -2.51808883  0.          0.        ]]",[ 0.5036872   0.23362035],-1.61998,"[-0.01740835  1.36316667 -1.4783181  -1.216248   -1.0317292  -0.76380785
 -0.91186735 -0.01436879  0.51706637 -0.74230769  0.        ]",[-0.42065018 -0.3688367 ],[ 0.44336248 -0.10113599]
8,-0.112314467584,"[[-1.3749989  -0.91313414 -0.11753613 -0.08915831]
 [-5.69364193 -2.86913114  0.          0.        ]]",[ 0.72671133  0.49783283],-1.46088,"[-0.21647647  1.30940495 -1.52855551 -1.31472532 -1.03172798 -0.76380716
 -0.78054186 -0.06759362  0.26258648 -0.64962923  0.        ]",[-0.42065018 -0.3688367 ],[ 0.76823913  0.42520427]
9,-0.0959495932328,"[[-1.45725073 -0.95306318 -0.11753613 -0.08915831]
 [-2.54200516 -1.12957776  0.          0.        ]]",[ 0.45304114  0.21092534],-1.41143,"[-0.34261849  1.26808279 -1.54704577 -1.38342998 -1.03172677 -0.76380647
 -0.56321349  0.19615666  0.10980686 -0.56103072  0.        ]",[-0.42065018 -0.3688367 ],[-0.13334753  0.49197695]
10,-0.0875651272979,"[[-1.51288584 -0.95588349 -0.11753613 -0.08915831]
 [-3.01990605  0.84098014  0.          0.        ]]",[ 0.54039037 -0.01803821],-1.4261,"[-0.42866773  1.26511659 -1.55399613 -1.38813987 -1.03172555 -0.76380578
 -0.59616774  0.49493169  0.02610346 -0.51294712  0.        ]",[-0.42065018 -0.3688367 ],[ 0.30143984 -0.67925347]
11,-0.0796166531769,"[[-1.56071    -0.9662197  -0.11753613 -0.08915831]
 [-1.76669452 -1.86558333  0.          0.        ]]",[ 0.67518467  0.50301224],-1.43031,"[-0.50286815  1.25420038 -1.55636607 -1.40524651 -1.03172434 -0.76380509
 -0.50974939  0.08456315 -0.04833057 -0.4592074   0.        ]",[-0.42065018 -0.3688367 ],[ 1.01189053 -0.36898453]
12,-0.0747518699118,"[[-1.55599114 -1.01783143 -0.11753613 -0.08915831]
 [ 2.22530352 -3.29082824  0.          0.        ]]",[ 0.12976149  0.47752088],-1.39514,"[-0.49554197  1.19855323 -1.5562773  -1.48683693 -1.03172313 -0.7638044
 -0.23447205 -0.13153218 -0.06910246 -0.41266296  0.        ]",[-0.42065018 -0.3688367 ],[ 0.2878773  -0.40728442]
13,-0.0738433079653,"[[-1.50049376 -1.09917768 -0.11753613 -0.08915831]
 [ 3.32078937 -4.83862973  0.          0.        ]]",[ 0.01450406  0.60910958],-1.41297,"[-0.40946664  1.10724979 -1.55282811 -1.60205672 -1.03172191 -0.76380371
 -0.15893023 -0.36620949 -0.03414062 -0.38389175  0.        ]",[-0.42065018 -0.3688367 ],[ 1.11969118  0.155731  ]
