timestep,logstd_action_dist,avg_action_dist,obs,original_rewards,rewards,actions,human_obs
0,[-0.80883121 -0.67804897],[ 2.123698   -0.45778215],"[ 1.0175103   1.57377046 -0.01477418  1.04856402  0.17020717  1.01789587
  0.40861987  0.37293221  1.31819809 -1.01086321  0.        ]",-0.21444132079,-3.13082,[ 1.48995918 -1.09695283],"[[ 0.08883857 -0.00511728  0.01908894  0.11724296]
 [-0.00173351  0.0009649   0.          0.        ]]"
1,[-0.80883121 -0.67804897],[ 2.24369121  0.16645187],"[ 1.01122513  1.57252087  0.04522826  0.94372681  0.17020713  1.01789535
  0.53062835 -0.28316232  1.3140379  -0.96846203  0.        ]",-0.212265657229,-3.13701,[ 2.57087261 -0.53628314],"[[ 0.1285102  -0.04484146  0.01908894  0.11724296]
 [ 3.95571446 -3.96017555  0.          0.        ]]"
2,[-0.80883121 -0.67804897],[ 2.21961355  0.36103213],"[ 0.9791029   1.56065772  0.22156317  0.68169755  0.17020708  1.01789483
  0.65020127 -0.62213642  1.290941   -0.82204881  0.        ]",-0.204336279696,-3.04495,[ 2.29692254  0.9331617 ],"[[ 0.24653808 -0.14457871  0.01908894  0.11724296]
 [ 7.83416482 -6.00671663  0.          0.        ]]"
3,[-0.80883121 -0.67804897],[ 1.32104242 -0.8410179 ],"[ 0.88330412  1.541659    0.50016881  0.46928655  0.17020704  1.0178943
  0.76734133  0.00933526  1.20848167 -0.49276679  0.        ]",-0.185952889622,-2.9003,[ 0.39467677 -0.25675644],"[[  0.44134316  -0.22646141   0.01908894   0.11724296]
 [ 11.63370521  -2.19423743   0.           0.        ]]"
4,[-0.80883121 -0.67804897],[ 0.70891905 -0.99875045],"[ 0.69156453  1.52474445  0.8156755   0.33217271  0.17020699  1.01789378
  0.8083956  -0.1519168   1.0187488  -0.05266136  0.        ]",-0.159533392226,-2.72312,[ 0.94355788 -0.62454876],"[[  0.68737792  -0.28011426   0.01908894   0.11724296]
 [ 12.96534364  -3.16778881   0.           0.        ]]"
5,[-0.80883121 -0.67804897],[-0.80694926 -1.1853497 ],"[ 0.37430687  1.48969911  1.11520791  0.11312104  0.17020695  1.01789326
  0.91560057 -0.55129901  0.7010841   0.37264941  0.        ]",-0.129740917583,-2.49143,[-0.61105617 -1.35382994],"[[  0.98157322  -0.36766335   0.01908894   0.11724296]
 [ 16.44263441  -5.57903917   0.           0.        ]]"
6,[-0.80883121 -0.67804897],[-1.40134513 -0.20846444],"[-0.02271499  1.4088203   1.30917166 -0.24481725  0.17020691  1.01789274
  0.83109839 -1.18860652  0.335531    0.6480874   0.        ]",-0.104231813864,-2.06854,[-0.79818882 -0.49816878],"[[  1.28292586  -0.51784939   0.01908894   0.11724296]
 [ 13.70175164  -9.4267537    0.           0.        ]]"
7,[-0.80883121 -0.67804897],[-1.37962389  0.75127542],"[-0.36700245  1.25795206  1.37001246 -0.68727187  0.17020686  1.01789222
  0.72541662 -1.48415479  0.08239405  0.7190774   0.        ]",-0.0876293586599,-1.82936,[-1.65166065  0.9674811 ],"[[  1.52256864  -0.72428721   0.01908894   0.11724296]
 [ 10.27388991 -11.21111805   0.           0.        ]]"
8,[-0.80883121 -0.67804897],[-1.16618514  0.35123247],"[-0.6057622   1.08997214  1.36164216 -1.01878755  0.17020682  1.0178917
  0.59713996 -0.81262562 -0.06089871  0.69658147  0.        ]",-0.0761303779949,-1.69926,[-1.60071498  0.49923334],"[[ 1.68630089 -0.9078307   0.01908894  0.11724296]
 [ 6.11314387 -7.15679681  0.          0.        ]]"
9,[-0.80883121 -0.67804897],[-0.67206657  0.29257596],"[-0.72310494  0.9636808   1.34239452 -1.20088435  0.17020677  1.01789117
  0.47141019 -0.46153238 -0.10901338  0.64809972  0.        ]",-0.0695172069719,-1.66951,[-1.21750809  0.76315438],"[[ 1.76764702 -1.02969854  0.01908894  0.11724296]
 [ 2.03500642 -5.03709021  0.          0.        ]]"
10,[-0.80883121 -0.67804897],[-0.03016144 -0.15608716],"[-0.72394667  0.88732664  1.34221839 -1.28974876  0.17020673  1.01789065
  0.34815332  0.05567392 -0.06215533  0.58579535  0.        ]",-0.0683290967797,-1.56865,[ 0.66283791 -1.43800113],"[[ 1.76823485 -1.09911009  0.01908894  0.11724296]
 [-1.96292101 -1.91448424  0.          0.        ]]"
11,[-0.80883121 -0.67804897],[ 0.04191536  0.89081085],"[-0.70595717  0.79867169  1.34584394 -1.37571382  0.17020669  1.01789013
  0.43024004 -0.59400156  0.00590511  0.50167241  0.        ]",-0.0684252179406,-1.66644,[-0.7436107   1.10325815],"[[ 1.75569069 -1.17675439  0.01908894  0.11724296]
 [ 0.699628   -5.83686609  0.          0.        ]]"
12,[-0.80883121 -0.67804897],[ 0.55614042  0.14616364],"[-0.68341164  0.70925982  1.35004505 -1.44550552  0.17020664  1.01788961
  0.33906301  0.08109795  0.07036239  0.41126856  0.        ]",-0.0695094589572,-1.63997,[ 0.63415726 -0.41070697],"[[ 1.74001075 -1.25259704  0.01908894  0.11724296]
 [-2.25776443 -1.76098976  0.          0.        ]]"
13,[-0.80883121 -0.67804897],[ 0.38333866  0.44316393],"[-0.65525204  0.64759699  1.35476125 -1.48448465  0.1702066   1.01788909
  0.41781602 -0.18258287  0.1219454   0.3392477   0.        ]",-0.0715412053369,-1.69048,[-0.27022317  0.37347968],"[[ 1.72048464 -1.30378951  0.01908894  0.11724296]
 [ 0.29665221 -3.35294812  0.          0.        ]]"
14,[-0.80883121 -0.67804897],[ 0.59108675  0.18535084],"[-0.64823187  0.58462138  1.35584496 -1.51699511  0.17020655  1.01788857
  0.38465591  0.07339419  0.14933952  0.27815979  0.        ]",-0.0723766471561,-1.70632,[ 1.13490337  0.47072026],"[[ 1.71562615 -1.35534247  0.01908894  0.11724296]
 [-0.77891708 -1.80750138  0.          0.        ]]"
15,[-0.80883121 -0.67804897],[-0.10833791 -0.53464007],"[-0.68325503  0.56356766  1.35006989 -1.52626749  0.17020651  1.01788805
  0.50712092  0.38789829  0.12343097  0.28199859  0.        ]",-0.0699198908502,-1.67431,[-0.45719426 -1.00198237],"[[ 1.73990247 -1.37244133  0.01908894  0.11724296]
 [ 3.19333019  0.09129912  0.          0.        ]]"
16,[-0.80883121 -0.67804897],[ 0.13468936  0.62182641],"[-0.74790402  0.51663291  1.33700229 -1.5441269   0.17020647  1.01788752
  0.44941956 -0.26817063  0.07776342  0.28071793  0.        ]",-0.0653953306344,-1.67386,[-0.84967612  0.09800012],"[[ 1.78499109 -1.41035703  0.01908894  0.11724296]
 [ 1.32174924 -3.86967754  0.          0.        ]]"
17,[-0.80883121 -0.67804897],[ 0.73990631  0.81139684],"[-0.73709645  0.4258589   1.33940566 -1.56788216  0.17020642  1.017887
  0.3449419  -0.19109701  0.11299383  0.19256249  0.        ]",-0.0668495847287,-1.7293,[ 1.62726775  1.05837862],"[[ 1.77742547 -1.48308171  0.01908894  0.11724296]
 [-2.06705549 -3.40435068  0.          0.        ]]"
18,[-0.80883121 -0.67804897],[ 0.09581131 -0.43012854],"[-0.73533432  0.39111671  1.33978825 -1.57327598  0.17020638  1.01788648
  0.46818876  0.47578353  0.12271357  0.15985142  0.        ]",-0.0673405182114,-1.7246,[-0.30673077  0.40895018],"[[ 1.77619324 -1.5107721   0.01908894  0.11724296]
 [ 1.93054853  0.62189903  0.          0.        ]]"
19,[-0.80883121 -0.67804897],[ 0.11751592 -0.75899374],"[-0.77247319  0.42695301  1.33120044 -1.56767646  0.17020633  1.01788596
  0.42957679  0.74198955  0.08128289  0.21575226  0.        ]",-0.064094811986,-1.65209,[ 0.96825589 -1.25887756],"[[ 1.80223849 -1.48220851  0.01908894  0.11724296]
 [ 0.67814644  2.22910238  0.          0.        ]]"
20,[-0.80883121 -0.67804897],[-0.5614773  -0.04631761],"[-0.84575125  0.43247117  1.31110749 -1.56662088  0.17020629  1.01788544
  0.54732191  0.07872454  0.01227527  0.26422186  0.        ]",-0.0584993963588,-1.64803,[-1.01739782 -0.23475824],"[[ 1.85412002 -1.47780427  0.01908894  0.11724296]
 [ 4.49729712 -1.77531654  0.          0.        ]]"
21,[-0.80883121 -0.67804897],[-0.08358911  0.48301721],"[-0.91443518  0.37666397  1.28834632 -1.57491941  0.17020625  1.01788492
  0.42257441 -0.06928704 -0.03521361  0.25348811  0.        ]",-0.0535436831935,-1.64232,[ 0.29388197  0.48824907],"[[ 1.90346879 -1.52227624  0.01908894  0.11724296]
 [ 0.45103005 -2.66892666  0.          0.        ]]"
22,[-0.80883121 -0.67804897],[-0.33486792 -0.05860788],"[-0.94276744  0.33459833  1.27780684 -1.57772543  0.1702062   1.01788439
  0.45814538  0.25964491 -0.0489494   0.23182034  0.        ]",-0.0515451680823,-1.64513,[-1.12017791 -0.16371155],"[[ 1.92406545 -1.55572959  0.01908894  0.11724296]
 [ 1.60480325 -0.68302213  0.          0.        ]]"
23,[-0.80883121 -0.67804897],[ 0.31820297  0.38502234],"[-0.93188454  0.30940904  1.28193497 -1.57799129  0.17020616  1.01788387
  0.33515613  0.15463114 -0.03143727  0.20371026  0.        ]",-0.0525311140389,-1.66431,[ 0.92500916  0.67236497],"[[ 1.9161364  -1.57575126  0.01908894  0.11724296]
 [-2.38443358 -1.31703519  0.          0.        ]]"
24,[-0.80883121 -0.67804897],[-0.24888787 -0.53141117],"[-0.91743945  0.3101969   1.28725821 -1.57799758  0.17020611  1.01788335
  0.44946044  0.59981071 -0.01835813  0.19640329  0.        ]",-0.0536700487895,-1.64425,[-0.48688787 -0.5791982 ],"[[ 1.90564661 -1.57512497  0.01908894  0.11724296]
 [ 1.32310792  1.37070594  0.          0.        ]]"
25,[-0.80883121 -0.67804897],[ 0.06164336  0.17369646],"[-0.92690547  0.31539912  1.28378822 -1.57802088  0.17020607  1.01788283
  0.38925834  0.21551021 -0.02853563  0.20629986  0.        ]",-0.0528829652708,-1.63642,[-0.3229469  -0.52254301],"[[ 1.91251679 -1.57099002  0.01908894  0.11724296]
 [-0.62958361 -0.94948021  0.          0.        ]]"
26,[-0.80883121 -0.67804897],[ 0.44426951  0.82249033],"[-0.89195139  0.26564254  1.2962211  -1.57593385  0.17020603  1.01788231
  0.35024743 -0.12404461  0.01564664  0.14191544  0.        ]",-0.0561587957659,-1.70299,[ 0.3106184   1.86563189],"[[ 1.88722976 -1.61054832  0.01908894  0.11724296]
 [-1.89492497 -2.99951751  0.          0.        ]]"
27,[-0.80883121 -0.67804897],[ 0.27514523 -0.24441655],"[-0.85683563  0.24092749  1.30768915 -1.57335869  0.17020598  1.01788179
  0.38928353  0.54159957  0.05096111  0.09854944  0.        ]",-0.0593785121964,-1.67429,[ 0.31057394 -0.90494964],"[[ 1.86203488 -1.63021695  0.01908894  0.11724296]
 [-0.62875978  1.01926016  0.          0.        ]]"
28,[-0.80883121 -0.67804897],[ 0.20474453  0.59967601],"[-0.85667837  0.2211306   1.30773723 -1.57055705  0.17020594  1.01788127
  0.42757968 -0.05527786  0.05481312  0.08027017  0.        ]",-0.0596912187304,-1.69719,[ 0.13874923  0.9175495 ],"[[ 1.86192275 -1.64598788  0.01908894  0.11724296]
 [ 0.61340433 -2.58434186  0.          0.        ]]"
29,[-0.80883121 -0.67804897],[-0.01689366 -0.34803566],"[-0.88130812  0.20267148  1.2998013  -1.56735074  0.17020589  1.01788074
  0.44411791  0.55494994  0.03781692  0.07800764  0.        ]",-0.0579297568647,-1.66513,[-0.27932515 -1.10535051],"[[ 1.87957299 -1.6607099   0.01908894  0.11724296]
 [ 1.14983683  1.09986207  0.          0.        ]]"
30,[-0.80883121 -0.67804897],[ 0.22786115  0.74360752],"[-0.8975348   0.18020188  1.2942997  -1.56267154  0.17020585  1.01788022
  0.40935174 -0.10446898  0.02847318  0.06690481  0.        ]",-0.0569400852616,-1.67669,[ 0.1549881   0.56089455],"[[ 1.89125567 -1.67865722  0.01908894  0.11724296]
 [ 0.02217813 -2.88132779  0.          0.        ]]"
31,[-0.80883121 -0.67804897],[ 0.0907945   0.17006063],"[-0.90666057  0.13679882  1.29110886 -1.55120298  0.1702058   1.0178797
  0.42823942  0.27282261  0.02835661  0.03187274  0.        ]",-0.0569707446571,-1.69416,[ 0.0322182   1.27679085],"[[ 1.8978459  -1.71342919  0.01908894  0.11724296]
 [ 0.63481577 -0.60345971  0.          0.        ]]"
32,[-0.80883121 -0.67804897],[-0.07622871 -0.83666825],"[-0.92576442  0.17145742  1.28420327 -1.56061702  0.17020576  1.01787918
  0.4317652   0.93063986  0.0066586   0.07525997  0.        ]",-0.0547053966098,-1.65053,[-1.1249696  -1.30579893],"[[ 1.91168982 -1.68565082  0.01908894  0.11724296]
 [ 0.74918104  3.36806071  0.          0.        ]]"
33,[-0.80883121 -0.67804897],[ 0.6358332   0.37276578],"[-0.89138129  0.2052146   1.29640833 -1.56782103  0.17020572  1.01787866
  0.30930765  0.26385525  0.02891864  0.08638076  0.        ]",-0.0570426039769,-1.67112,[ 0.56237517 -0.34733492],"[[ 1.88682112 -1.65868043  0.01908894  0.11724296]
 [-3.22280155 -0.65759618  0.          0.        ]]"
34,[-0.80883121 -0.67804897],[ 0.5157907   0.60673916],"[-0.83341393  0.17164107  1.31477414 -1.56065876  0.17020567  1.01787814
  0.37989959  0.03816161  0.08139955  0.01994301  0.        ]",-0.0624963617113,-1.70485,[ 1.071127   -0.06185267],"[[ 1.84533832 -1.6855038   0.01908894  0.11724296]
 [-0.93310606 -2.02020266  0.          0.        ]]"
35,[-0.80883121 -0.67804897],[-0.09114769  0.44372118],"[-0.86317583  0.11871018  1.30568504 -1.54546473  0.17020563  1.01787761
  0.50249061  0.004129    0.06504049 -0.01138232  0.        ]",-0.0610451061399,-1.70117,[ 0.55048153  0.80935339],"[[ 1.8665716  -1.72796953  0.01908894  0.11724296]
 [ 3.04321189 -2.22567163  0.          0.        ]]"
36,[-0.80883121 -0.67804897],[-0.725721   -0.48358831],"[-0.97634933  0.10391268  1.2644022  -1.54035253  0.17020558  1.01787709
  0.56779179  0.54219984 -0.02290528  0.04129212  0.        ]",-0.0516489263338,-1.63673,[-0.64856906 -0.91732278],"[[ 1.94868738 -1.73988927  0.01908894  0.11724296]
 [ 5.16130035  1.02288559  0.          0.        ]]"
37,[-0.80883121 -0.67804897],[-0.52887976  0.57342529],"[-1.07846607  0.08386958  1.21739348 -1.53282009  0.17020554  1.01787657
  0.48551789 -0.06270291 -0.1058174   0.07743284  0.        ]",-0.0431042998195,-1.62694,[-0.43417095 -0.02391627],"[[ 2.02513846 -1.75607357  0.01908894  0.11724296]
 [ 2.49270316 -2.62916188  0.          0.        ]]"
38,[-0.80883121 -0.67804897],[-0.32551894  0.75208843],"[-1.12028246  0.01867496  1.19524424 -1.50340499  0.1702055   1.01787605
  0.43101755 -0.06972782 -0.12783806  0.03780089  0.        ]",-0.0408308660691,-1.62994,[-0.33400606  0.2608651 ],"[[ 2.05725631 -1.80908226  0.01908894  0.11724296]
 [ 0.72495725 -2.67157425  0.          0.        ]]"
39,[-0.80883121 -0.67804897],[-0.10091516  0.62977219],"[-1.12168846 -0.03304433  1.1944676  -1.47458481  0.17020545  1.01787553
  0.38981277  0.11014474 -0.11881355 -0.0105984   0.        ]",-0.0421975457892,-1.66146,[-0.80986076  0.85491369],"[[ 2.05834599 -1.85161788  0.01908894  0.11724296]
 [-0.61153955 -1.58560981  0.          0.        ]]"
40,[-0.80883121 -0.67804897],[ 0.4837411   0.01439828],"[-1.06389931 -0.02993602  1.22469772 -1.47645592  0.17020541  1.01787501
  0.29134804  0.67609488 -0.07230399 -0.03776434  0.        ]",-0.0473574716795,-1.63982,[ 0.61982882 -0.04739149],"[[ 2.01407112 -1.84904756  0.01908894  0.11724296]
 [-3.80529595  1.8312635   0.          0.        ]]"
41,[-0.80883121 -0.67804897],[ 0.21249381 -0.12506822],"[-0.99617558  0.01184652  1.25602324 -1.49987845  0.17020536  1.01787448
  0.36930746  0.63896469 -0.02466668 -0.03473164  0.        ]",-0.0521519624795,-1.64761,[ 0.26089714 -0.28558843],"[[ 1.96333617 -1.81467134  0.01908894  0.11724296]
 [-1.27663541  1.60709483  0.          0.        ]]"
42,[-0.80883121 -0.67804897],[ 0.10044795  0.05751562],"[-0.97598167  0.03690734  1.26454811 -1.51239221  0.17020532  1.01787396
  0.40192695  0.4463727  -0.0121809  -0.02217508  0.        ]",-0.0532501266862,-1.66704,[ 0.35940518  0.61772744],"[[ 1.94841908 -1.79419573  0.01908894  0.11724296]
 [-0.21860043  0.44433957  0.          0.        ]]"
43,[-0.80883121 -0.67804897],[-0.18312737 -0.65129828],"[-0.98945163  0.07795586  1.25890066 -1.53045605  0.17020528  1.01787344
  0.44590646  0.85001777 -0.02916977  0.02429678  0.        ]",-0.0510729438075,-1.65076,[-0.08837409 -0.14657966],"[[ 1.95835979 -1.76085801  0.01908894  0.11724296]
 [ 1.20790315  2.88131054  0.          0.        ]]"
