timestep,logstd_action_dist,rewards,obs,original_rewards,avg_action_dist,actions,human_obs
0,[-0.75945765 -0.51648837],-4.75066,"[ 1.03086602  1.67381257 -0.03534485  1.16270646 -1.65752176 -1.32244293
  0.4110645   0.37754307  3.25332344  1.78368808  0.        ]",-0.435046177172,[-5.44094086 -6.23962164],[-4.79552998 -6.44732325],"[[ 0.05029152  0.06497401 -0.19154566 -0.1517717 ]
 [ 0.00168328  0.00451188  0.          0.        ]]"
1,[-0.75945765 -0.51648837],-4.69918,"[ 1.03261573  1.67606748 -0.0953545   1.05453151 -1.65751976 -1.32244176
  0.2889565  -0.25171549  3.2605467   1.65705715  0.        ]",-0.431003037135,[-5.04708385 -5.48251152],[-4.69126026 -5.94455129],"[[ 0.01064977  0.02535093 -0.19154566 -0.1517717 ]
 [-3.95269505 -3.95363323  0.          0.        ]]"
2,[-0.75945765 -0.51648837],-4.55854,"[ 1.02436213  1.67105938 -0.27368215  0.73240113 -1.65751776 -1.32244059
  0.16926217 -0.86851943  3.23557198  1.28082575  0.        ]",-0.416219868068,[-4.673944   -4.61417007],[-5.3857251  -3.81331806],"[[-0.10729514 -0.09264907 -0.19154566 -0.1517717 ]
 [-7.82890885 -7.83343796  0.          0.        ]]"
3,[-0.75945765 -0.51648837],-4.14025,"[ 0.96710148  1.62469034 -0.561969    0.21034933 -1.65751577 -1.32243942
  0.05192613 -1.47310602  3.04687756  0.69678838  0.        ]",-0.383324002971,[-4.31104231 -3.71084666],[-5.03794121 -3.50738455],"[[ -0.30199736  -0.28747432  -0.19154566  -0.1517717 ]
 [-11.62875114 -11.63639956   0.           0.        ]]"
4,[-0.75945765 -0.51648837],-3.44606,"[ 0.80201414  1.48534485 -0.93129728 -0.46094695 -1.65751377 -1.32243825
 -0.0631182  -2.06569474  2.52834211  0.06909474  0.        ]",-0.322616482623,[-3.84803772 -3.12443829],[-4.8270855  -3.39435865],"[[ -0.57195033  -0.55760205  -0.19154566  -0.1517717 ]
 [-15.35437803 -15.36390654   0.           0.        ]]"
5,[-0.75945765 -0.51648837],-2.6524,"[ 0.46631463  1.19751181 -1.31254142 -1.15822301 -1.65751177 -1.32243708
 -0.17594895 -2.6464884   1.62797702 -0.25513165  0.        ]",-0.2282174432,[-3.24960804 -2.49010801],[-2.87991016 -2.77012246],"[[ -0.91569456  -0.90153614  -0.19154566  -0.1517717 ]
 [-19.00831995 -19.01724517   0.           0.        ]]"
6,[-0.75945765 -0.51648837],-2.0005,"[-0.07364988  0.73052904 -1.58304092 -1.66079413 -1.65750978 -1.32243592
 -0.28664579 -3.21568769  0.6310163   0.11383348  0.        ]",-0.118294116398,[-2.58823705 -2.16116261],[-2.63836243 -2.12059005],"[[ -1.33182259  -1.31780586  -0.19154566  -0.1517717 ]
 [-22.59315689 -22.59769096   0.           0.        ]]"
7,[-0.75945765 -0.51648837],-2.02565,"[-0.77277369  0.12193765 -1.57967763 -1.67319667 -1.65750778 -1.32243475
 -0.39526433 -3.77352579  0.17854482  1.14704312  0.        ]",-0.126650669697,[-2.3377924  -2.14759135],[-0.94276285 -3.16622629],"[[ -1.8189726   -1.80496758  -0.19154566  -0.1517717 ]
 [-26.11069034 -26.10672582   0.           0.        ]]"
8,[-0.75945765 -0.51648837],-2.86062,"[-1.45925402 -0.48230455 -1.16374106 -0.93680026 -1.65750578 -1.32243358
 -0.49480177 -4.32032213  0.66681744  2.0121178   0.        ]",-0.227772462283,[-3.06218958 -3.44095731],[-3.0525018  -4.44390947],"[[ -2.37352762  -2.36161226  -0.19154566  -0.1517717 ]
 [-29.33413976 -29.54637584   0.           0.        ]]"
9,[-0.75945765 -0.51648837],-3.20927,"[-1.85044965 -0.83187462 -0.33395519  0.56274669 -1.65750379 -1.32243241
 -0.59929699 -4.85648706  1.36791531  1.78787212  0.        ]",-0.260601595446,[-4.20025015 -4.61823177],[-3.8610681  -5.23683662],"[[ -2.99417191  -2.98637728  -0.19154566  -0.1517717 ]
 [-32.71814438 -32.91924055   0.           0.        ]]"
