timestep,logstd_action_dist,avg_action_dist,obs,original_rewards,rewards,actions,human_obs
0,[ 0.05386054 -0.01765791],[-0.0565551  -0.16854495],"[ 1.05971445  1.17001329 -0.02967438  0.12759381 -0.3004866  -1.16434806
  0.15370564  0.06951558  1.23111905  0.85475102  0.        ]",-0.274794317193,-1.18569,[ 0.78783281  0.22493429],"[[-0.02375628 -0.02032728 -0.03627552 -0.12939832]
 [-0.00156167  0.00489906  0.          0.        ]]"
1,[ 0.05386054 -0.01765791],[-0.05621338 -0.16584079],"[ 1.06002203  1.17013924  0.01837537  0.14266478 -0.30048019 -1.16429439
  0.43583006  0.18938501  1.23187228  0.90632708  0.        ]",-0.278348096401,-1.1642,[ 1.23118898 -2.21140425],"[[ 0.00747881 -0.01130628 -0.03627552 -0.12939832]
 [ 3.11469514  0.89424072  0.          0.        ]]"
2,[ 0.05386054 -0.01765791],[-0.05736913 -0.16861832],"[ 1.05182908  1.16946383  0.17401539  0.10584591 -0.30047378 -1.16424073
  0.78852349 -0.3469151   1.22623057  1.03511226  0.        ]",-0.286839252647,-1.13849,[-1.18866732 -1.32533052],"[[ 0.10886061 -0.03334213 -0.03627552 -0.12939832]
 [ 7.01050926 -3.08455941  0.          0.        ]]"
3,[ 0.05386054 -0.01765791],[-0.05810013 -0.17442335],"[ 1.03015924  1.15876847  0.32456989 -0.0619373  -0.30046737 -1.16418707
  0.41793673 -0.87216613  1.21657165  1.10079978  0.        ]",-0.290631336613,-1.13489,[-1.27880028 -1.30101558],"[[ 0.20800426 -0.13413241 -0.03627552 -0.12939832]
 [ 2.91747413 -6.98148716  0.          0.        ]]"
4,[ 0.05386054 -0.01765791],[-0.0583503  -0.17910066],"[ 1.02472818  1.10905721  0.35174694 -0.35158875 -0.30046096 -1.16413343
  0.05466792 -1.38697826  1.21344564  0.99272058  0.        ]",-0.281916430225,-1.14425,[-0.07771879 -0.21599732],"[[  0.22609829  -0.31208766  -0.03627552  -0.12939832]
 [ -1.0947636  -10.80131922   0.           0.        ]]"
5,[ 0.05386054 -0.01765791],[-0.05767015 -0.18013738],"[ 1.03195132  0.99384373  0.31450873 -0.6898529  -0.30045455 -1.16407979
  0.02878717 -1.47332999  1.18170595  0.79467761  0.        ]",-0.263828217493,-1.06805,[-0.17183961 -0.56858981],"[[  0.20133546  -0.53454849  -0.03627552  -0.12939832]
 [ -1.38060076 -11.44262755   0.           0.        ]]"
6,[ 0.05386054 -0.01765791],[-0.05722661 -0.18108536],"[ 1.04056507  0.80159552  0.26284236 -1.01816597 -0.30044814 -1.16402616
 -0.03027949 -1.74608621  1.09762501  0.58279499  0.        ]",-0.239278433674,-1.00285,[ 0.39355503 -0.29212341],"[[  0.16717891  -0.78371458  -0.03627552  -0.12939832]
 [ -2.03296426 -13.46723678   0.           0.        ]]"
7,[ 0.05386054 -0.01765791],[-0.0566575  -0.18085915],"[ 1.04577879  0.52226256  0.22538408 -1.29790046 -0.30044173 -1.16397253
  0.11430341 -1.86595267  0.95719934  0.40284258  0.        ]",-0.209602829183,-0.898127,[-0.83379355  0.73175013],"[[  0.14254108  -1.06199453  -0.03627552  -0.12939832]
 [ -0.4361364  -14.35777764   0.           0.        ]]"
8,[ 0.05386054 -0.01765791],[-0.05532167 -0.17995557],"[ 1.05274466  0.22386687  0.16161373 -1.45607113 -0.30043532 -1.16391891
 -0.18380281 -1.43693539  0.78378174  0.2672397   0.        ]",-0.177683862582,-0.805172,[-0.53026667 -0.84515563],"[[  0.10078582  -1.31721851  -0.03627552  -0.12939832]
 [ -3.72845942 -11.17524824   0.           0.        ]]"
9,[ 0.05386054 -0.01765791],[-0.05488911 -0.17990981],"[ 1.0596961  -0.09459069  0.0158744  -1.50941834 -0.30042891 -1.16386531
 -0.36718173 -1.85790436  0.55379057  0.15572433  0.        ]",-0.138237292839,-0.731907,[ 0.20830393 -1.97224203],"[[  5.89820823e-03  -1.57207474e+00  -3.62755183e-02  -1.29398323e-01]
 [ -5.75374598e+00  -1.42999666e+01   0.00000000e+00   0.00000000e+00]]"
10,[ 0.05386054 -0.01765791],[-0.05442726 -0.1779944 ],"[ 1.05279725 -0.49525601 -0.1464679  -1.42229308 -0.30042251 -1.1638117
 -0.28233313 -2.3530745   0.2674683   0.15014098  0.        ]",-0.092538501815,-0.664125,[-0.65518318  1.11621302],"[[ -0.09977485  -1.8949615   -0.03627552  -0.12939832]
 [ -4.81677835 -17.97645364   0.           0.        ]]"
