timestep,logstd_action_dist,rewards,obs,original_rewards,avg_action_dist,actions,human_obs
0,[-0.16829173 -0.16534247],-1.27423,"[ 1.15372233  2.29480592 -0.090044    1.05802101  0.79803083 -1.14838758
  0.35388478  0.38335268  0.70300096  1.09261359  0.        ]",-0.169700888648,[-0.87670296 -1.65697789],[-0.93815483 -2.86270886],"[[-0.09074555  0.08752188  0.0910935  -0.13089696]
 [ 0.00455694  0.00448084  0.          0.        ]]"
1,[-0.16829173 -0.16534247],-1.24243,"[ 1.14812876  2.29860561 -0.14514897  0.91911534  0.7980294  -1.14838467
  0.21337782 -0.16790624  0.69725846  0.99335185  0.        ]",-0.16069308358,[-0.75170809 -1.57053554],[-1.02778614 -2.0111169 ],"[[-0.12787577  0.04789722  0.0910935  -0.13089696]
 [-3.70522823 -3.95375992  0.          0.        ]]"
2,[-0.16829173 -0.16534247],-1.11724,"[ 1.119532    2.29672611 -0.31098607  0.50474688  0.79802798 -1.14838177
  0.06638251 -0.70824093  0.64409391  0.69864461  0.        ]",-0.132846521816,[-0.34531391 -1.33961391],[-1.93572001 -0.72321896],"[[-0.24092037 -0.0701053   0.0910935  -0.13089696]
 [-7.58632517 -7.83356361  0.          0.        ]]"
3,[-0.16829173 -0.16534247],-0.854329,"[ 1.03326784  2.25456444 -0.57828396 -0.13183966  0.79802655 -1.14837887
 -0.07773049 -1.08524338  0.44830059  0.25790154  0.        ]",-0.0871974522286,[ 0.32272673 -0.98476738],[ 0.73476815  0.19690072],"[[ -0.43082283  -0.25393719   0.0910935   -0.13089696]
 [-11.39132101 -10.54059247   0.           0.        ]]"
4,[-0.16829173 -0.16534247],-0.468639,"[ 0.89666408  2.15549135 -0.83104705 -0.79279625  0.79802513 -1.14837597
  0.04086443 -0.94774134  0.11807892 -0.10643088  0.        ]",-0.0484185131193,[ 0.88754946 -0.71402609],[ 0.78254846 -1.67236691],"[[-0.62723262 -0.45484325  0.0910935  -0.13089696]
 [-8.26007956 -9.55329329  0.          0.        ]]"
5,[-0.16829173 -0.16534247],-0.337938,"[ 0.77985074  1.98024953 -0.98306734 -1.46878237  0.79802371 -1.14837306
  0.16433398 -1.4729898  -0.23249457 -0.28798802  0.        ]",-0.0473124103802,[ 1.08521962 -0.5948332 ],[-0.15493142 -1.40530351],"[[ -0.75972565  -0.68374994   0.0910935   -0.13089696]
 [ -5.00013428 -13.32479897   0.           0.        ]]"
6,[-0.16829173 -0.16534247],-0.516594,"[ 0.67453861  1.66103104 -1.09101357 -2.18153955  0.79802228 -1.14837016
  0.14486041 -1.98765123 -0.62869257 -0.31905062  0.        ]",-0.0762308806906,[ 1.1019938  -0.54563904],[ 1.02247963 -0.69467986],"[[ -0.86488508  -0.98732443   0.0910935   -0.13089696]
 [ -5.51428585 -17.02033127   0.           0.        ]]"
7,[-0.16829173 -0.16534247],-0.639818,"[ 0.5994281   1.18590801 -1.15553461 -2.67904829  0.79802086 -1.14836726
  0.29881476 -2.32392168 -0.98627238 -0.16891544  0.        ]",-0.108809852925,[ 1.03176379 -0.51740032],[ 0.35340536 -0.40933204],"[[ -0.93438765  -1.35195857   0.0910935   -0.13089696]
 [ -1.44946087 -19.4349989    0.           0.        ]]"
8,[-0.16829173 -0.16534247],-0.579218,"[ 0.58303773  0.61895351 -1.16843295 -2.70462142  0.79801943 -1.14836436
  0.35281123 -2.49607306 -1.20335719  0.12067221  0.        ]",-0.132428239447,[ 0.96125585 -0.51627809],[ 1.43653503 -0.872817  ],"[[ -0.94907298  -1.75306255   0.0910935   -0.13089696]
 [ -0.02379643 -20.67125929   0.           0.        ]]"
9,[-0.16829173 -0.16534247],-0.693064,"[ 0.62642071  0.04273493 -1.13339074 -2.09598924  0.79801801 -1.14836145
  0.50269632 -2.92039915 -1.25839111  0.4919449   0.        ]",-0.147706998981,[ 0.84454632 -0.5505724 ],[-0.45850602 -0.49981322],"[[ -0.90984477  -2.19706072   0.0910935   -0.13089696]
 [  3.93358989 -23.7183337    0.           0.        ]]"
10,[-0.16829173 -0.16534247],-0.840652,"[ 0.68988552 -0.40150099 -1.07663501 -0.79331319  0.79801659 -1.14835855
  0.43095069 -3.13057536 -1.15953219  0.90113437  0.        ]",-0.160185457438,[ 0.62356639 -0.69237357],[ 1.36242017 -0.79262919],"[[ -0.85017859  -2.6865718    0.0910935   -0.13089696]
 [  2.03932916 -25.22777267   0.           0.        ]]"
11,[-0.16829173 -0.16534247],-1.09267,"[ 0.76995184 -0.54631268 -0.99420133  0.75036011  0.79801516 -1.14835565
  0.57938854 -1.01795641 -0.98654046  1.17578569  0.        ]",-0.16767738052,[ 0.2388078  -1.25150573],[ 0.07862567 -0.61804042],"[[ -0.77007645  -3.14144172   0.0910935   -0.13089696]
 [  5.95850201 -10.05794251   0.           0.        ]]"
