timestep,logstd_action_dist,rewards,obs,original_rewards,avg_action_dist,actions,human_obs
0,[-0.16913863 -0.19173977],-1.10916,"[ 1.15076378  2.28515681  0.13116564  0.84807528  0.74570595 -0.06737654
  0.3760096   0.37819004  0.74422774  0.28001931  0.        ]",-0.128058884684,[-0.15541366 -1.2571286 ],[ 1.77099263 -1.77367849],"[[ 0.05776721  0.03269494  0.08312525 -0.00568909]
 [ 0.00332333  0.00042986  0.          0.        ]]"
1,[-0.16913863 -0.19173977],-1.07746,"[ 1.14650255  2.28586287  0.1904652   0.71061411  0.74570458 -0.06737646
  0.53340546 -0.17130077  0.74188245  0.31266738  0.        ]",-0.128478628919,[-0.33322594 -1.31360698],[ 0.09772174 -1.07545502],"[[ 0.09753896 -0.00703983  0.08312525 -0.00568909]
 [ 3.96067043 -3.96070081  0.          0.        ]]"
2,[-0.16913863 -0.19173977],-1.05204,"[ 1.13079525  2.2747807   0.31236836  0.30292936  0.74570321 -0.06737638
  0.54572404 -0.70971547  0.73541077  0.34741647  0.        ]",-0.128549135911,[-0.43294546 -1.31327534],[-0.49722581  1.09107669],"[[  1.79860143e-01  -1.25196116e-01   8.31252511e-02  -5.68908910e-03]
 [  4.27041116e+00  -7.84198991e+00   0.00000000e+00   0.00000000e+00]]"
3,[-0.16913863 -0.19173977],-1.07857,"[ 1.11195053  2.24496366  0.4071057  -0.08996312  0.74570184 -0.0673763
  0.46406782 -0.1387898   0.72628466  0.35362693  0.        ]",-0.127557328385,[-0.27326921 -1.24160755],[ 0.7955623  -1.95544128],"[[ 0.24466973 -0.24074231  0.08312525 -0.00568909]
 [ 2.21738892 -3.72635103  0.          0.        ]]"
4,[-0.16913863 -0.19173977],-1.02203,"[ 1.08291467  2.19777524  0.51552374 -0.4653021   0.74570047 -0.06737622
  0.58755652 -0.67799346  0.70983803  0.3788587   0.        ]",-0.126231267279,[-0.36815742 -1.23925662],[-1.15741145 -0.16205049],"[[  3.20169173e-01  -3.54268703e-01   8.31252511e-02  -5.68908910e-03]
 [  5.32222021e+00  -7.61332017e+00   0.00000000e+00   0.00000000e+00]]"
5,[-0.16913863 -0.19173977],-0.991283,"[ 1.05156766  2.10435058  0.60770585 -0.9584605   0.7456991  -0.06737614
  0.42602996 -0.74588379  0.68649712  0.34710098  0.        ]",-0.122280041005,[-0.22274128 -1.13660753],[-0.87834146 -0.92207346],"[[  3.85867241e-01  -5.11445313e-01   8.31252511e-02  -5.68908910e-03]
 [  1.26106592e+00  -8.10273116e+00   0.00000000e+00   0.00000000e+00]]"
6,[-0.16913863 -0.19173977],-0.968232,"[ 1.05663625  1.94449222  0.59398348 -1.51642502  0.74569774 -0.06737606
  0.28686682 -1.22993261  0.65011877  0.15743995  0.        ]",-0.114049879714,[ 0.02899247 -0.93308955],[ 0.8859756  -0.73513854],"[[  3.75984377e-01  -7.08509940e-01   8.31252511e-02  -5.68908910e-03]
 [ -2.23782026e+00  -1.15921190e+01   0.00000000e+00   0.00000000e+00]]"
7,[-0.16913863 -0.19173977],-0.837988,"[ 1.06121192  1.67248914  0.58124511 -2.11371896  0.74569637 -0.06737598
  0.42805656 -1.60204068  0.55230998 -0.06556997  0.        ]",-0.103060762776,[ 0.24601017 -0.75236464],[ 0.06591099  0.02643424],"[[  3.66844623e-01  -9.67266639e-01   8.31252511e-02  -5.68908910e-03]
 [  1.31203988e+00  -1.42745838e+01   0.00000000e+00   0.00000000e+00]]"
8,[-0.16913863 -0.19173977],-0.704528,"[ 1.04653153  1.31627263  0.62093383 -2.54719695  0.745695   -0.0673759
  0.43736803 -1.54831876  0.40417037 -0.21440516  0.        ]",-0.0901869915615,[ 0.46443835 -0.59743404],[-0.09976014 -0.03537373],"[[  3.95434451e-01  -1.24887323e+00   8.31252511e-02  -5.68908910e-03]
 [  1.54616757e+00  -1.38873625e+01   0.00000000e+00   0.00000000e+00]]"
9,[-0.16913863 -0.19173977],-0.52534,"[ 1.03191007  0.93209561  0.65750449 -2.7213249   0.74569363 -0.06737582
  0.42042173 -1.52958917  0.22354907 -0.32019659  0.        ]",-0.0773506050424,[ 0.53945315 -0.52516741],[ 0.59295496  0.86706272],"[[  4.22083251e-01  -1.52526620e+00   8.31252511e-02  -5.68908910e-03]
 [  1.12011282e+00  -1.37523895e+01   0.00000000e+00   0.00000000e+00]]"
