timestep,logstd_action_dist,rewards,obs,original_rewards,avg_action_dist,actions,human_obs
0,[-0.41170278 -0.32618603],-2.53007,"[ 1.06833999  1.89975109 -0.00692799  0.82793705 -0.6494128   0.17434913
  0.38269311  0.38780811  2.08165955 -0.04554749  0.        ]",-0.286432540677,[-1.24907231 -2.67885613],[-1.3901024  -3.00214723],"[[ 0.03472346 -0.00870048 -0.07606658  0.02262181]
 [-0.00492838  0.00383493  0.          0.        ]]"
1,[-0.41170278 -0.32618603],-2.52758,"[ 1.06917392  1.89828959 -0.06692119  0.70316003 -0.64941236  0.17434905
  0.25663893 -0.20313571  2.08114138 -0.16041946  0.        ]",-0.287374882998,[-0.82098466 -2.10749125],[-1.00712147 -1.98303317],"[[-0.0050492  -0.04833694 -0.07606658  0.02262181]
 [-3.95917814 -3.9542942   0.          0.        ]]"
2,[-0.41170278 -0.32618603],-2.47475,"[ 1.058478    1.88199126 -0.24458633  0.3338302  -0.64941191  0.17434896
  0.13307501 -0.78238249  2.03710186 -0.49776986  0.        ]",-0.288456231844,[-0.5444622  -1.74048209],[ 0.66738484 -1.95288073],"[[-0.12312284 -0.16634996 -0.07606658  0.02262181]
 [-7.83531008 -7.83407832  0.          0.        ]]"
3,[-0.41170278 -0.32618603],-2.41218,"[ 1.02457306  1.81657602 -0.43514455 -0.25772973 -0.64941147  0.17434887
  0.22221614 -1.35053889  1.88521909 -0.90037106  0.        ]",-0.285289630955,[-0.75289828 -1.97871351],[ 0.09640202 -2.41450183],"[[ -0.25177237  -0.36121352  -0.07606658   0.02262181]
 [ -5.03899841 -11.63958687   0.           0.        ]]"
4,[-0.41170278 -0.32618603],-2.37045,"[ 0.98449525  1.65115902 -0.57338695 -1.00379752 -0.64941103  0.17434879
  0.23757327 -1.90731112  1.61756491 -1.23657585  0.        ]",-0.274709415459,[-0.94228512 -2.1200645 ],[-1.2524498  -1.53233062],"[[ -0.34771767  -0.63142235  -0.07606658   0.02262181]
 [ -4.55724993 -15.36886221   0.           0.        ]]"
5,[-0.41170278 -0.32618603],-2.22653,"[ 0.91079605  1.33342771 -0.75283531 -1.75232919 -0.64941058  0.1743487
  0.11430941 -2.45283006  1.16109638 -1.50632488  0.        ]",-0.251462901567,[-1.09644508 -1.87652588],[-1.92312604 -1.28048167],"[[ -0.47765501  -0.97546065  -0.07606658   0.02262181]
 [ -8.4239642  -19.02279474   0.           0.        ]]"
6,[-0.41170278 -0.32618603],-1.95821,"[ 0.7506832   0.83982129 -1.01284317 -2.24387256 -0.64941014  0.17434862
 -0.00659926 -2.98753958  0.50184002 -1.54478827  0.        ]",-0.207890983383,[-0.87120432 -0.60160607],[-1.40060479 -1.01662539],"[[ -0.68418383  -1.39185179  -0.07606658   0.02262181]
 [-12.21679745 -22.60437458   0.           0.        ]]"
7,[-0.41170278 -0.32618603],-1.55811,"[ 0.45885382  0.21894703 -1.30022922 -2.14559781 -0.6494097   0.17434853
 -0.12521399 -3.5116452  -0.11578439 -1.13734039  0.        ]",-0.139805466085,[-0.3290388   0.03191411],[ 0.73223943  0.05533667],"[[ -9.65847570e-01  -1.87916255e+00  -7.60665829e-02   2.26218071e-02]
 [ -1.59376714e+01  -2.61149980e+01   0.00000000e+00   0.00000000e+00]]"
8,[-0.41170278 -0.32618603],-1.25498,"[ 0.09701521 -0.33536426 -1.49214607 -1.28576079 -0.64940926  0.17434844
 -0.0229201  -3.40163666 -0.25746062 -0.48048794  0.        ]",-0.0653356660955,[-0.37908179 -0.61504096],[-1.47318121 -0.1382928 ],"[[ -1.25241041e+00  -2.39407043e+00  -7.60665829e-02   2.26218071e-02]
 [ -1.27287760e+01  -2.53782912e+01   0.00000000e+00   0.00000000e+00]]"
9,[-0.41170278 -0.32618603],-0.85086,"[-0.30836327 -0.64236167 -1.56743329  0.10820522 -0.64940881  0.17434836
 -0.14118494 -3.40830342  0.07190082 -0.04708024  0.        ]",-0.052447890693,[-0.40725064 -1.93188071],[-1.21089217 -1.38118721],"[[ -1.54421170e+00  -2.90208502e+00  -7.60665829e-02   2.26218071e-02]
 [ -1.64386709e+01  -2.54230840e+01   0.00000000e+00   0.00000000e+00]]"
