timestep,logstd_action_dist,rewards,obs,original_rewards,avg_action_dist,actions,human_obs
0,[-0.17287374 -0.18671252],-1.85837,"[ 1.16063981  2.25952813  0.08799422  0.58363928 -0.19222678 -1.15000024
  0.38225962  0.37746608  1.56276472  1.15949638  0.        ]",-0.267499033889,[-1.58698928 -2.13712835],[-3.11225316 -2.23019487],"[[ 0.02173402 -0.04371954 -0.02379632 -0.13031607]
 [-0.00440104  0.00158377  0.          0.        ]]"
1,[-0.17287374 -0.18671252],-1.82131,"[ 1.16073787  2.25595846  0.02855139  0.44828975 -0.19222652 -1.14999682
  0.22039502 -0.17233707  1.5587382   1.05621237  0.        ]",-0.261089044427,[-1.51082826 -2.06813431],[-1.1299849  -1.19865871],"[[-0.01802824 -0.08340058 -0.02379632 -0.13031607]
 [-3.9586672  -3.95650117  0.          0.        ]]"
2,[-0.17287374 -0.18671252],-1.66555,"[ 1.14821356  2.2323365  -0.14733455  0.04908403 -0.19222627 -1.14999341
  0.0617273  -0.71125691  1.50915233  0.75463184  0.        ]",-0.240477359588,[-1.27197218 -1.89866102],[-1.27300511 -2.02278728],"[[-0.13609198 -0.20145729 -0.02379632 -0.13031607]
 [-7.83483605 -7.83623961  0.          0.        ]]"
3,[-0.17287374 -0.18671252],-1.37547,"[ 1.08617239  2.15156974 -0.43025102 -0.58648584 -0.19222601 -1.14998999
 -0.09381924 -1.23949873  1.31140726  0.30192942  0.        ]",-0.202059556952,[-0.91665184 -1.65705371],[-0.87757691 -2.03882517],"[[ -0.33091328  -0.39633782  -0.02379632  -0.13031607]
 [-11.63475607 -11.63912284   0.           0.        ]]"
4,[-0.17287374 -0.18671252],-0.959274,"[ 0.92320229  1.95917136 -0.78388605 -1.38019658 -0.19222576 -1.14998657
 -0.22650817 -1.75727844  0.85243025 -0.14848822  0.        ]",-0.143230535309,[-0.48833475 -1.31532812],[ 0.58019428  0.14461146],"[[ -0.59612902  -0.66652098  -0.02379632  -0.13031607]
 [-14.87627731 -15.36672823   0.           0.        ]]"
5,[-0.17287374 -0.18671252],-0.6203,"[ 0.67381318  1.65387704 -1.08498276 -2.07687766 -0.1922255  -1.14998315
 -0.12058927 -1.63550793  0.24722019 -0.32403929  0.        ]",-0.0795132757324,[-0.06446066 -1.05934834],[ 0.51799775 -2.24929643],"[[ -0.86769332  -0.96506064  -0.02379632  -0.13031607]
 [-12.2887467  -14.49014522   0.           0.        ]]"
6,[-0.17287374 -0.18671252],-0.277392,"[ 0.41946382  1.23966565 -1.27037857 -2.55273041 -0.19222525 -1.14997973
 -0.02679722 -2.14567139 -0.28072383 -0.17663206  0.        ]",-0.0354765046453,[ 0.14394826 -0.86217022],[ 0.15880423 -1.11000727],"[[ -1.09047774  -1.29171439  -0.02379632  -0.13031607]
 [ -9.99746766 -18.16298294   0.           0.        ]]"
7,[-0.17287374 -0.18671252],-0.537899,"[ 0.17491208  0.68228601 -1.37769742 -2.66024898 -0.19222499 -1.14997631
  0.00691664 -2.64566992 -0.6320435   0.23130594  0.        ]",-0.05842422212,[ 0.19169085 -0.78866321],[-0.22574778  0.32443478],"[[ -1.28216181  -1.69109165  -0.02379632  -0.13031607]
 [ -9.17386027 -21.76274291   0.           0.        ]]"
8,[-0.17287374 -0.18671252],-0.492245,"[-0.08260397  0.12882236 -1.43236718 -2.20150788 -0.19222474 -1.14997289
 -0.02237426 -2.40729956 -0.70579416  0.73315347  0.        ]",-0.101888863672,[ 0.1947692  -0.83638668],[ 0.29491254 -1.82413384],"[[ -1.4728198   -2.10912995  -0.02379632  -0.13031607]
 [ -9.88941725 -20.04681629   0.           0.        ]]"
9,[-0.17287374 -0.18671252],-0.903607,"[-0.33605549 -0.31513633 -1.43398556 -1.18497571 -0.19222448 -1.14996947
  0.03332027 -2.902103   -0.49796956  1.13213093  0.        ]",-0.132421110634,[-0.07035509 -0.96631122],[-0.99450021 -0.30292027],"[[ -1.65695799  -2.54580951  -0.02379632  -0.13031607]
 [ -8.52883948 -23.60928217   0.           0.        ]]"
10,[-0.17287374 -0.18671252],-0.941907,"[-0.61762129 -0.54844558 -1.37513095  0.33658426 -0.19222422 -1.14996606
 -0.12100198 -2.41761355 -0.09866478  1.26372849  0.        ]",-0.143590284909,[-0.35599503 -1.23887801],[-1.8833443  -1.26728365],"[[ -1.8653645   -3.025339    -0.02379632  -0.13031607]
 [-12.29881824 -20.12144061   0.           0.        ]]"
11,[-0.17287374 -0.18671252],-0.882762,"[-0.97030803 -0.55749728 -1.19681201  0.82040547 -0.19222397 -1.14996264
 -0.27307266  0.42732422  0.03852186  1.21236823  0.        ]",-0.140358584785,[-0.26773575 -1.47315121],[ 0.31397527 -2.47844664],"[[ -2.14861245  -3.1671561   -0.02379632  -0.13031607]
 [-16.01379345   0.36030555   0.           0.        ]]"
12,[-0.17287374 -0.18671252],-0.917084,"[-1.28194987 -0.55766521 -0.89423165  0.66351138 -0.19222371 -1.14995922
 -0.2092037   0.79260588  0.02209457  1.22573614  0.        ]",-0.141478321142,[-0.33436063 -1.52133226],[ 0.94463075 -1.75475724],"[[ -2.45323318  -3.12124961  -0.02379632  -0.13031607]
 [-14.45353409   2.99011018   0.           0.        ]]"
13,[-0.17287374 -0.18671252],-1.04507,"[-1.46471448 -0.55416612 -0.58084251  0.48255147 -0.19222346 -1.1499558
 -0.044393    0.67632475  0.01404294  1.2542229   0.        ]",-0.144682055067,[-0.44042566 -1.55591583],[-0.79555867 -0.4115637 ],"[[ -2.70190778  -3.06824189  -0.02379632  -0.13031607]
 [-10.42735065   2.15297044   0.           0.        ]]"
14,[-0.17287374 -0.18671252],-1.01695,"[-1.56789483 -0.54992618 -0.24383891  0.36872389 -0.1922232  -1.14995238
 -0.16488246  0.54722407  0.02516025  1.27025356  0.        ]",-0.146911576599,[-0.51013005 -1.57071996],[-0.96237352 -2.15470445],"[[ -2.93998748  -3.03480235  -0.02379632  -0.13031607]
 [-13.37080698   1.22353625   0.           0.        ]]"
