timestep,logstd_action_dist,avg_action_dist,obs,original_rewards,rewards,actions,human_obs
0,[-0.24085873 -0.17863546],[ 0.85925663 -0.0229305 ],"[ 1.14198235  2.34295984  0.13924933  0.61218969  1.24842156  0.77410802
  0.3332318   0.39295205  0.30058884 -0.55520201  0.        ]",-0.0999616141036,-1.0122,[ 1.01344621  1.18074736],"[[ 0.08586521 -0.04734676  0.14549675  0.08955508]
 [ 0.00024828 -0.00112891  0.          0.        ]]"
1,[-0.24085873 -0.17863546],[ 0.54293567 -0.26759097],"[ 1.13617117  2.3445185   0.19803058  0.75699024  1.24841906  0.77410705
  0.46549551  0.94943273  0.29216676 -0.45009978  0.        ]",-0.0898446930671,-0.993982,[ 0.52835446 -0.23394383],"[[ 0.12554519 -0.00765671  0.14549675  0.08955508]
 [ 3.95458768  3.95694819  0.          0.        ]]"
2,[-0.24085873 -0.17863546],[ 0.11428152 -0.49200296],"[ 1.11216723  2.34183744  0.34361633  1.00887877  1.24841656  0.77410609
  0.53280152  0.80807219  0.25050063 -0.21819294  0.        ]",-0.0679596066684,-0.881523,[ 0.94797593 -0.20713867],"[[ 0.22482676  0.0613943   0.14549675  0.08955508]
 [ 5.96686973  2.95150394  0.          0.        ]]"
3,[-0.24085873 -0.17863546],[-0.45141092 -0.78654647],"[ 1.04778629  2.33558536  0.56492391  1.19139976  1.24841407  0.77410512
  0.65429756  0.6843419   0.14926585  0.07927028  0.        ]",-0.0442925981387,-0.72166,[-0.78878872 -2.04129449],"[[ 0.38060928  0.11159457  0.14549675  0.08955508]
 [ 9.59928934  2.07145631  0.          0.        ]]"
4,[-0.24085873 -0.17863546],[-0.7393204  -0.83583963],"[ 0.95006553  2.33536365  0.77667377  1.19612092  1.24841157  0.77410415
  0.54362845  0.12205621  0.02237399  0.32043649  0.        ]",-0.0398151859514,-0.651045,[ 0.55858086 -1.36028195],"[[ 0.53939816  0.11289689  0.14549675  0.08955508]
 [ 6.29060502 -1.92789617  0.          0.        ]]"
5,[-0.24085873 -0.17863546],[-0.90936601 -0.88263524],"[ 0.83304999  2.34363261  0.95536149  0.91259859  1.24840907  0.77410318
  0.61342558 -0.42938851 -0.07892486  0.46879298  0.        ]",-0.0486352971208,-0.665107,[-0.69466602 -0.42765299],"[[ 0.68614739  0.03498576  0.14549675  0.08955508]
 [ 8.37736497 -5.8501409   0.          0.        ]]"
6,[-0.24085873 -0.17863546],[-0.90209723 -0.81082839],"[ 0.70157719  2.33761982  1.10527048  0.42841377  1.24840657  0.77410221
  0.51598787 -0.65101726 -0.15455566  0.55623724  0.        ]",-0.0571315774436,-0.654355,[-2.4862338 -0.90141  ],"[[ 0.82446669 -0.09783334  0.14549675  0.08955508]
 [ 5.46426483 -7.42651629  0.          0.        ]]"
7,[-0.24085873 -0.17863546],[-0.59857523 -0.54141843],"[ 0.62960871  2.28817284  1.1719585  -0.22614691  1.24840407  0.77410124
  0.38009836 -1.13193443 -0.13455005  0.51152458  0.        ]",-0.0520705974098,-0.661891,[-1.20225563  1.72286515],"[[  0.89299005  -0.28068369   0.14549675   0.08955508]
 [  1.40156042 -10.84712995   0.           0.        ]]"
8,[-0.24085873 -0.17863546],[-0.28291151 -0.34398037],"[ 0.64246838  2.19760658  1.16070447 -0.82146462  1.24840158  0.77410028
  0.24679419 -0.54483622 -0.04945391  0.35692759  0.        ]",-0.0377279516139,-0.487736,[ 0.0162018  -0.26546279],"[[ 0.88103455 -0.45572873  0.14549675  0.08955508]
 [-2.58385115 -6.67130424  0.          0.        ]]"
9,[-0.24085873 -0.17863546],[ 0.10045616 -0.12860113],"[ 0.69539586  2.09443045  1.11136207 -1.27107789  1.24839908  0.77409931
  0.25065207 -0.67405197  0.03220391  0.1624541   0.        ]",-0.0305433633094,-0.521127,[ 0.18148709 -0.98642523],"[[ 0.83051499 -0.59837618  0.14549675  0.08955508]
 [-2.46850545 -7.5903768   0.          0.        ]]"
10,[-0.24085873 -0.17863546],[ 0.60153651  0.11614162],"[ 0.7372566   1.92044832  1.06854867 -1.80231495  1.24839658  0.77409834
  0.27633161 -1.20209614  0.07789722 -0.07092323  0.        ]",-0.0395578605634,-0.616254,[ 1.56156538  0.13455758],"[[  0.78884858  -0.78786703   0.14549675   0.08955508]
 [ -1.70075378 -11.34618783   0.           0.        ]]"
11,[-0.24085873 -0.17863546],[ 0.80563933  0.18641442],"[ 0.7313183   1.67416923  1.07483953 -2.3004852   1.24839408  0.77409737
  0.40977426 -1.09577551  0.05570755 -0.26107904  0.        ]",-0.0523412258048,-0.651417,[ 0.22367536  0.4741698 ],"[[  0.79486094  -1.00720381   0.14549675   0.08955508]
 [  2.28880638 -10.58997933   0.           0.        ]]"
12,[-0.24085873 -0.17863546],[ 0.77955097  0.16135174],"[ 0.67623969  1.4294278   1.12979654 -2.61434149  1.24839158  0.7740964
  0.43783846 -0.80235663 -0.00655255 -0.35039272  0.        ]",-0.057343903478,-0.604889,[ 1.38400328 -0.24335772],"[[ 0.84905499 -1.19806413  0.14549675  0.08955508]
 [ 3.12785628 -8.50299906  0.          0.        ]]"
13,[-0.24085873 -0.17863546],[ 0.66321981  0.08883572],"[ 0.56581525  1.18376813  1.22389524 -2.79598788  1.24838908  0.77409543
  0.56813353 -0.91427482 -0.09177198 -0.36257208  0.        ]",-0.0550827897283,-0.506402,[ 0.99795535 -1.4488972 ],"[[ 0.95069557 -1.37611165  0.14549675  0.08955508]
 [ 7.02331451 -9.29904379  0.          0.        ]]"
14,[-0.24085873 -0.17863546],[ 0.51041567 -0.01226056],"[ 0.35223079  0.86337757  1.35847645 -2.86336416  1.24838659  0.77409447
  0.69561762 -1.44513669 -0.22609572 -0.32467527  0.        ]",-0.0492418202482,-0.481275,[ 1.12538582  0.82778019],"[[  1.12940224  -1.59997781   0.14549675   0.08955508]
 [ 10.8347368  -13.074905     0.           0.        ]]"
15,[-0.24085873 -0.17863546],[ 0.22630563 -0.27979302],"[ 0.01759535  0.54209116  1.47524829 -2.74669522  1.24838409  0.7740935
  0.82083322 -0.94789535 -0.40027214 -0.23635008  0.        ]",-0.0472109256409,-0.403771,[-0.96085777 -1.85773612],"[[  1.38365635  -1.82599203   0.14549675   0.08955508]
 [ 14.57834492  -9.53820678   0.           0.        ]]"
16,[-0.24085873 -0.17863546],[ 0.21645208 -0.36725247],"[-0.32847501  0.23600468  1.49826417 -2.44603913  1.24838159  0.77409253
  0.68400232 -1.47789353 -0.58350843 -0.20522574  0.        ]",-0.0619941215209,-0.519681,[ 0.86835905 -0.82965917],"[[  1.63418043  -2.0545779    0.14549675   0.08955508]
 [ 10.48753043 -13.30792912   0.           0.        ]]"
17,[-0.24085873 -0.17863546],[ 0.16691583 -0.58414608],"[-0.65800693 -0.10697213  1.43224884 -1.80911175  1.24837909  0.77409156
  0.79205625 -1.90266012 -0.78512431 -0.28685632  0.        ]",-0.0895581361445,-0.889941,[-0.17606902 -0.52337841],"[[  1.8763433   -2.35105045   0.14549675   0.08955508]
 [ 13.71805094 -16.32920056   0.           0.        ]]"
18,[-0.24085873 -0.17863546],[ 0.27751988 -0.83052182],"[-0.98963041 -0.39268926  1.2655582  -0.79080869  1.24837659  0.77409059
  0.75967063 -2.14849897 -1.00105062 -0.44313272  0.        ]",-0.123391262957,-1.08482,[-0.31214894 -1.85695414],"[[  2.14099079  -2.6951786    0.14549675   0.08955508]
 [ 12.74984578 -18.07784073   0.           0.        ]]"
19,[-0.24085873 -0.17863546],[ 0.32377979 -1.16456234],"[-1.24588805 -0.53200992  1.03838441  0.60718376  1.2483741   0.77408963
  0.70989532 -2.05276678 -1.22090383 -0.68600387  0.        ]",-0.163349663439,-1.31846,[-0.49769214 -1.46300159],"[[  2.38105574  -3.09287071   0.14549675   0.08955508]
 [ 11.26173848 -17.39698592   0.           0.        ]]"
20,[-0.24085873 -0.17863546],[ 0.79109043 -1.35801804],"[-1.41826135 -0.5315237   0.79939814  0.98637449  1.2483716   0.77408866
  0.63655604  0.61834214 -1.26882967 -0.7542283   0.        ]",-0.173185136625,-1.40967,[ 0.04125714 -0.10440803],"[[ 2.58429388 -3.19681152  0.14549675  0.08955508]
 [ 9.06913558  1.60186288  0.          0.        ]]"
21,[-0.24085873 -0.17863546],[ 0.88983107 -1.3538717 ],"[-1.53124873 -0.53366335  0.55861507  0.75354499  1.2483691   0.77408769
  0.63601717  0.90306581 -1.23067485 -0.68659605  0.        ]",-0.164443885527,-1.24836,[ 0.92030148 -2.9618539 ],"[[ 2.76551571 -3.13299152  0.14549675  0.08955508]
 [ 9.05304579  3.62703014  0.          0.        ]]"
22,[-0.24085873 -0.17863546],[ 0.92767024 -1.33620191],"[-1.61044332 -0.53025278  0.24917884  0.53187629  1.2483666   0.77408672
  0.75189641  0.72620717 -1.22103607 -0.61220947  0.        ]",-0.1585092978,-1.23344,[ 0.70150785 -2.56167145],"[[  2.98133679  -3.07220194   0.14549675   0.08955508]
 [ 12.51751055   2.36909155   0.           0.        ]]"
23,[-0.24085873 -0.17863546],[ 1.01912439 -1.29936361],"[-1.61897799 -0.52581388 -0.16020089  0.40298829  1.2483641   0.77408575
  0.83650617  0.56933522 -1.24263274 -0.55756966  0.        ]",-0.157598394302,-1.25171,[ 1.39750854 -1.46057858],"[[  3.25706734  -3.03675225   0.14549675   0.08955508]
 [ 15.0471177    1.25331092   0.           0.        ]]"
24,[-0.24085873 -0.17863546],[ 1.13183403 -1.25245631],"[-1.48816139 -0.52289357 -0.64078524  0.33818336  1.24836161  0.77408478
  0.95897112  0.47777286 -1.28595476 -0.52761682  0.        ]",-0.160882335531,-1.25299,[ 1.68969738 -0.91219762],"[[  3.59474539  -3.01888091   0.14549675   0.08955508]
 [ 18.70848859   0.60205793   0.           0.        ]]"
25,[-0.24085873 -0.17863546],[ 1.27601385 -1.17569828],"[-1.14240846 -0.5213532  -1.12081058  0.30758248  1.24835911  0.77408382
  1.07901189  0.43249874 -1.34261736 -0.52674203  0.        ]",-0.167455098351,-1.22082,[ 1.20799024 -1.52496032],"[[  4.0049238   -3.01042875   0.14549675   0.08955508]
 [ 22.29739506   0.28003941   0.           0.        ]]"
26,[-0.24085873 -0.17863546],[ 1.44231045 -1.04067481],"[-0.55180449 -0.52063537 -1.44038256  0.29398895  1.24835661  0.77408285
  1.19667611  0.40975108 -1.39889688 -0.56120202  0.        ]",-0.175879137871,-1.2895,[ 1.08075952  0.07479827],"[[  4.48616761  -3.00667118   0.14549675   0.08955508]
 [ 25.8152641    0.11824489   0.           0.        ]]"
27,[-0.24085873 -0.17863546],[ 1.53641129 -0.92535913],"[ 0.20211356 -0.5195851  -1.40049977  0.27475949  1.24835411  0.77408188
  1.31201092  0.45114559 -1.43728467 -0.63220921  0.        ]",-0.18422321353,-1.2002,[ 2.83417499 -1.61141956],"[[  5.03707026  -3.00135239   0.14549675   0.08955508]
 [ 29.26350716   0.41267432   0.           0.        ]]"
28,[-0.24085873 -0.17863546],[ 1.37189412 -0.89968574],"[ 0.88320745 -0.5198944  -0.86254998  0.28035679  1.24835161  0.77408091
  1.42506094  0.3722149  -1.42766107 -0.72043234  0.        ]",-0.188330445616,-1.35854,[-0.38007494 -0.1662997 ],"[[  5.65625238  -3.00290107   0.14549675   0.08955508]
 [ 32.64346167  -0.14873272   0.           0.        ]]"
29,[-0.24085873 -0.17863546],[ 1.09671164 -0.96050608],"[ 1.14708204 -0.5199926   0.01794644  0.28215328  1.24834912  0.77407994
  1.35310951  0.398855   -1.37195317 -0.78793377  0.        ]",-0.186558340735,-1.33387,[ 0.36952255 -1.35324413],"[[  6.28753954  -3.0033981    0.14549675   0.08955508]
 [ 30.49241957   0.04075247   0.           0.        ]]"
30,[-0.24085873 -0.17863546],[ 0.73382807 -1.11810076],"[ 0.8865387  -0.51996443  0.88050535  0.28164903  1.24834662  0.77407897
  1.3818518   0.39158665 -1.29179896 -0.80755969  0.        ]",-0.179392290108,-1.33164,[ 0.63992533 -1.60985714],"[[  6.90601059e+00  -3.00325868e+00   1.45496752e-01   8.95550765e-02]
 [  3.13518223e+01  -1.09424594e-02   0.00000000e+00   0.00000000e+00]]"
31,[-0.24085873 -0.17863546],[ 0.415326   -1.27747893],"[ 0.17182489 -0.52001871  1.4339444   0.28264804  1.24834412  0.77407801
  1.44583442  0.39121632 -1.21359787 -0.77019068  0.        ]",-0.168534318994,-1.38723,[ 0.1684631   0.13581283],"[[  7.55224074e+00  -3.00353509e+00   1.45496752e-01   8.95550765e-02]
 [  3.32648176e+01  -1.35740261e-02   0.00000000e+00   0.00000000e+00]]"
32,[-0.24085873 -0.17863546],[ 0.36103466 -1.39982843],"[-0.73412337 -0.51898275  1.40382872  0.26409657  1.24834162  0.77407704
  1.44611463  0.46695393 -1.16740069 -0.68425024  0.        ]",-0.157520119122,-1.25755,[ 1.04204792 -2.16738796],"[[  8.21762223  -2.99840166   0.14549675   0.08955508]
 [ 33.27329942   0.52512582   0.           0.        ]]"
33,[-0.24085873 -0.17863546],[ 0.52532351 -1.46127129],"[-1.45259445 -0.52037902  0.73688284  0.2892882   1.24833913  0.77407607
  1.55650771  0.28960267 -1.18559729 -0.58244425  0.        ]",-0.15269384636,-1.32517,[ 0.62371413 -0.4694688 ],"[[  8.91620351  -3.00537176   0.14549675   0.08955508]
 [ 36.57385592  -0.73631273   0.           0.        ]]"
34,[-0.24085873 -0.17863546],[ 0.88069737 -1.40324426],"[-1.58830229 -0.52123779 -0.3432772   0.3054559   1.24833663  0.7740751
  1.61488594  0.40196966 -1.26285322 -0.52742619  0.        ]",-0.158196838682,-1.21781,[ 1.70591264 -2.02783599],"[[  9.66519372  -3.00984159   0.14549675   0.08955508]
 [ 38.31933299   0.06291814   0.           0.        ]]"
35,[-0.24085873 -0.17863546],[ 1.16613197 -1.27222502],"[-0.94431166 -0.52085426 -1.27253342  0.29818157  1.24833413  0.77407413
  1.72193763  0.40819022 -1.36564499 -0.53526186  0.        ]",-0.170611793312,-1.28158,[ 2.12366844  0.32862546],"[[ 10.46369407  -3.00783092   0.14549675   0.08955508]
 [ 41.52003409   0.10716554   0.           0.        ]]"
36,[-0.24085873 -0.17863546],[ 1.34030187 -1.09671569],"[ 0.20910274 -0.51777407 -1.39795276  0.2432946   1.24833163  0.77407317
  1.82686951  0.59101233 -1.44392495 -0.63661142  0.        ]",-0.185240681763,-1.37386,[ 0.9159616   1.06960799],"[[ 11.32557299  -2.9926412    0.14549675   0.08955508]
 [ 44.65738956   1.40751993   0.           0.        ]]"
37,[-0.24085873 -0.17863546],[ 1.16819    -1.10827088],"[  1.07659666e+00  -5.00092550e-01  -4.57371161e-01   6.66775572e-04
   1.24832913e+00   7.74072198e-01   1.91858994e+00   1.14403269e+00
  -1.41484649e+00  -8.28778326e-01   0.00000000e+00]",-0.193957170277,-1.40333,[ 1.21186116  0.38851968],"[[ 12.24623691  -2.92502651   0.14549675   0.08955508]
 [ 47.39978922   5.34097369   0.           0.        ]]"
