timestep,logstd_action_dist,rewards,obs,original_rewards,avg_action_dist,actions,human_obs
0,[-0.25849667 -0.18244597],-1.66486,"[ 1.14073264  2.32691146 -0.06727132  0.62560299  1.0567412   1.6817407
  0.33075839  0.39371371  0.47753701 -1.66622772  0.        ]",-0.229103944234,[ 1.84220409  0.65802443],[ 2.48566445 -0.52367999],"[[-0.0484459  -0.04271544  0.1198278   0.19600073]
 [ 0.00271482 -0.00417762  0.          0.        ]]"
1,[-0.25849667 -0.18244597],-1.61402,"[ 1.14230843  2.32530918 -0.00806615  0.54964828  1.05673953  1.68173589
  0.46399749  0.10132754  0.47972787 -1.61564256  0.        ]",-0.223673389136,[ 1.76014495  0.63558257],[ 1.43838947  0.12798066],"[[-0.00869354 -0.06361827  0.1198278   0.19600073]
 [ 3.95934566 -2.0791838   0.          0.        ]]"
2,[-0.25849667 -0.18244597],-1.50135,"[ 1.13405286  2.32107969  0.16756888  0.41872428  1.05673786  1.68173109
  0.59456723  0.17832365  0.4773141  -1.44139544  0.        ]",-0.204662762354,[ 1.57452571  0.54122901],[ 0.54877062  0.75667283],"[[ 0.10939611 -0.09971956  0.1198278   0.19600073]
 [ 7.83671109 -1.53275705  0.          0.        ]]"
3,[-0.25849667 -0.18244597],-1.41346,"[ 1.08578068  2.32102618  0.42574983  0.41764778  1.05673619  1.68172628
  0.66241159  0.60467265  0.43567971 -1.13441778  0.        ]",-0.169736412154,[ 1.16556644  0.30101854],[ 2.91774805  0.72193487],"[[ 0.2863444  -0.10001677  0.1198278   0.19600073]
 [ 9.85141057  1.49295723  0.          0.        ]]"
4,[-0.25849667 -0.18244597],-1.17806,"[ 0.9579326   2.32692317  0.74668434  0.62897511  1.05673452  1.68172147
  0.78902579  1.00310413  0.28307923 -0.69969876  0.        ]",-0.115238978518,[ 0.34492239 -0.17832646],[ 0.16707122 -0.37101373],"[[  0.52109691  -0.04178747   0.1198278    0.19600073]
 [ 13.61132097   4.32055171   0.           0.        ]]"
5,[-0.25849667 -0.18244597],-0.705461,"[ 0.72365736  2.32755918  1.07093759  0.88659168  1.05673285  1.68171667
  0.80223516  0.7840254  -0.02636782 -0.26460269  0.        ]",-0.0500148220492,[-0.41699749 -0.53761709],[-0.29269912 -2.51142673],"[[  0.79725924   0.02902435   0.1198278    0.19600073]
 [ 14.00361006   2.76580307   0.           0.        ]]"
6,[-0.25849667 -0.18244597],-0.570652,"[ 0.42856282  2.32676066  1.30688627  0.9412972   1.05673118  1.68171186
  0.75396756  0.2184422  -0.3872839   0.014559    0.        ]",-0.0242613146511,[-0.85847938 -0.67067027],[-1.25257091 -0.39612275],"[[  1.06295073   0.04406845   0.1198278    0.19600073]
 [ 12.57030268  -1.24801873   0.           0.        ]]"
7,[-0.25849667 -0.18244597],-0.894864,"[  1.61645709e-01   2.32813072e+00   1.42899265e+00   7.94215337e-01
   1.05672951e+00   1.68170706e+00   6.12399670e-01   1.13828846e-03
  -6.69666707e-01   1.40756532e-01   0.00000000e+00]",-0.0586310910884,[-0.95857811 -0.64511877],[-1.81937767  0.28083186],"[[  1.27217764e+00   3.63510136e-03   1.19827803e-01   1.96000727e-01]
 [  8.36638441e+00  -2.79017699e+00   0.00000000e+00   0.00000000e+00]]"
8,[-0.25849667 -0.18244597],-1.08702,"[-0.00844369  2.32695784  1.47278167  0.63386552  1.05672784  1.68170225
  0.47359686  0.16583538 -0.83207684  0.18433549  0.        ]",-0.0800196715884,[-0.98148811 -0.61727631],[-1.7882144   0.42565389],"[[ 1.39814995 -0.04044124  0.1198278   0.19600073]
 [ 4.24457279 -1.62135779  0.          0.        ]]"
9,[-0.25849667 -0.18244597],-0.987732,"[-0.06936941  2.32590282  1.48268395  0.57869433  1.05672617  1.68169745
  0.33753229  0.40806921 -0.89043397  0.19520514  0.        ]",-0.0876538696038,[-0.94056821 -0.58991241],[-0.6781392 -0.7584201],"[[ 1.44250186 -0.05562024  0.1198278   0.19600073]
 [ 0.20407263  0.09772271  0.          0.        ]]"
10,[-0.25849667 -0.18244597],-1.05751,"[-0.03791137  2.32307965  1.47793594  0.47638445  1.0567245   1.68169264
  0.24709703 -0.01521151 -0.83033319  0.18276034  0.        ]",-0.0797733461283,[-0.78256834 -0.39827088],[-0.53641343  0.94052538],"[[ 1.41963881 -0.08380511  0.1198278   0.19600073]
 [-2.48144191 -2.90620169  0.          0.        ]]"
11,[-0.25849667 -0.18244597],-0.761681,"[ 0.05825274  2.32035946  1.45848699  0.40329895  1.05672283  1.68168784
  0.17724203  0.51776877 -0.70246252  0.14872756  0.        ]",-0.0629302555072,[-0.74396682 -0.38533691],[-0.74398305 -0.99996395],"[[ 1.34919709 -0.1039787   0.1198278   0.19600073]
 [-4.55581583  0.8762354   0.          0.        ]]"
