timestep,logstd_action_dist,avg_action_dist,obs,original_rewards,rewards,actions,human_obs
0,[-0.39362809 -0.27913165],[ 0.04155612 -1.86538482],"[ 1.07546415  1.95144981  0.02835879  0.70632713 -0.30546408  0.43042285
  0.38030165  0.3896781   1.72712324 -0.30968401  0.        ]",-0.248800877457,-2.26526,[-0.37122095 -1.69696689],"[[ 0.05204188 -0.04305742 -0.03505082  0.05001343]
 [-0.00284763 -0.0016038   0.          0.        ]]"
1,[-0.39362809 -0.27913165],[ 0.44765371 -1.32151771],"[ 1.0763928   1.94818781  0.00611118  0.57725571 -0.30546391  0.43042259
  0.33404124 -0.19609864  1.72675695 -0.37589457  0.        ]",-0.250181899369,-2.29001,[ 0.91034731 -0.96351493],"[[ 0.03726696 -0.08281129 -0.03505082  0.05001343]
 [-1.46976718 -3.96059075  0.          0.        ]]"
2,[-0.39362809 -0.27913165],[ 0.62245899 -1.04168165],"[ 1.07598674  1.92679912  0.01671807  0.20151644 -0.30546374  0.43042234
  0.44856999 -0.74919393  1.71645448 -0.47604681  0.        ]",-0.25154193693,-2.27876,[ 0.61314779 -0.294268  ],"[[ 0.04430992 -0.19952886 -0.03505082  0.05001343]
 [ 2.16196585 -7.69870088  0.          0.        ]]"
3,[-0.39362809 -0.27913165],[ 0.59097028 -1.02573323],"[ 1.06862107  1.86743143  0.11760718 -0.31090248 -0.30546357  0.43042208
  0.52372504 -0.8991742   1.69413882 -0.50929952  0.        ]",-0.249916508207,-2.24045,[ 0.62367808 -0.19278931],"[[ 0.11146037 -0.36367328 -0.03505082  0.05001343]
 [ 4.54515403 -8.71235101  0.          0.        ]]"
4,[-0.39362809 -0.27913165],[ 0.40557566 -1.09524322],"[ 1.04144823  1.76466096  0.288028   -0.83707866 -0.3054634   0.43042182
  0.59870572 -0.98671965  1.66125305 -0.47028764  0.        ]",-0.244960919296,-2.17322,[-0.95933989 -1.09078419],"[[ 0.22621896 -0.54385708 -0.03505082  0.05001343]
 [ 6.92281401 -9.30403526  0.          0.        ]]"
5,[-0.39362809 -0.27913165],[ 0.44321483 -0.67511004],"[ 1.00345879  1.58710216  0.43157718 -1.4133075  -0.30546323  0.43042156
  0.47473642 -1.54511924  1.59640815 -0.49885722  0.        ]",-0.238294484405,-2.09905,[ 0.27614584 -0.59618828],"[[  0.32523486  -0.76780291  -0.03505082   0.05001343]
 [  2.99174198 -13.07800724   0.           0.        ]]"
6,[-0.39362809 -0.27913165],[ 0.00596488 -0.42854145],"[ 0.96856632  1.2975242   0.53058176 -1.97644371 -0.30546306  0.4304213
  0.50733434 -1.85613182  1.47450314 -0.61707338  0.        ]",-0.228477409901,-1.96545,[ 0.74986193 -1.39781316],"[[  0.3954413   -1.0504534   -0.03505082   0.05001343]
 [  4.02543561 -15.18002129   0.           0.        ]]"
7,[-0.39362809 -0.27913165],[-0.64995778 -0.05567819],"[ 0.90143501  0.88304892  0.6790908  -2.35445168 -0.30546289  0.43042105
  0.59841044 -2.39760816  1.28797248 -0.69090483  0.        ]",-0.210869100751,-1.81632,[-0.81144781 -0.27221358],"[[  0.50492643  -1.3907728   -0.03505082   0.05001343]
 [  6.91348069 -18.83966166   0.           0.        ]]"
8,[-0.39362809 -0.27913165],[-0.79841423  0.16833609],"[ 0.82342634  0.38603311  0.81293038 -2.33966757 -0.30546273  0.43042079
  0.49280328 -2.50178995  1.02403962 -0.75292237  0.        ]",-0.18587717796,-1.73407,[-0.52959219  2.12060672],"[[  0.60959857  -1.77463056  -0.03505082   0.05001343]
 [  3.5646783  -19.54384135   0.           0.        ]]"
9,[-0.39362809 -0.27913165],[-0.69678128 -0.0965997 ],"[ 0.78203646 -0.03244497  0.8730673  -1.92535073 -0.30546256  0.43042053
  0.42443193 -1.85864086  0.73685889 -0.79105599  0.        ]",-0.159673543556,-1.62942,[-0.45984214 -0.11362203],"[[  0.6591388   -2.12189481  -0.03505082   0.05001343]
 [  1.39662575 -15.197104     0.           0.        ]]"
