timestep,logstd_action_dist,rewards,obs,original_rewards,avg_action_dist,actions,human_obs
0,[-0.80114782 -0.55894166],-3.26307,"[ 1.02466633  1.64168972 -0.21690438  1.08506754 -0.45879474  0.09949589
  0.41579048  0.37534923  1.98918073 -0.13922802  0.        ]",-0.264980206962,[-1.37372375 -3.3176589 ],[-1.56613022 -2.77838105],"[[-0.06088091  0.02935668 -0.0542734   0.01282788]
 [-0.00235425  0.00305124  0.          0.        ]]"
1,[-0.80114782 -0.55894166],-3.25738,"[ 1.02000757  1.64216354 -0.27698682  0.97802677 -0.45879458  0.09949586
  0.29375815 -0.26084685  1.98031142 -0.26874517  0.        ]",-0.265415737116,[-0.80987966 -2.33596945],[-0.65281925 -1.71752541],"[[-0.10060258 -0.01029531 -0.0542734   0.01282788]
 [-3.95665206 -3.95506314  0.          0.        ]]"
2,[-0.80114782 -0.55894166],-3.22103,"[ 0.99695759  1.63187822 -0.43327792  0.66030995 -0.45879441  0.09949583
  0.21652166 -0.88453661  1.91473864 -0.61760238  0.        ]",-0.265302563928,[ 0.11543861 -1.10540879],[ 0.27706247 -0.94624197],"[[-0.2048462  -0.12832896 -0.0542734   0.01282788]
 [-6.45939859 -7.8353704   0.          0.        ]]"
3,[-0.80114782 -0.55894166],-3.16906,"[ 0.95274341  1.57790175 -0.60447296  0.15379863 -0.45879424  0.0994958
  0.25432512 -1.46189179  1.73617945 -1.0395827   0.        ]",-0.261617518412,[ 0.46842921 -0.55182081],[ 0.71556455 -0.70577415],"[[ -0.32174316  -0.32107655  -0.0542734    0.01282788]
 [ -5.23442415 -11.42741109   0.           0.        ]]"
4,[-0.80114782 -0.55894166],-3.11442,"[ 0.91427539  1.43953772 -0.71134324 -0.46333541 -0.45879408  0.09949577
  0.34489522 -1.87487191  1.46547214 -1.36683574  0.        ]",-0.252444172102,[-0.2694014  -1.15218735],[-0.52069041 -1.10947732],"[[ -3.96985470e-01  -5.75404355e-01  -5.42733972e-02   1.28278790e-02]
 [ -2.29961510e+00  -1.39967956e+01   0.00000000e+00   0.00000000e+00]]"
5,[-0.80114782 -0.55894166],-2.99569,"[ 0.87414639  1.17352776 -0.80264481 -1.09598018 -0.45879391  0.09949574
  0.28273088 -2.46664605  1.07703463 -1.59790628  0.        ]",-0.234913185935,[-1.00203407 -1.39633036],[-1.44192228 -2.38166932],"[[ -4.63186113e-01  -8.92280646e-01  -5.42733972e-02   1.28278790e-02]
 [ -4.31396544e+00  -1.76785723e+01   0.00000000e+00   0.00000000e+00]]"
6,[-0.80114782 -0.55894166],-2.75514,"[ 0.78289018  0.74192324 -0.96679504 -1.58220612 -0.45879374  0.09949571
  0.16321145 -3.0466173   0.49048318 -1.68443332  0.        ]",-0.202735125865,[-1.60373294 -0.96479571],[-2.01686077 -1.18611033],"[[ -5.88318639e-01  -1.28205595e+00  -5.42733972e-02   1.28278790e-02]
 [ -8.18683212e+00  -2.12869482e+01   0.00000000e+00   0.00000000e+00]]"
7,[-0.80114782 -0.55894166],-2.42677,"[ 0.5965512   0.16747491 -1.20279895 -1.65390467 -0.45879358  0.09949568
  0.04596771 -3.61510956 -0.17513576 -1.41128671  0.        ]",-0.150696426856,[-1.79098499 -0.55000484],[-2.08544307 -0.67271273],"[[ -7.90168069e-01  -1.74328275e+00  -5.42733972e-02   1.28278790e-02]
 [ -1.19859579e+01  -2.48239523e+01   0.00000000e+00   0.00000000e+00]]"
8,[-0.80114782 -0.55894166],-2.13593,"[ 0.27489311 -0.41843389 -1.45383857 -1.07509039 -0.45879341  0.09949565
 -0.06902825 -3.96406035 -0.55136097 -0.72811436  0.        ]",-0.0801364417876,[-1.57212222 -0.8735373 ],[-1.39385604 -0.58300785],"[[ -1.06727243e+00  -2.26154538e+00  -5.42733972e-02   1.28278790e-02]
 [ -1.57122479e+01  -2.69951022e+01   0.00000000e+00   0.00000000e+00]]"
9,[-0.80114782 -0.55894166],-1.62184,"[-0.20564342 -0.81036884 -1.6245502   0.15053019 -0.45879324  0.09949562
 -0.18173697 -4.24906062 -0.31837692 -0.0518988   0.        ]",-0.0236465508713,[-1.48189318 -2.25626683],[-0.63636249 -2.01170336],"[[ -1.41816417e+00  -2.81923871e+00  -5.42733972e-02   1.28278790e-02]
 [ -1.93644225e+01  -2.87684139e+01   0.00000000e+00   0.00000000e+00]]"
10,[-0.80114782 -0.55894166],-1.60802,"[-0.7950473  -0.86723647 -1.59269667  1.30907007 -0.45879308  0.09949559
 -0.24765099 -0.56086183  0.17014447  0.00861678  0.        ]",-0.0714508505227,[ 0.2068077  -2.12619925],[ 0.7135466  -2.83666515],"[[ -1.82689153e+00  -3.25415253e+00  -5.42733972e-02   1.28278790e-02]
 [ -2.15002788e+01  -5.82176039e+00   0.00000000e+00   0.00000000e+00]]"
11,[-0.80114782 -0.55894166],-1.59482,"[-1.31073098 -0.87023139 -1.32951923  1.24550151 -0.45879291  0.09949556
 -0.14731619  1.11015798  0.14475495 -0.0290179   0.        ]",-0.0692944617704,[ 0.82870078 -1.97106171],[ 0.5421342  -2.08168874],"[[ -2.22427477e+00  -3.23048664e+00  -5.42733972e-02   1.28278790e-02]
 [ -1.82490692e+01   4.57473023e+00   0.00000000e+00   0.00000000e+00]]"
12,[-0.80114782 -0.55894166],-1.53713,"[-1.64499256 -0.87518704 -0.95307772  0.99314591 -0.45879274  0.09949553
 -0.06992675  1.04300956  0.08933562  0.01773153  0.        ]",-0.0628300594415,[ 0.7790705  -2.01190162],[ 0.53554614 -2.2764143 ],"[[ -2.56409544e+00  -3.13689750e+00  -5.42733972e-02   1.28278790e-02]
 [ -1.57413723e+01   4.15696088e+00   0.00000000e+00   0.00000000e+00]]"
13,[-0.80114782 -0.55894166],-1.52874,"[-1.82129129 -0.87208215 -0.55426669  0.81590095 -0.45879258  0.0994955
  0.0051251   0.76727953  0.07970058  0.06257578  0.        ]",-0.0614696389402,[ 0.61056149 -2.00002503],[ 0.09437449 -1.29039631],"[[ -2.85452237e+00  -3.07118812e+00  -5.42733972e-02   1.28278790e-02]
 [ -1.33094218e+01   2.44146961e+00   0.00000000e+00   0.00000000e+00]]"
14,[-0.80114782 -0.55894166],-1.5148,"[-1.88025241 -0.86811973 -0.16594583  0.71986798 -0.45879241  0.09949547
  0.02478648  0.57333908  0.09778564  0.08040725  0.        ]",-0.0633379610598,[ 0.66489434 -1.84597301],[ 0.67314228 -2.21615455],"[[ -3.11431862  -3.03547682  -0.0542734    0.01282788]
 [-12.67232241   1.23484316   0.           0.        ]]"
