timestep,logstd_action_dist,avg_action_dist,obs,original_rewards,rewards,actions,human_obs
0,[-0.47556213 -0.34978989],[-0.78883421 -2.59182453],"[ 1.06426302  1.8815797  -0.15713385  0.73677381 -0.47897097  0.18608562
  0.39372465  0.38833056  1.90968399 -0.27769554  0.        ]",-0.267687120179,-2.40824,[-1.59061839 -3.34580274],"[[-0.06166907 -0.04584493 -0.05558835  0.02149069]
 [ 0.00267609  0.00248722  0.          0.        ]]"
1,[-0.47556213 -0.34978989],[-0.26277062 -1.87708831],"[ 1.05968604  1.87821811 -0.21666267  0.6152855  -0.4789707   0.18608553
  0.27046083 -0.20744815  1.89602651 -0.39222988  0.        ]",-0.268256371372,-2.4189,[-0.28542139 -1.64690136],"[[-0.10129119 -0.08550808 -0.05558835  0.02149069]
 [-3.9517305  -3.95561561  0.          0.        ]]"
2,[-0.47556213 -0.34978989],[ 0.17880262 -1.31621885],"[ 1.04119167  1.85629333 -0.35019952  0.25688012 -0.47897044  0.18608544
  0.23774662 -0.79159949  1.82916532 -0.67200837  0.        ]",-0.268395587944,-2.40281,[-0.43240689 -1.36644905],"[[-0.19085545 -0.20355831 -0.05558835  0.02149069]
 [-5.00122664 -7.83647274  0.          0.        ]]"
3,[-0.47556213 -0.34978989],[-0.0269146  -1.50734162],"[ 1.00059239  1.78186835 -0.51985127 -0.31360477 -0.47897017  0.18608536
  0.18754535 -1.36414925  1.65276493 -1.03933938  0.        ]",-0.264955343469,-2.38341,[ 1.41537784 -1.13460083],"[[ -0.30703777  -0.39845245  -0.05558835   0.02149069]
 [ -6.61172301 -11.64026101   0.           0.        ]]"
4,[-0.47556213 -0.34978989],[-0.44241974 -1.81620395],"[ 0.95589694  1.60510077 -0.64886247 -1.02569133 -0.47896991  0.18608527
  0.31495987 -1.92567281  1.36445934 -1.34523562  0.        ]",-0.254702436774,-2.30524,[ 0.86147002 -0.83437337],"[[ -0.39826     -0.66868768  -0.05558835   0.02149069]
 [ -2.52415434 -15.37081288   0.           0.        ]]"
5,[-0.47556213 -0.34978989],[-1.18125439 -1.66964507],"[ 0.94704634  1.28315379 -0.67072251 -1.71594554 -0.47896964  0.18608518
  0.42275772 -2.37731239  1.04673329 -1.47167723  0.        ]",-0.236304036351,-2.16445,[-1.27417905 -1.69768895],"[[ -0.4140453   -1.00620979  -0.05558835   0.02149069]
 [  0.93409575 -18.37136597   0.           0.        ]]"
6,[-0.47556213 -0.34978989],[-1.37858915 -0.70445037],"[ 0.934645    0.79982604 -0.69985655 -2.15259915 -0.47896938  0.1860851
  0.298808   -2.9184031   0.64441632 -1.4631684   0.        ]",-0.20570624085,-1.95864,[-0.97695104 -1.66158948],"[[ -4.35255647e-01  -1.40970513e+00  -5.55883484e-02   2.14906913e-02]
 [ -3.04230607e+00  -2.19662386e+01   0.00000000e+00   0.00000000e+00]]"
7,[-0.47556213 -0.34978989],[-1.32215714 -0.20365915],"[ 0.86916155  0.19498001 -0.83192985 -2.0426316  -0.47896911  0.18608501
  0.18007128 -3.44881614  0.15527861 -1.24119617  0.        ]",-0.15678011312,-1.72214,[-2.29927044  1.05281939],"[[ -5.34315847e-01  -1.88438690e+00  -5.55883484e-02   2.14906913e-02]
 [ -6.85147149e+00  -2.54902352e+01   0.00000000e+00   0.00000000e+00]]"
8,[-0.47556213 -0.34978989],[-0.67311966 -0.37133923],"[ 0.72429399 -0.31303188 -1.04657655 -1.30792255 -0.47896884  0.18608492
  0.06079098 -2.77677374 -0.16341648 -0.79033524  0.        ]",-0.0981677277895,-1.30315,[ 0.48278387 -0.31258424],"[[ -0.70974069  -2.34939508  -0.05558835   0.02149069]
 [-10.67807524 -21.02549068   0.           0.        ]]"
9,[-0.47556213 -0.34978989],[-0.559268   -1.22531796],"[ 0.52773842 -0.61282068 -1.24699764 -0.21384938 -0.47896858  0.18608484
  0.12689475 -2.90036795 -0.15193455 -0.31478608  0.        ]",-0.0493071591229,-1.00435,[-0.78661433 -0.8327011 ],"[[ -9.02027636e-01  -2.77814405e+00  -5.55883484e-02   2.14906913e-02]
 [ -8.55741417e+00  -2.18466921e+01   0.00000000e+00   0.00000000e+00]]"
