timestep,logstd_action_dist,rewards,obs,original_rewards,avg_action_dist,actions,human_obs
0,[-0.73842603 -0.4993872 ],-2.89712,"[ 1.03482219  1.68965017 -0.07082517  1.2390964  -0.1260287   1.12509843
  0.41526064  0.37777286  1.60809532 -1.05107412  0.        ]",-0.252898418764,[ 1.5949508  -0.32341182],[ 1.62323195  0.75448082],"[[ 0.02606936  0.09626476 -0.0160459   0.1311261 ]
 [-0.00494763  0.00105348  0.          0.        ]]"
1,[-0.73842603 -0.4993872 ],-2.831,"[ 1.03219533  1.68544052 -0.01096792  1.32103466 -0.12602865  1.12509759
  0.53732304  0.84969085  1.59537012 -0.93662679  0.        ]",-0.24662330914,[ 1.04832947 -1.12978244],[ 0.94178159 -2.36503925],"[[ 0.06565039  0.1262441  -0.0160459   0.1311261 ]
 [ 3.94988999  2.98693371  0.          0.        ]]"
2,[-0.73842603 -0.4993872 ],-2.75621,"[ 1.01160076  1.68211416  0.16263169  1.37390477 -0.12602861  1.12509675
  0.64994654  0.21430568  1.54707057 -0.67983827  0.        ]",-0.232007743685,[ 1.21157169 -0.6433835 ],[ 1.16633479 -0.12158107],"[[ 0.18125996  0.14564728 -0.0160459   0.1311261 ]
 [ 7.59890802 -1.03321756  0.          0.        ]]"
3,[-0.73842603 -0.4993872 ],-2.61924,"[ 0.93661846  1.68635372  0.4391904   1.30492496 -0.12602857  1.12509591
  0.76740755  0.1412112   1.4326587  -0.33282923  0.        ]",-0.210607961739,[ 1.09310746 -0.88756061],[ 1.24872926 -1.82771416],"[[  0.37142243   0.12034276  -0.0160459    0.1311261 ]
 [ 11.40466428  -1.49569387   0.           0.        ]]"
4,[-0.73842603 -0.4993872 ],-2.42898,"[ 0.75149397  1.69385188  0.790144    1.11490125 -0.12602853  1.12509507
  0.88258579 -0.48016081  1.20386222  0.07589453  0.        ]",-0.181427703024,[ 0.33117402 -0.7456724 ],[ 0.42830707 -1.72125196],"[[  0.63695803   0.05098291  -0.0160459    0.1311261 ]
 [ 15.13646189  -5.42718159   0.           0.        ]]"
5,[-0.73842603 -0.4993872 ],-2.22281,"[ 0.42549035  1.68964538  1.12443886  0.71052836 -0.12602848  1.12509423
  0.92568548 -1.08907389  0.87575764  0.42824332  0.        ]",-0.14971234742,[-0.59136117 -0.43919075],[-0.96664144 -0.53108067],"[[  9.53698115e-01  -9.62160256e-02  -1.60459020e-02   1.31126104e-01]
 [  1.65329123e+01  -9.27984300e+00   0.00000000e+00   0.00000000e+00]]"
6,[-0.73842603 -0.4993872 ],-2.00061,"[ 0.05431659  1.63863594  1.32292132  0.15921366 -0.12602844  1.12509339
  0.7975965  -1.39211472  0.57194971  0.61595452  0.        ]",-0.124586376881,[-0.81143773 -0.00502458],[-1.27187294  0.09025429],"[[  1.24271742  -0.30105061  -0.0160459    0.1311261 ]
 [ 12.38283709 -11.19722253   0.           0.        ]]"
7,[-0.73842603 -0.4993872 ],-1.66459,"[-0.2351007   1.52891527  1.39231151 -0.38983967 -0.1260284   1.12509255
  0.66793596 -1.30032086  0.39760323  0.65334972  0.        ]",-0.109638178257,[-0.60163546  0.45725182],[-0.75896065 -0.18908258],"[[  1.44822467  -0.5191676   -0.0160459    0.1311261 ]
 [  8.18184063 -10.61644034   0.           0.        ]]"
8,[-0.73842603 -0.4993872 ],-1.52299,"[-0.42555094  1.36752254  1.40360292 -0.87342002 -0.12602836  1.12509171
  0.57027513 -1.38523984  0.34361027  0.60139182  0.        ]",-0.101951022174,[-0.15214166  1.19590926],[ 0.25756012  1.27992229],"[[  1.58011466  -0.73688701  -0.0160459    0.1311261 ]
 [  5.017634   -11.15374033   0.           0.        ]]"
9,[-0.73842603 -0.4993872 ],-1.3786,"[-0.5837314   1.19917524  1.39298083 -1.21009749 -0.12602832  1.12509087
  0.59862331 -0.72455637  0.29524142  0.54025693  0.        ]",-0.0943797273401,[-0.38988367  0.46441165],[ 0.30257836 -0.03483429],"[[ 1.68968223 -0.91802049 -0.0160459   0.1311261 ]
 [ 5.93612454 -6.97352569  0.          0.        ]]"
10,[-0.73842603 -0.4993872 ],-1.30876,"[-0.76796661  1.05211027  1.35718194 -1.42111457 -0.12602827  1.12509003
  0.6319536  -0.7245606   0.18466482  0.50893624  0.        ]",-0.0824009242775,[-0.73364937  0.64015269],[-0.53774513  0.40532607],"[[ 1.8192396  -1.05749146 -0.0160459   0.1311261 ]
 [ 7.01603617 -6.97355476  0.          0.        ]]"
11,[-0.73842603 -0.4993872 ],-1.24841,"[-0.93008141  0.91350736  1.30337903 -1.56763908 -0.12602823  1.12508919
  0.56198706 -0.44896482  0.08428715  0.47009462  0.        ]",-0.0710831461724,[-0.6240027   0.56919444],[-0.63680981  0.04014677],"[[ 1.93681599 -1.17946694 -0.0160459   0.1311261 ]
 [ 4.74912718 -5.22983169  0.          0.        ]]"
12,[-0.73842603 -0.4993872 ],-1.29476,"[-1.0217091   0.79206608  1.26281096 -1.66120215 -0.12602819  1.12508835
  0.48131225 -0.40736729  0.04857518  0.41663698  0.        ]",-0.064997596393,[-0.29192445  0.82779539],[-0.81490673  1.12046964],"[[ 2.00557324 -1.28142266 -0.0160459   0.1311261 ]
 [ 2.13526898 -4.96664069  0.          0.        ]]"
13,[-0.73842603 -0.4993872 ],-1.28215,"[-1.03469716  0.72047492  1.25641813 -1.70264537 -0.12602815  1.12508751
  0.38045098  0.23410428  0.07214989  0.37166907  0.        ]",-0.0651601762044,[ 0.2083223   0.18869284],[ 0.19721705  0.68851134],"[[ 2.01549079 -1.34003351 -0.0160459   0.1311261 ]
 [-1.13263165 -0.90798253  0.          0.        ]]"
14,[-0.73842603 -0.4993872 ],-1.20471,"[-1.01554954  0.73199523  1.265782   -1.69663024 -0.1260281   1.12508667
  0.40521101  0.66779731  0.08770015  0.3733427   0.        ]",-0.0667560820478,[ 0.06054899 -0.53202212],[ 0.05313531 -1.07332567],"[[ 2.00088716 -1.33066148 -0.0160459   0.1311261 ]
 [-0.33040199  1.83603977  0.          0.        ]]"
