timestep,logstd_action_dist,rewards,obs,original_rewards,avg_action_dist,actions,human_obs
0,[-0.34685299 -0.24500063],-1.45891,"[ 1.09491601  2.04932046  0.02202089  1.05764606  0.9615695   1.01868774
  0.3612207   0.39245417  0.52240762 -0.81713509  0.        ]",-0.143646296154,[ 1.70219672 -0.00228274],[ 1.70284851  1.54907283],"[[ 0.03161066  0.07106852  0.11024427  0.11839796]
 [-0.00165125  0.00166313  0.          0.        ]]"
1,[-0.34685299 -0.24500063],-1.4394,"[ 1.09206429  2.04451448  0.08159359  1.1943426   0.96156843  1.01868654
  0.48814444  0.96754486  0.5106769  -0.70811245  0.        ]",-0.13375431439,[ 1.10928297 -0.62588525],[ 1.31334452 -1.20536229],"[[ 0.07125313  0.11081386  0.11024427  0.11839796]
 [ 3.95274149  3.95968478  0.          0.        ]]"
2,[-0.34685299 -0.24500063],-1.32361,"[ 1.07064448  2.03783584  0.25752408  1.32674278  0.96156736  1.01868534
  0.61265728  0.38061426  0.46215861 -0.46292192  0.        ]",-0.111295955633,[ 0.61813152 -0.62995982],[-0.09953788 -0.194301  ],"[[ 0.18923003  0.14947794  0.11024427  0.11839796]
 [ 7.83202368 -0.07981478  0.          0.        ]]"
3,[-0.34685299 -0.24500063],-1.18867,"[ 1.01537023  2.0396143   0.47682672  1.29496375  0.96156629  1.01868415
  0.59505535  0.26908401  0.37948706 -0.2129903   0.        ]",-0.0884266287867,[ 0.1985846  -0.76524973],[-0.42738738 -0.30775012],"[[ 0.34036843  0.14018009  0.11024427  0.11839796]
 [ 7.28364025 -0.84741101  0.          0.        ]]"
4,[-0.34685299 -0.24500063],-1.00267,"[ 0.9454404   2.04444216  0.65280821  1.19559653  0.96156523  1.01868295
  0.53617905  0.09456645  0.2943857  -0.03104855  0.        ]",-0.0723051177162,[-0.01282263 -0.68250787],[-1.09441028 -1.28164094],"[[ 0.46763707  0.11118082  0.11024427  0.11839796]
 [ 5.44933011 -2.04851201  0.          0.        ]]"
5,[-0.34685299 -0.24500063],-0.959136,"[ 0.89954889  2.05201181  0.74280954  0.91911028  0.96156416  1.01868175
  0.40579559 -0.4746329   0.27352026  0.01110435  0.        ]",-0.0690334380282,[ 0.35638675 -0.02171093],[ 0.11494515  0.14513654],"[[ 0.53586685  0.03090541  0.11024427  0.11839796]
 [ 1.38717359 -5.96597555  0.          0.        ]]"
6,[-0.34685299 -0.24500063],-1.01281,"[ 0.87606242  2.04823035  0.78384843  0.53132881  0.96156309  1.01868055
  0.41950082 -0.3739949   0.29601346 -0.03144911  0.        ]",-0.0725103075341,[ 0.39322525  0.03942132],[ 0.24443424 -0.16882548],"[[ 0.56789456 -0.08146473  0.11024427  0.11839796]
 [ 1.81417588 -5.27334593  0.          0.        ]]"
7,[-0.34685299 -0.24500063],-0.993432,"[ 0.84052085  2.0280468   0.84086968  0.15129589  0.96156202  1.01867936
  0.4493921  -0.45600577  0.30102749 -0.05469709  0.        ]",-0.0736483576849,[ 0.40038121  0.20124245],[ 0.93410443  1.95992057],"[[ 0.61352196 -0.19259483  0.11024427  0.11839796]
 [ 2.7454631  -5.83777973  0.          0.        ]]"
8,[-0.34685299 -0.24500063],-0.898193,"[ 0.76222267  2.00498817  0.94958191 -0.10379412  0.96156096  1.01867816
  0.56620604  0.13590967  0.24971839  0.0212583   0.        ]",-0.0659935196973,[-0.10804379 -0.35165176],[ 0.82690089  1.01951012],"[[ 0.70494631 -0.26847682  0.11024427  0.11839796]
 [ 6.38487094 -1.76398231  0.          0.        ]]"
9,[-0.34685299 -0.24500063],-0.652127,"[ 0.60503144  2.0066564   1.1189829  -0.08784159  0.96155989  1.01867696
  0.6670981   0.71614207  0.08562118  0.25419551  0.        ]",-0.0495716274428,[-0.98258972 -1.11552107],[-1.69783525 -0.8825086 ],"[[ 0.86418204 -0.26368959  0.11024427  0.11839796]
 [ 9.52822747  2.22940922  0.          0.        ]]"
