timestep,logstd_action_dist,rewards,obs,original_rewards,avg_action_dist,actions,human_obs
0,[-0.03980915 -0.20078081],-0.930219,"[ 1.1005937   1.87074554 -0.05584498  0.50477688  0.73783414  1.04193296
  0.49251646  0.32107024  0.64868247 -0.98931452  0.        ]",-0.18854316246,[ 0.02320122 -0.99248731],[ 1.48908088 -2.51184814],"[[-0.07636751 -0.02575814  0.0836044   0.12183504]
 [-0.00024169  0.00486234  0.          0.        ]]"
1,[-0.03980915 -0.20078081],-0.86674,"[ 1.10366707  1.8683934   0.00456985  0.39954984  0.73783019  1.04192542
  0.79831158 -0.22208143  0.65026744 -0.95883379  0.        ]",-0.185753563865,[-0.01139879 -1.00240493],[-1.21517324 -1.94199552],"[[-0.03666634 -0.06540514  0.0836044   0.12183504]
 [ 3.95717778 -3.95635429  0.          0.        ]]"
2,[-0.03980915 -0.20078081],-0.859152,"[ 1.10457951  1.84953426  0.06352036  0.08848785  0.73782623  1.04191789
  0.48669417 -0.75405422  0.6420302  -0.9954361   0.        ]",-0.188516893897,[-0.03734648 -0.99816024],[-0.25159147  0.73506686],"[[  2.01637729e-03  -1.83458443e-01   8.36044033e-02   1.21835044e-01]
 [ -7.54983859e-02  -7.83605454e+00   0.00000000e+00   0.00000000e+00]]"
3,[-0.03980915 -0.20078081],-0.918021,"[ 1.10451208  1.81001899  0.04600155 -0.23585729  0.73782228  1.04191035
  0.40980594 -0.33363761  0.61556545 -1.11672056  0.        ]",-0.19833641774,[-0.00833433 -0.98614258],[ 0.97326506 -0.55643631],"[[-0.0094768  -0.30941654  0.0836044   0.12183504]
 [-1.07050027 -4.76997591  0.          0.        ]]"
4,[-0.03980915 -0.20078081],-0.930612,"[ 1.10452172  1.75613713  0.07258513 -0.52472274  0.73781833  1.04190282
  0.7090154  -0.6229914   0.58783427 -1.1814287   0.        ]",-0.202794506229,[-0.0150847  -0.98072278],[ 0.56797511 -1.61799027],"[[ 0.00796358 -0.42598917  0.0836044   0.12183504]
 [ 2.8016555  -6.88024135  0.          0.        ]]"
5,[-0.03980915 -0.20078081],-0.900242,"[ 1.09947789  1.64500427  0.19137169 -0.93134681  0.73781438  1.04189528
  0.87846263 -1.14734277  0.55099503 -1.19540329  0.        ]",-0.201346240892,[-0.02204433 -0.95280814],[-0.41127163 -1.27529661],"[[  0.08599878  -0.60196291   0.0836044    0.12183504]
 [  4.99455995 -10.70437028   0.           0.        ]]"
6,[-0.03980915 -0.20078081],-0.876421,"[ 1.08506507  1.43025613  0.31620299 -1.42931105  0.73781043  1.04188774
  0.7451748  -1.6611107   0.4694246  -1.25019688  0.        ]",-0.201335237762,[  7.37786293e-04  -8.93548548e-01],[-1.34528246  0.16519506],"[[  0.16858523  -0.85364542   0.0836044    0.12183504]
 [  3.26972139 -14.4514097    0.           0.        ]]"
7,[-0.03980915 -0.20078081],-0.880699,"[ 1.07885883  1.12997962  0.35374461 -1.83342439  0.73780648  1.04188021
  0.434364   -1.53201227  0.32302091 -1.37878091  0.        ]",-0.207227580508,[ 0.07258958 -0.83021331],[ 0.83690815 -1.52312697],"[[  0.19362499  -1.13322796   0.0836044    0.12183504]
 [ -0.75248155 -13.51002588   0.           0.        ]]"
8,[-0.03980915 -0.20078081],-0.876221,"[ 1.07377807  0.75218029  0.3811067  -2.06118749  0.73780252  1.04187267
  0.69142048 -2.03833425  0.12263131 -1.47878233  0.        ]",-0.210703546528,[ 0.09647647 -0.77406341],[-1.47785251 -1.79183313],"[[  0.21195227  -1.44048082   0.0836044    0.12183504]
 [  2.57414232 -17.20290994   0.           0.        ]]"
9,[-0.03980915 -0.20078081],-0.882392,"[ 1.07043027  0.26687362  0.39786068 -2.00105233  0.73779857  1.04186514
  0.38158848 -2.53440319 -0.16076014 -1.51900072  0.        ]",-0.209944428107,[ 0.12770505 -0.70828623],[ 0.55174723  0.63997939],"[[  0.22320997  -1.82084259   0.0836044    0.12183504]
 [ -1.43537891 -20.82126808   0.           0.        ]]"
10,[-0.03980915 -0.20078081],-0.872039,"[ 1.07238027 -0.17968993  0.38814505 -1.56273138  0.73779462  1.0418576
  0.55241224 -2.13041259 -0.45600157 -1.45068918  0.        ]",-0.203117577305,[ 0.15039487 -0.70645463],[-0.19153816 -0.72858786],"[[  0.21667991  -2.20770901   0.0836044    0.12183504]
 [  0.77527998 -17.87516572   0.           0.        ]]"
11,[-0.03980915 -0.20078081],-0.844283,"[ 1.07004706 -0.51055075  0.39964706 -0.81770398  0.73779067  1.04185007
  0.49255357 -2.47738136 -0.69512113 -1.26494627  0.        ]",-0.188050875995,[ 0.15518583 -0.69178623],[ 0.5312468   0.07109056],"[[  2.24413967e-01  -2.59060665e+00   8.36044033e-02   1.21835044e-01]
 [  6.79584277e-04  -2.04061708e+01   0.00000000e+00   0.00000000e+00]]"
12,[-0.03980915 -0.20078081],-0.787128,"[ 1.06328504 -0.68646582  0.43093884  0.17690401  0.73778672  1.04184253
  0.6550405  -2.38333014 -0.86083703 -0.98308637  0.        ]",-0.165327088981,[ 0.18432605 -0.69394797],[-0.32070993 -0.70839154],"[[  0.24552384  -2.99185177   0.0836044    0.12183504]
 [  2.10345074 -19.72061461   0.           0.        ]]"
13,[-0.03980915 -0.20078081],-0.661132,"[ 1.05306039 -0.70046828  0.47353823  0.63819061  0.73778277  1.041835
  0.55376401  0.30191244 -0.90367038 -0.83740509  0.        ]",-0.153269874939,[ 0.25738537 -0.74418098],[ 2.26230965 -1.19185395],"[[ 0.27444431 -3.16603042  0.0836044   0.12183504]
 [ 0.7928756  -0.13557796  0.          0.        ]]"
14,[-0.03980915 -0.20078081],-0.706299,"[ 1.03038787 -0.70065092  0.55418716  0.52667593  0.73777882  1.04182747
  0.8585107   0.72753187 -0.89181409 -0.88152741  0.        ]",-0.156847059665,[ 0.26603076 -0.7494511 ],[ 0.69788976 -1.93698478],"[[ 0.32987137 -3.12405687  0.0836044   0.12183504]
 [ 4.73662541  2.96872922  0.          0.        ]]"
